RAZAO_SOCIAL;REGISTRO_ANCINE;CNPJ;MUNICIPIO;UF;CLASSIFICACAO_NIVEL_PRODUTORA
PLANET HOUSE PROPAGANDA & MARKETING LTDA;29333;90.775.784/0001-12;CAXIAS DO SUL;RS;1
PLANET LOCAÇÃO DE EQUIPAMENTOS PARA EVENTOS LTDA;62275;07.856.682/0001-88;SÃO PAULO;SP;1
PLANET MOVIES PRODUCTIONS LTDA;62114;60.664.446/0001-42;RIBEIRÃO PRETO;SP;1
PLANET POP MÍDIA E EDITORAÇÕES LIMITADA ME;22965;07.988.992/0001-56;SÃO PAULO;SP;5
PLANETA DAS GEMEAS PRODUCOES E ENTRETENIMENTO LTDA;63556;26.610.711/0001-71;RIO DE JANEIRO;RJ;1
PLANETA LOCACOES E VIDEOS LTDA;2683;06.186.483/0001-47;BELO HORIZONTE;MG;1
PLANETÁRIA SOLUÇÕES SUSTENTÁVEIS LTDA;17713;08.811.178/0001-24;SÃO PAULO;SP;1
PLANIFILMES LTDA;539;61.374.229/0001-80;SÃO PAULO;SP;1
PLANO 9 FILMES LTDA;18624;07.959.864/0001-84;CAXIAS DO SUL;RS;1
PLANO 9 PRODUÇÕES AUDIOVISUAIS LTDA;6031;07.617.370/0001-11;RECIFE;PE;4
PLANO A PRODUTORA DE VIDEO E ASSESSORIA EM MARKETING LTDA;49524;42.856.144/0001-94;VALINHOS;SP;1
PLANO ASTRAL FILMES LTDA;33870;12.997.376/0001-00;SÃO PAULO;SP;1
PLANO B PRODUTORA DE FILMES LTDA;19234;13.207.081/0001-47;CUIABÁ;MT;2
PLANO B612 PRODUCOES LTDA;35322;26.751.109/0001-54;ANANINDEUA;PA;1
PLANO GERAL FILMES E VIDEOS LTDA;2029;06.023.805/0001-37;RIO DE JANEIRO;RJ;4
PLANO GERAL PRODUÇOES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;2216;06.207.523/0001-90;SÃO PAULO;SP;2
PLANO PILOTO ENTRETENIMENTO LTDA;31493;23.507.501/0001-64;BRASÍLIA;DF;1
PLANO PILOTO PRODUÇÕES ARTÍSTICAS LTDS;58994;42.315.206/0001-50;SÃO PAULO;SP;1
PLANO SEIS PRODUCOES CINEMATOGRAFICAS LTDA;26627;17.382.344/0001-05;RIO DE JANEIRO;RJ;1
PLANO SUPERIOR PRODUÇÃO CINEMATOGRAFICA LTDA;49833;43.235.625/0001-45;FLORIANÓPOLIS;SC;1
PLATA FILMES LTDA;48765;16.966.235/0001-72;SÃO PAULO;SP;1
PLATAFORMAZERO FILMES LTDA;28169;14.752.101/0001-23;FORTALEZA;CE;1
PLATAFPRMA DE STREAMING UTV PLAY PLUS LTDA;58679;49.754.111/0001-82;BELO HORIZONTE;MG;1
PLATE FILMES LTDA.;50257;13.318.063/0001-32;SÃO PAULO;SP;1
PLATEAU MARKETING E PRODUÇÕES CULTURAIS LTDA;1603;74.425.067/0001-04;SÃO PAULO;SP;4
PLATO FILMES LTDA;30865;21.265.743/0001-63;BOA VISTA;RR;1
PLAVA PRODUTORA AUDIOVISUAL LTDA;41503;17.374.385/0001-50;LONDRINA;PR;1
PLAY 2 FILMES PRODUÇÃO AUDIOVISUAL LTDA;51242;22.586.669/0001-40;IPATINGA;MG;1
PLAY 9 SERVICOS DE MIDIA, COMUNICACAO E PRODUCOES LTDA;46125;34.502.145/0001-02;RIO DE JANEIRO;RJ;1
PLAY AGENCIA DE DESIGN EIRELI;49719;24.288.690/0001-94;PALMAS;TO;1
PLAY BLACK FILMS LTDA;62538;50.466.154/0001-41;RIO DE JANEIRO;RJ;1
PLAY BUSINESS ENTERTAINMENT & TECHNOLOGY PRODUCOES E CONSULTORIA LTDA.;47993;33.520.924/0001-78;SÃO PAULO;SP;1
PLAY MOTION IMAGENS LTDA;56476;37.985.609/0001-77;GOIÂNIA;GO;1
PLAY MOVIE, PRODUÇÕES E LOCAÇÃO DE EQUIPAMENTOS AUDIO VISUAIS LTDA;14414;07.551.244/0001-01;RIO DE JANEIRO;RJ;1
PLAY PARTICIPAÇÕES E COMUNICAÇÕES LTDA;19155;07.855.726/0001-55;RIO DE JANEIRO;RJ;1
PLAY REC AUDIO & PRODUCOES LTDA;3703;04.034.087/0001-79;CURITIBA;PR;1
PLAY RECYCLING CIA LTDA;62109;43.185.154/0001-08;CAMPOS DO JORDÃO;SP;1
PLAY TIME PRODUTORA LTDA;52348;48.459.977/0001-06;RIO DE JANEIRO;RJ;1
PLAY VIDEO LTDA;47054;38.261.935/0001-02;CONCÓRDIA;SC;1
PLAY2SHOP INTEGRADORA DE NEGÓCIOS LTDA;64352;54.730.034/0001-60;SÃO PAULO;SP;1
PLAYALL TECNOLOGIA LTDA;49936;19.951.923/0001-57;MARABÁ;PA;1
PLAYER CONTENT PRODUÇÕES AUDIOVISUAIS LTDA;40986;18.609.281/0001-40;SÃO PAULO;SP;1
PLAYER SERVICOS DE COMUNICACAO LTDA;44901;29.543.745/0001-89;JOÃO PESSOA;PB;1
PLAYSTEM CONTEUDOS EM CIENCIA, TECNOLOGIA, ENGENHARIA E MATEMATICA LTDA;38612;08.505.057/0001-54;SÃO PAULO;SP;1
PLCNO FILMES, PUBLI & PRODUCOES LTDA;39236;29.923.681/0001-41;LAURO DE FREITAS;BA;1
PLEIADES PRODUCOES ARTISTICAS LTDA;58834;07.911.088/0001-42;RIO DE JANEIRO;RJ;1
PLEMMI CREATIVE STUDIO;61477;31.915.372/0001-71;SÃO PAULO;SP;1
PLENA PRODUÇÕES E ACESSIBILIDADE;59003;52.098.276/0001-58;RIO DE JANEIRO;RJ;1
PLENITUDE PRODUÇÕES E SERVIÇOS LTDA;58370;40.674.081/0001-20;RIO DE JANEIRO;RJ;1
PLENUS MULTIMEDIA LTDA;31681;04.121.365/0001-25;SALVADOR;BA;1
PLOKMOON CASA DE IDEIAS COMUNICACAO LTDA;38313;18.803.774/0001-16;SÃO PAULO;SP;1
PLONGEE 360 PRODUÇÃO E ARTE LTDA;38101;28.772.086/0001-90;BRASÍLIA;DF;1
PLONGEE FILMES LTDA;59235;54.047.720/0001-31;BRASÍLIA;DF;1
PLONGEE PRODUCOES LTDA;28346;20.119.267/0001-00;MANAUS;AM;1
PLOT 3 PRODUÇÃO CINEMATOGRÁFICA LTDA;59289;33.631.301/0001-72;RIO DE JANEIRO;RJ;1
PLOT B PRODUÇÕES;60257;57.117.659/0001-40;SÃO PAULO;SP;1
PLOTEINA CONTEUDOS LTDA;33097;24.415.349/0001-52;SÃO PAULO;SP;1
PLUF FOTOGRAFIAS LTDA.;55267;07.698.989/0001-06;RIO DE JANEIRO;RJ;1
PLUG IN PRODUÇÕES LTDA. - ME;1547;03.166.991/0001-75;RIO DE JANEIRO;RJ;1
PLUMAR FILMES EIRELI;50267;41.225.469/0001-06;SÃO LUÍS;MA;1
PLUMAS E PAETES PRODUCOES CULTURAIS LTDA;49646;11.985.110/0001-76;RIO DE JANEIRO;RJ;1
PLUMER & PLUMER LTDA.;32211;94.964.939/0001-10;SANTA CRUZ DO SUL;RS;1
PLURAL AUDIO VISUAL LTDA;53287;49.580.225/0001-53;GOIÂNIA;GO;1
PLURAL COMUNICACAO AUDIO VISUAL LTDA;23455;24.831.356/0001-35;GOIÂNIA;GO;1
PLURAL PRODUCAO E GRAVACOES DE VIDEOS LTDA;56701;19.963.979/0001-21;CAMPO GRANDE;MS;1
PLURAL RELACOES GOVERNAMENTAIS E INSTITUCIONAIS LTDA;53704;49.629.840/0001-07;BRASÍLIA;DF;1
PLURAL SOLUCOES AUDIOVISUAIS LTDA;62912;10.490.455/0001-96;SÃO PAULO;SP;1
PLUS PRODUÇÕES LTDA;51715;41.514.190/0001-42;CANOAS;RS;1
PMF PRODUTORA LTDA;63217;39.867.426/0001-82;ATIBAIA;SP;1
PMG & SARA COMUNICACOES LTDA;64723;51.421.399/0001-15;SANTANA DE PARNAÍBA;SP;1
PNMR FILMS PRODUCOES CRIATIVAS LTDA;64711;26.532.076/0001-51;GOIÂNIA;GO;1
PO DE VIDRO PRODUCOES LTDA;52253;33.814.320/0001-34;SÃO PAULO;SP;1
POA FILMES;62827;14.132.016/0001-62;RIO DE JANEIRO;RJ;1
POCAR FILMES LTDA;54766;49.855.507/0001-16;RIO DE JANEIRO;RJ;1
POCKET DREAMS STUDIOS DESENVOLVIMENTO DE JOGOS E SOFTWARE LTDA;64358;54.350.146/0001-96;RIO DE JANEIRO;RJ;1
POCO DIGITAL MARKETING DIRETO LTDA;43129;18.087.848/0001-65;RECIFE;PE;1
POEIRA PRODUÇÕES LTDA.;383;04.992.239/0001-46;SÃO PAULO;SP;1
POEMA FILMES LTDA;61360;59.570.353/0001-70;GOIÂNIA;GO;1
POESIA DA LUZ LTDA;60154;10.238.862/0001-00;JUAZEIRO DO NORTE;CE;1
POETICA PRODUÇÕES CINEMATOGRAFICAS EIRELI;41216;31.386.059/0001-93;PORTO ALEGRE;RS;1
POETTICA AUDIOVISUAL LTDA;55208;42.527.099/0001-24;CURITIBA;PR;1
POEXISTA LTDA.;60625;50.507.492/0001-84;SÃO PAULO;SP;1
POJ PRODUCOES ARTISTICAS LTDA;54331;46.296.732/0001-71;RIO DE JANEIRO;RJ;1
POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP;12774;08.708.048/0001-60;SÃO PAULO;SP;4
POLAR PUBLICIDADE E SERVICOS LTDA;57264;46.756.125/0001-47;MACEIÓ;AL;1
POLESADDI PRODUÇÕES LTDA.;27232;10.970.956/0001-70;BAURU;SP;1
POLETTO E PICINATO LTDA;59122;43.110.163/0001-30;MEDIANEIRA;PR;1
POLITHEAMA E FILMES LTDA.;420;05.078.128/0001-91;SÃO PAULO;SP;4
POLLEN STUDIOS PRODUCOES LTDA;17698;11.823.909/0001-66;SÃO PAULO;SP;2
POLO AUDIOVISUAL FRONTEIRA OESTE;64689;65.288.974/0001-68;SÃO BORJA;RS;1
POLO DE CINEMA CRICIÚMA LTDA;59530;43.537.491/0001-17;CRICIÚMA;SC;1
POLO MS CINEMA E VÍDEO LTDA;13123;03.493.590/0001-20;CAMPO GRANDE;MS;2
POLODOC - VIAGEM E CULTURA LTDA;50265;38.459.003/0001-60;UBATUBA;SP;1
POLTRONA FILMES LTDA;32074;18.935.309/0001-39;BELO HORIZONTE;MG;1
POLVO PRODUCAO DE FILMES E FOTOGRAFIA LTDA;21058;15.096.957/0001-50;NOVO HAMBURGO;RS;1
POLYMUSIC EDITORA, GRAVADORA E PRODUTORA LTDA;58009;08.823.965/0001-96;RECIFE;PE;1
POMODORO STUDIOS LTDA;58610;53.165.634/0001-60;SÃO PAULO;SP;1
POMONA PRODUCOES AUDIOVISUAIS LTDA;33238;24.167.650/0001-94;SÃO PAULO;SP;1
POMPEIA FILMES LTDA;50235;36.279.205/0001-03;CURITIBA;PR;1
PONTA DE ANZOL PRODUÇÕES LTDA.;40449;30.720.613/0001-64;BELO HORIZONTE;MG;1
PONTA DE AREIA LTDA;38704;23.280.146/0001-33;BELO HORIZONTE;MG;1
PONTA DE LANCA PRODUCOES LTDA;52240;48.323.057/0001-58;SÃO PAULO;SP;1
PONTA NEGRA FILMES LTDA-ME;31031;23.064.648/0001-27;NATAL;RN;1
PONTE PRODUTORAS ASSOCIADAS LTDA;32023;22.543.352/0001-26;RECIFE;PE;1
PONTE'S SERVIÇOS DE PRODUÇÕES LTDA;54338;07.772.597/0001-31;BRASÍLIA;DF;1
PONTES COMUNICAÇÃO E ARTE;30658;09.531.206/0001-12;RIO DE JANEIRO;RJ;1
PONTILHADO CINEMATOGRÁFICO E PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA - ME;27582;20.374.049/0001-11;RECIFE;PE;1
PONTO 2 STUDIO LTDA;53966;29.817.544/0001-22;BELO HORIZONTE;MG;1
PONTO 8 WEB COMUNICAÇÃO EIRELI;46015;12.209.884/0001-78;SALVADOR;BA;1
PONTO CONSULTORIA E PROJETOS LTDA;57644;29.985.233/0001-72;ITORORÓ;BA;1
PONTO DE EQUILIBRIO EVENTOS E IMAGEM EIRELI;13831;09.202.111/0001-55;RIO DE JANEIRO;RJ;1
PONTO DE FUGA PRODUCOES CINEMATOGRAFICA LTDA;59607;36.458.739/0001-99;SÃO PAULO;SP;1
PONTO E VÍDEO COMUNICAÇÕES LTDA;263;67.802.652/0001-10;CARAPICUÍBA;SP;1
PONTO FINAL PRODUCOES AUDIOVISUAIS LTDA;63355;49.003.267/0001-21;SÃO PAULO;SP;1
PONTO FINAL SOLUÇÕES EM VÍDEO LTDA - ME;22971;15.364.278/0001-15;CABO FRIO;RJ;1
PONTO MEDIO NARRATIVAS AUDIOVISUAIS LTDA;55487;43.744.532/0001-46;PORTO ALEGRE;RS;1
PONTO PRODUTORA E SERVICOS DE COWORKING LTDA;30590;04.268.711/0001-00;CAXIAS DO SUL;RS;1
PONTO25 FILMES LTDA;40321;27.340.789/0001-86;SÃO PAULO;SP;1
PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA;13776;07.832.283/0001-87;RIO DE JANEIRO;RJ;4
POPCON PRODUÇÕES LTDA;13446;09.281.789/0001-70;SÃO PAULO;SP;4
POPOL STUDIO LTDA;63980;23.773.843/0001-26;SÃO PAULO;SP;1
POR DO SOM PRODUÇÕES ARTÍSTICAS LTDA;25434;04.491.146/0001-38;SÃO PAULO;SP;1
POR EXTENSO AUDIOVISUAIS LTDA;52308;33.337.641/0001-95;RIO DE JANEIRO;RJ;1
PORAO PRODUCOES LTDA;889;96.535.505/0001-20;SÃO PAULO;SP;1
PORFIRIO E PORFIRIO LTDA;49257;18.720.312/0001-35;PATO BRANCO;PR;1
POROROCA PRODUCAO DE FILMES LTDA;40655;26.762.154/0001-04;BRASÍLIA;DF;1
PORTA DOS FUNDOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.;24711;17.227.558/0001-07;RIO DE JANEIRO;RJ;4
PORTAL 8 PRODUÇÕES ARTÍSTICAS LTDA - ME;51050;18.405.462/0001-54;RIO DE JANEIRO;RJ;1
PORTAL AMAZÔNIA+ TV LTDA;61856;55.676.122/0001-94;BELÉM;PA;1
PORTAL CINE SET LTDA;59574;47.702.342/0001-17;MANAUS;AM;1
PORTAL GIBA NOTICIAS LTDA;62399;44.378.562/0001-49;TUNEIRAS DO OESTE;PR;1
PORTANTO CINEMA E PRODUÇÃO LTDA;49307;42.856.105/0001-97;SÃO PAULO;SP;1
PORTELLA E NOVAIS PRODUCOES CINEMATOGRAFICAS LTDA;53924;44.553.805/0001-38;RIO DE JANEIRO;RJ;1
PORTFOLIUM LABORATÓRIO DE IMAGENS LTDA;14495;63.190.623/0001-94;SALVADOR;BA;3
PORTFÓLIO PUBLICIDADE LTDA.;3712;04.299.859/0001-02;DIVINÓPOLIS;MG;1
PORTO BELLO FILMES LTDA;53961;35.381.221/0001-31;RIO DE JANEIRO;RJ;1
PORTO PRODUCOES AUDIOVISUAIS LTDA;39716;28.961.422/0001-42;MACEIÓ;AL;1
PORTO RECORDS - PRODUCOES E EDICOES MUSICAIS LTDA;60277;41.489.604/0001-20;SÃO PAULO;SP;1
PORTUNHOL FILMES E ENTRETENIMENTO LTDA - ME;34557;26.276.990/0001-89;RIO DE JANEIRO;RJ;1
POSCIDONIO ESTUDIO LTDA;57571;49.787.214/0001-49;RIO DE JANEIRO;RJ;1
POSE PRODUÇÃO DE IMAGEM LTDA;37798;20.381.176/0001-48;OLINDA;PE;1
POSH EQUIPAMENTOS AUDIOVISUAIS E PRODUTORA LTDA;62851;57.369.972/0001-75;BRASÍLIA;DF;1
POSTAL FILMES LTDA;61156;55.497.899/0001-91;BRASÍLIA;DF;1
POSTO 9 PRODUÇÕES LTDA;518;05.037.336/0001-42;RIO DE JANEIRO;RJ;1
POSTURA DIGITAL FILMES LTDA;6363;08.233.638/0001-84;BELO HORIZONTE;MG;2
POTENTIA KUBAS PRODUCAO, GESTAO E AGENCIAMENTO LTDA;59741;47.631.325/0001-36;RIO DE JANEIRO;RJ;1
POW PRODUCOES E EVENTOS S/C LTDA;61788;00.330.798/0001-30;RIO DE JANEIRO;RJ;1
POWER MEDIA GESTAO DE IMAGENS E CONTEUDO AUDIOVISUAL LTDA;26194;19.484.555/0001-84;SANTOS;SP;1
POWER PRODUTORA LTDA ME;18202;13.011.387/0001-23;ITAJAÍ;SC;1
POÉTICA MARGINAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;47505;40.009.592/0001-27;RIO DE JANEIRO;RJ;1
PP DIGITAL STORYTELLING LTDA;58284;40.149.984/0001-91;FLORIANÓPOLIS;SC;1
PRADO PRODUÇÕES CULTURAIS LTDA;55083;19.840.046/0001-47;RIO DE JANEIRO;RJ;1
PRAIA PRODUÇÕES DE FILMES PARA PUBLICIDADE EIRELI;15084;10.585.355/0001-43;MANAUS;AM;1
PRAIA À NOITE PRODUÇÕES CINEMATOGRÁFICAS LTDA;31819;22.159.900/0001-19;FORTALEZA;CE;1
PRAS CABECAS PRODUCAO DE ARTE LTDA;49188;26.677.812/0001-60;RIO DE JANEIRO;RJ;1
PRATA POEIRA FILMES PRODUCOES LTDA;63823;62.452.726/0001-12;BETIM;MG;1
PRATIQUE CULTURA E TURISMO REGIONAL LTDA.;57907;48.921.733/0001-95;ASSIS;SP;1
PRATUVÊ PRESTAÇÃO DE SERVIÇOS EM EDIÇÃO DE IMAGENS LTDA - ME;30713;09.548.028/0001-32;SÃO PAULO;SP;2
PRAÇA PRODUÇÕES AUDIOVISUAIS LTDA;25736;04.297.951/0001-25;PORTO ALEGRE;RS;1
PREARTE PROJETOS CULTURAIS, SOCIAIS E ESPORTIVOS LTDA;63666;58.087.746/0001-64;CAMPINAS;SP;1
PRECAVER PRODUÇÃO, COMUNICAÇÃO E ENTRETENIMENTO;54551;09.500.249/0001-30;UBERABA;MG;1
PREGO TORTO ATELIER LTDA;42014;12.657.081/0001-86;CURITIBA;PR;1
PRELUDIO STUDIO LTDA;63593;51.439.207/0001-06;BETIM;MG;1
PREM PRODUCOES CINEMATOGRAFICAS LTDA;55911;24.078.243/0001-00;SÃO PAULO;SP;1
PREMIER PRODUÇÕES E SERVIÇOS LTDA;56339;22.623.345/0001-34;SANTARÉM;PA;1
PREMIER VIDEO COMUNICACAO LTDA;14562;09.611.689/0001-65;SÃO LUÍS;MA;1
PREMIERE PESQUISA E AUDIOVISUAL LTDA;1672;02.856.447/0001-92;SÃO PAULO;SP;1
PRESENCIAS LTDA;52961;49.685.269/0001-48;FLORIANÓPOLIS;SC;1
PRESSVILLE COMUNICAÇÕES LTDA;63359;11.161.861/0001-78;IRACEMÁPOLIS;SP;1
PRESTES RABELO E GAMA PRODUÇÕES CULTURAIS LTDA;56463;07.713.309/0001-78;GOIÂNIA;GO;1
PRETA PORTÊ FILMES E PRODUÇÕES CULTURAIS LTDA;16197;11.265.176/0001-91;SÃO PAULO;SP;4
PRETA PRODUCOES JORNALISTICAS E ARTISTICAS EIRELI;50570;07.710.599/0001-04;RIO DE JANEIRO;RJ;1
PRETA PRODUCOES, NARRATIVAS MULTIMIDIA LTDA - ME;30176;20.677.858/0001-00;SÃO PAULO;SP;1
PRETINHA PRODUCAO E EMPREENDIMENTOS ARTISTICOS EIRELI;50855;32.183.174/0001-23;RIO DE JANEIRO;RJ;1
PRETO FILMES LTDA;28151;09.626.351/0001-87;PORTO ALEGRE;RS;1
PREVER SERVIÇOS PÓSTUMOS LTDA.;22809;02.995.385/0001-08;MARINGÁ;PR;1
PREVIEW CONSULTORIA EM PUBLICIDADE POLITICA E ESTATISTICA LTDA;52120;08.488.158/0001-64;SÃO JOSÉ DO RIO PRETO;SP;1
PREVIEW VIDEO DIGITAL LTDA;4589;05.330.676/0001-67;MACEIÓ;AL;1
PRI MAGALHÃES SERVIÇOS DE AUDIOVISUAL LTDA;54749;45.436.017/0001-24;SÃO PAULO;SP;1
PRIMA IMAGENS LTDA;56732;24.326.599/0001-16;SÃO LUÍS;MA;1
PRIMAVERA AUDIOVISUAL LTDA;55260;33.815.575/0001-11;SÃO PAULO;SP;1
PRIMAVERA FILMES LTDA;50483;36.282.484/0001-56;PRIMAVERA DO LESTE;MT;1
PRIMAVERA PRODUCOES AUDIOVISUAIS LTDA ME;24200;13.286.466/0001-47;CAMPINAS;SP;1
PRIME ARTE STUDIO LTDA;19880;09.621.776/0001-01;SÃO PAULO;SP;1
PRIME COMPANY PRODUTORA E MARKETING LTDA;63180;05.527.463/0001-20;CORNÉLIO PROCÓPIO;PR;1
PRIME FILMES LTDA;19581;05.512.474/0001-36;BRUSQUE;SC;1
PRIME TALK PRODUÇÕES E ASSESSORIA LTDA.;51759;27.538.488/0001-61;SÃO PAULO;SP;1
PRIMEIRA CHUVA FILMES LTDA;55331;37.793.991/0001-17;FORTALEZA;CE;1
PRIMEIRA FILA PRODUCOES ARTISTICAS LTDA;29999;19.099.135/0001-84;PORTO ALEGRE;RS;1
PRIMEIRO CORTE PRODUCOES LTDA;17464;11.452.188/0001-25;PORTO ALEGRE;RS;2
PRIMEIRO TRATAMENTO CONTEÚDO LTDA;58961;45.773.770/0001-05;SÃO PAULO;SP;1
PRIMITIVO PRODUÇÃO DE VÍDEO E FILMES LTDA.;14020;09.499.033/0001-00;SALVADOR;BA;2
PRIMO FILMES LTDA;1880;06.137.016/0001-27;SÃO PAULO;SP;5
PRIMORDIAL FILMES LTDA;64641;40.992.210/0001-28;TAUÁ;CE;1
PRINT FAST MÍDIA E PRODUÇÕES LTDA;56390;41.535.462/0001-90;MANAUS;AM;1
PRIORITY LINKS LOCACOES DE EQUIPAMENTOS LTDA;58723;31.973.818/0001-14;RIO DE JANEIRO;RJ;1
PRISCILA DANIELA DA SILVA PEIXOTO LTDA;60529;31.076.662/0001-79;MANAUS;AM;1
PRISCILLA POMERANTZEFF;37545;17.316.929/0001-27;SÃO PAULO;SP;1
PRISCILLE GOMES ANCHIETA LTDA;53656;08.582.699/0001-57;FORTALEZA;CE;1
PRISMA 360 PRODUÇÕES E SERVIÇOS DIGITAIS LTDA;56248;40.583.978/0001-48;BELO HORIZONTE;MG;1
PRISMA COCRIACOES PRODUCOES ARTISTICAS LTDA;47158;39.435.461/0001-22;CURITIBA;PR;1
PRISMA PRODUÇÕES CULTURAIS LTDA;53464;34.948.949/0001-30;SÃO PAULO;SP;1
PRISMA PRODUÇÕES LTDA;3401;02.066.541/0001-48;NATAL;RN;1
PRISMA SINALIZAÇÃO E COMUNICAÇÃO VISUAL LTDA;62113;01.720.535/0001-08;PORTO ALEGRE;RS;1
PRISMAH ORANGE PRODUCAO E GESTAO CULTURAL LTDA;54535;27.964.365/0001-92;SÃO PAULO;SP;1
PRO - MAKER VIDEO PRODUCOES LTDA;27652;20.737.505/0001-40;CASCAVEL;PR;1
PRO ARTIS PRODUÇÕES ARTÍSTICAS LTDA;55465;02.559.740/0001-98;INDAIATUBA;SP;1
PRO AUTOR PRODUÇÃO, DIVULGAÇÃO DE ARTE E PROJETOS CULTURAIS EIRELI;29202;04.368.192/0001-44;SÃO PAULO;SP;1
PRO CLIPE PRODUCOES AUDIOVISUAIS LTDA - ME;33428;24.138.546/0001-71;BAURU;SP;1
PRO MOVE EVENTOS LTDA;53598;18.843.589/0001-55;LONDRINA;PR;1
PRO SINTAX EVENTOS LTDA;50572;10.583.505/0001-80;NITERÓI;RJ;1
PRO STUDIO BH LTDA;60410;45.918.529/0001-27;BELO HORIZONTE;MG;1
PRO VIDEO SERVIÇOS LTDA;17414;02.017.700/0001-14;RIO DE JANEIRO;RJ;1
PRO2 PRODUCOES AUDIOVISUAIS E CULTURAIS LTDA;58658;26.351.121/0001-71;LAGARTO;SE;1
PROCESSO MULTIARTES LTDA;14573;05.930.707/0001-10;CURITIBA;PR;2
PROCHNIK PRODUCOES ARTISTICAS LTDA.;53982;33.564.441/0001-75;RIO DE JANEIRO;RJ;1
PROCONTENT PRODUCAO LTDA;40084;12.286.408/0001-50;SÃO LUÍS;MA;1
PRODCINE PRODUTORA AUDIOVISUAL LTDA;24779;17.837.052/0001-10;SÃO PAULO;SP;1
PRODCOM PRODUÇÃO COMERCIAL LTDA ME;13795;09.385.630/0001-04;COLATINA;ES;1
PRODCREW PRODUCOES LTDA;53652;49.454.072/0001-06;SÃO PAULO;SP;1
PRODIGO FILMS LTDA;87;00.020.648/0001-20;SÃO PAULO;SP;5
PRODIGY PRODUÇÕES CRIATIVAS LTDA;53581;47.094.245/0001-99;VOLTA REDONDA;RJ;1
PRODUCAO DE EVENTOS LTDA;52651;24.510.997/0001-98;BELO HORIZONTE;MG;1
PRODUCAO MUSICAL RAFAEL SMITH LTDA;61670;23.603.486/0001-58;RIO DE JANEIRO;RJ;1
PRODUCOES ARTISTICAS DAVID LTDA;4245;77.828.820/0001-09;CURITIBA;PR;1
PRODUCOES CANAL DE IDEIAS LTDA;33059;17.956.110/0001-24;GOIÂNIA;GO;1
PRODUCOES CINEMATOGRAFICAS CHA LTDA ME;52925;22.200.053/0001-99;SÃO PAULO;SP;1
PRODUCOES E SERVICOS CINEMATOGRAFICOS LTDA;56295;25.230.545/0001-15;JOÃO PESSOA;PB;1
PRODUKA FILMES LTDA;39313;29.061.581/0001-53;SÃO PAULO;SP;1
PRODUTIVA SOLUCOES EM GESTAO LTDA;32838;02.914.334/0001-04;BRASÍLIA;DF;1
PRODUTO MARGINAL LTDA;57893;39.987.606/0001-06;CONTAGEM;MG;1
PRODUTORA ARTISTICA CORREDOR 5 LTDA;55241;08.772.419/0001-73;RIO DE JANEIRO;RJ;1
PRODUTORA ATOS - SOLUCOES AUDIOVISUAIS LTDA;58458;54.978.998/0001-22;CHAPECÓ;SC;1
PRODUTORA AUDIOVISUAL CAMPOS & COSTA S/S LTDA;57303;50.678.772/0001-55;BRUMADINHO;MG;1
PRODUTORA AUDIOVISUAL STUDIOS EL LTDA;62537;61.434.333/0001-13;SÃO PAULO;SP;1
PRODUTORA BANDEJA FILMS LTDA;60451;46.203.240/0001-94;BELO HORIZONTE;MG;1
PRODUTORA BOOP LTDA;37039;20.765.151/0001-48;CHAPECÓ;SC;1
PRODUTORA BOX PUBLICIDADE E AUDIOVISUAL LTDA;44407;34.720.816/0001-01;PONTA GROSSA;PR;1
PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;33414;13.483.286/0001-55;SÃO PAULO;SP;5
PRODUTORA CAMALEÃO FILMES LTDA;57680;48.408.719/0001-92;SÃO PAULO;SP;1
PRODUTORA CANARINHO DE ARTE E CULTURA LTDA;35014;23.322.064/0001-04;PETROLINA;PE;2
PRODUTORA CINEMATOGRÁFICA CAMAPU LTDA;55038;51.882.543/0001-10;BRASÍLIA;DF;1
PRODUTORA CLIP FILMES LTDA;42611;02.691.767/0001-30;ARACAJU;SE;1
PRODUTORA CULTURAL KABUKY ARTES LTDA;62075;34.907.867/0001-47;MACAPA;AP;1
PRODUTORA DB AUDIOVISUAL LTDA;60075;54.914.260/0001-00;BRASÍLIA;DF;1
PRODUTORA DE AUDIOVISUAL 201 LTDA;63656;59.326.097/0001-70;SANTOS;SP;1
PRODUTORA DE CINEMA E AUDIOVISUAL CINEAFRO LTDA;54450;48.955.372/0001-06;PORTO ALEGRE;RS;1
PRODUTORA DE CINEMA E FILMES ASSOCIADOS LTDA.;132;01.648.742/0001-90;SÃO PAULO;SP;1
PRODUTORA DE CONTEUDO CONTEUDO PLAY LTDA;49518;37.796.670/0001-76;SÃO PAULO;SP;1
PRODUTORA DE FILMES H.L. LTDA-ME;34725;05.064.901/0001-60;PALMAS;TO;4
PRODUTORA DE VIDEO 710 EIRELI;34150;10.865.089/0001-02;LONDRINA;PR;1
PRODUTORA DE VÍDEO METROPOLES LTDA;52821;42.966.281/0001-81;BRASÍLIA;DF;1
