PAIS_ORIGEM;TITULO_ORIGINAL;CPB
BRASIL;UMA LIÇÃO DE MORAL;B0800894200000
BRASIL;UMA LONGA VIAGEM;B1101467000000
BRASIL;UMA LOUCURA DE MULHER;B1600305700000
BRASIL;UMA LUTA NACIONAL;B1500926600000
BRASIL;UMA LUZ ACESA;B0600529600000
BRASIL;UMA LUZ NA ESCURIDÃO;B1301881100000
BRASIL;UMA MENINA COMO OUTRAS MIL;B1001158900000
BRASIL;UMA MENINA, UM RIO;B2600022500000
BRASIL;UMA MORTE QUALQUER;B1600224600000
BRASIL;UMA MULHER;B1600758000000
BRASIL;UMA MULHER COMUM;B2400130200000
BRASIL;UMA MULHER FODA;B2400032700000
BRASIL;UMA MULHER MAIS OU MENOS;B0600603800000
BRASIL;UMA MULHER PARA SÁBADO;B2000337500000
BRASIL;UMA MULHER SEM FILTRO;B2500146300000
BRASIL;UMA MULHER VESTIDA DE SOL;B1101407700000
BRASIL;UMA MULHER À FRENTE DA CARROÇA;B1700161400000
BRASIL;UMA MULHER, UMA ALDEIA;B2000048800000
BRASIL;UMA MULTIDÃO RUMO À SOLIDÃO;B1700603400000
BRASIL;UMA MÃE COMO EU;B1201600200000
BRASIL;UMA NAÇÃO DE GENTE;B0800928900000
BRASIL;UMA NOITE;B1201569500000
BRASIL;UMA NOITE;B2000397400000
BRASIL;UMA NOITE A TOA;B1800453000000
BRASIL;UMA NOITE ANTES DO NATAL;B2100073300000
BRASIL;UMA NOITE COM ELA;B0800838000000
BRASIL;UMA NOITE DE CRIME;B1900143500000
BRASIL;UMA NOITE E MEIA;B1700150400000
BRASIL;UMA NOITE EM 67;B1001229000000
BRASIL;UMA NOITE EM SAMPA;B1600067600000
BRASIL;UMA NOITE NOEL ROSA;B1500709700000
BRASIL;UMA NOITE NÃO É NADA;B1800206400000
BRASIL;UMA NOITE PARA JOÃO LEMOS;B1700130200000
BRASIL;UMA NOITE PRA LEMBRAR - CLIPE DO CARBONO 5;B2400158400000
BRASIL;UMA NOVA FAMÍLIA;B1900433100000
BRASIL;UMA NOVA HISTORIA;B1900110900000
BRASIL;UMA NOVA HISTÓRIA;B2500383600000
BRASIL;UMA NOVA MULHER;B0700674200000
BRASIL;UMA NOVA ONDA DE LIBERDADE:A HISTORIA DO MADAME SATÃ;B1500922800000
BRASIL;UMA ODISSÉIA DE NATAL;B0900976100000
BRASIL;UMA ODISSÉIA NO SERTÃO;B0901033100000
BRASIL;UMA ONDA NO AR;B0500312900000
BRASIL;UMA ORQUESTRA NO CONTRABAIXO;B2500280800000
BRASIL;UMA OUTRA CIDADE - POESIA E VIDA EM SÃO PAULO NOS ANOS 60;B0700659600000
BRASIL;UMA PACIÊNCIA SELVAGEM ME TROUXE ATÉ AQUI;B2000442800000
BRASIL;UMA PALAVRA DEPOIS DA OUTRA: A ARTE DA ESCRITA;B1201620900000
BRASIL;UMA PALHINHA DO DESERTO;B0700785000000
BRASIL;UMA PANTERA EM MINHA CAMA;B0500253500000
BRASIL;UMA PARTE CULTURAL;B0901087400000
BRASIL;UMA PARTE DE MIM;B2500374800000
BRASIL;UMA PASSAGEM PARA MÁRIO;B1402449000000
BRASIL;UMA PEQUENA AJUDA;B2500142500000
BRASIL;UMA PEQUENA MENSAGEM DO BRASIL;B0700783200000
BRASIL;UMA PILHA DE PRATOS NA COZINHA;B1500871800000
BRASIL;UMA PILHA DE PRATOS NA COZINHA;B2500005800000
BRASIL;UMA PISTA DE ESPERANÇA;B2000316200000
BRASIL;UMA PISTOLA PARA DJECA;B0901115100000
BRASIL;UMA PITADA DE SORTE;B1800580500000
BRASIL;UMA POR TODAS E TODAS POR UMA;B2400418900000
BRASIL;UMA PRECE;B2000139600000
BRASIL;UMA PRIMAVERA;B1101437500000
BRASIL;UMA PROFESSORA INSPIRADORA - ANA LÍGIA LEITE;B2300350000000
BRASIL;UMA PROFESSORA MUITO MALUQUINHA;B1101350700000
BRASIL;UMA PROVA DE AMOR;B1900483600000
BRASIL;UMA PULGA NA BALANÇA;B0300038900000
BRASIL;UMA QUASE DUPLA;B1800235900000
BRASIL;UMA QUESTÃO  DE FÉ;B2000199600000
BRASIL;UMA QUESTÃO DE TEMPO;B0700647200000
BRASIL;UMA QUESTÃO DE TERRA;B0400123700000
BRASIL;UMA QUESTÃO DE ÉTICA;B2300347300000
BRASIL;UMA RAZÃO PRA VIVER;B1900013100000
BRASIL;UMA ROSA COM AMOR;B1001302200000
BRASIL;UMA ROUPA QUE DANÇA;B1101499100000
BRASIL;UMA RUA CHAMADA CARDOSO JR.;B0300029400000
BRASIL;UMA RUA CHAMADA TRIUMPHO 969/70;B1001177600000
BRASIL;UMA RUA CHAMADA TRIUMPHO 970/71;B1001177700000
BRASIL;UMA RUA SEM VERGONHA;B1301994900000
BRASIL;UMA SAÍDA POLÍTICA;B0600544400000
BRASIL;UMA SEGUNDA CHANCE PARA OS ANIMAIS SILVESTRES;B2400039500000
BRASIL;UMA SEGUNDA-FEIRA QUALQUER;B1402103200000
BRASIL;UMA SEMANA NA CALIFÓRNIA;B1700150500000
BRASIL;UMA SEMANA NA PROVENCE COM RENATO MACHADO;B2400090700000
BRASIL;UMA SEMANA PARA AMÉLIA;B2500360300000
BRASIL;UMA SENHORA PANELA;B2200462300000
BRASIL;UMA SOMBRA SOBRE NÓS;B1402296400000
BRASIL;UMA TARDE DE OUTONO DE 73;B1201638300000
BRASIL;"UMA TARDE OUTRA TARDE ""O AMOR AOS 40""";B0400159100000
BRASIL;UMA TIA DA PESADA;B2000288500000
BRASIL;UMA TONELADA DE MARACATU;B2400264700000
BRASIL;UMA TRAMAZUL;B1402174400000
BRASIL;UMA VELHA ESTÓRIA;B1101492100000
BRASIL;UMA VIAGEM INESPERADA;B1800215300000
BRASIL;UMA VIAGEM INESQUECÍVEL;B1201711900000
BRASIL;UMA VIAGEM À CIDADE DAS CANCÕES;B1500882600000
BRASIL;UMA VIDA DE AMOR E DOAÇÃO;B1500210200000
BRASIL;UMA VIDA E OUTRA;B0700634500000
BRASIL;UMA VIDA EM SEGREDO;B0500293200000
BRASIL;UMA VIDA INTEIRA;B1700255300000
BRASIL;UMA VIDA ORDINÁRIA;B1800289500000
BRASIL;UMA VIDA PARA DOIS;B0901014100000
BRASIL;UMA VIDA ULTRA;B1900006100000
BRASIL;UMA VILA DE NOVELA - 1ª TEMPORADA;B1900576800000
BRASIL;UMA VISITA PARA ELIZABETH TEIXEIRA;B1101504400000
BRASIL;UMA VOLTA NA LAMA;B1101406800000
BRASIL;UMA VOLTA NO PARQUE;B1800128200000
BRASIL;UMA VOLTA PELA PRAÇA;B1900359400000
BRASIL;UMA, DUAS SEMANAS;B1201632000000
BRASIL;UMAS E OUTRAS;B2000178500000
BRASIL;UMAS PALAVRAS;B0400085300000
BRASIL;UMAS PALAVRAS;B0500278900000
BRASIL;UMAS PALAVRAS;B0500375000000
BRASIL;UMAS PALAVRAS;B0600537800000
BRASIL;UMAS PALAVRAS;B1500241100000
BRASIL;UMAS PALAVRAS 2006;B0600616100000
BRASIL;UMAS PALAVRAS 2006 - 2ª FASE;B0600616200000
BRASIL;UMAS PALAVRAS 2007;B0700687000000
BRASIL;UMAS PALAVRAS 2008;B0800911100000
BRASIL;UMAS PALAVRAS 2009;B0901075100000
BRASIL;UMAS PALAVRAS 2010;B1001240800000
BRASIL;UMAS PALAVRAS 2011;B1101465900000
BRASIL;UMAS PALAVRAS 2012;B1201681700000
BRASIL;UMAS PALAVRAS 2013;B1301934800000
BRASIL;UMAS PALAVRAS ESPECIAL 2010;B1001335300000
BRASIL;UMAS PALAVRAS ESPECIAL 2011;B1201552700000
BRASIL;UMAS VELHICES...;B1500315300000
BRASIL;UMBANDA - BRASIL EM TRANSE;B2400188000000
BRASIL;UMBANDA DO SOL E DA LUA;B1402243300000
BRASIL;UMBILINA;B1301808200000
BRASIL;UMBILINA E SUA GRANDE RIVAL;B2400363200000
BRASIL;UMBRAL;B1800375000000
BRASIL;UMBRELLA;B2100323200000
BRASIL;UMBRELLA;B2100400500000
BRASIL;UMIDADE;B2300146100000
BRASIL;UMMA;B2400434900000
BRASIL;UN AMOR TE REGALÉ;B1302039400000
BRASIL;UN BACIO SU CRISTO, IL SANTO SU POZZO;B1201615400000
BRASIL;UN CRIMEN COMÚN;B2000533500000
BRASIL;UN DÍA DE TRABAJO;B1402251700000
BRASIL;UN FUTURO MEJOR;B2300371900000
BRASIL;UN GIORNO MOLTO SPECIALE;B1600364200000
BRASIL;UN POQUITO;B1900156800000
BRASIL;UN SUENO BAJO EL AGUA;B1301808800000
BRASIL;UNA GUERRA MÁS;B1500489400000
BRASIL;UNA NOTTE IN PARADISO;B0500256900000
BRASIL;UNBOXING;B2000453200000
BRASIL;UNBREAKABLE SIGNS;B1500272100000
BRASIL;UNCANNY;B1800182900000
BRASIL;UNDERDOG;B2300256500000
BRASIL;UNDERGROUND;B1301867200000
BRASIL;UNDERGROUND GOLD MINE;B1301965000000
BRASIL;UNDERLOAD - RUSSIAN ROULETTE;B1700609600000
BRASIL;UNDERSTANDING UNBELIEF IN BRAZIL: ATEUS E AGNÓSTICOS NO BRASIL;B2000489100000
BRASIL;UNE DUNE... P DE POESIA;B1500291400000
BRASIL;UNESP CIÊNCIA;B1700267500000
BRASIL;UNESP EM AÇÃO;B1900409200000
BRASIL;UNESP EM DEBATE;B1900402700000
BRASIL;UNESP EM PAUTA;B1800569600000
BRASIL;UNESPIANO;B2200410000000
BRASIL;UNEWS;B2400340700000
BRASIL;UNEWS 1A. TEMPORADA;B2400513900000
BRASIL;UNFOLDED THAT WAY;B2400215300000
BRASIL;UNHAS ARTÍSTICAS - VOLUME 1;B0800904900000
BRASIL;UNHAS ARTÍSTICAS - VOLUME 2;B0800905000000
BRASIL;UNI DUNI - 2ª TEMPORADA;B2300157500000
BRASIL;UNI DUNI - 3ª TEMPORADA;B2400194700000
BRASIL;UNI DUNI - 4ª TEMPORADA;B2500449800000
BRASIL;UNI DUNI - NO MUNDO DA FANTASIA;B2200358800000
BRASIL;UNI DUNI TV;B0800848400000
BRASIL;UNI DUNI TÊ;B1600341000000
BRASIL;UNI, DUNI, TV!;B2600082100000
BRASIL;UNICÓRNIO;B1700501700000
BRASIL;UNICÓRNIO;B2400480800000
BRASIL;UNICÓRNIOS & DINOSSAUROS;B1500315700000
BRASIL;UNICÓRNIOS BRASILEIROS;B2300373500000
BRASIL;UNIDADE BÁSICA;B1600467400000
BRASIL;UNIDADE BÁSICA - 2ª TEMPORADA;B1900616600000
BRASIL;UNIDADE BÁSICA - 3ª TEMPORADA;B2300346800000
BRASIL;UNIDAS IN ROCK;B2100100400000
BRASIL;UNIDIVERSIDADE;B1001187100000
BRASIL;UNIDO VENCERÁS;B0800821700000
BRASIL;UNIDO VENCERÁS 2, UMA HISTÓRIA DIFERENTE;B0800821800000
BRASIL;UNIDOS CONTRA DARWIN: CAVALO, HOMEM, SERTÃO;B1800517400000
BRASIL;UNIDOS PARA O SUCESSO;B0600564200000
BRASIL;UNIDOS VENCEREMOS;B1800094300000
BRASIL;UNIDRAMA;B2500030400000
BRASIL;UNIFORME AZUL;B2100475500000
BRASIL;UNINVERSO;B0400083600000
BRASIL;UNIRIO EXPLICA;B2100003900000
BRASIL;UNISSEX;B1500850900000
BRASIL;UNITE IN BABYLON;B2300271400000
BRASIL;UNITED KINGDOM OF IPANEMA;B1101447600000
BRASIL;UNIVERCIÊNCIA - 1ª TEMPORADA;B2100391700000
BRASIL;UNIVERCIÊNCIA - 2ª TEMPORADA;B2200219000000
BRASIL;UNIVERCIÊNCIA - 3ª TEMPORADA;B2300043700000
BRASIL;UNIVERSA - EMPREENDEDORISMO FEMININO;B2500373700000
BRASIL;UNIVERSA TALKS;B2500218200000
BRASIL;UNIVERSAL GOSPEL CHOIR - LIVE IN BRAZIL;B0800835500000
BRASIL;UNIVERSIDADE DA CORRERIA;B1800552200000
BRASIL;UNIVERSIDADE DAS CRIANÇAS;B1600036700000
BRASIL;UNIVERSIDADE DO BRASIL;B1001230800000
BRASIL;UNIVERSIDADE DO BRASIL - COLAÇÃO DE GRAU - 1942;B1001230700000
BRASIL;UNIVERSIDADE FLUMINENSE;B0600463900000
BRASIL;UNIVERSIDADE INTEGRADA;B1201613100000
BRASIL;UNIVERSITÁRIO OU O SUJEITO QUE GOSTAVA DE CONTEMPLAR A VISTA;B1101378200000
BRASIL;UNIVERSO;B1101494600000
BRASIL;UNIVERSO;B1500926000000
BRASIL;UNIVERSO;B1900486000000
BRASIL;UNIVERSO ALEGRIA;B2000286000000
BRASIL;UNIVERSO BRASIL;B0800852100000
BRASIL;UNIVERSO CIRCULAR - JOCY DE OLIVEIRA;B2600014900000
BRASIL;UNIVERSO CONECTADO;B2600130200000
BRASIL;UNIVERSO DA CULTURA;B1402203400000
BRASIL;UNIVERSO DE MOJICA MARINS, O;B0400173500000
BRASIL;UNIVERSO KARNAL;B2100457900000
BRASIL;UNIVERSO KARNAL;B2200242700000
BRASIL;UNIVERSO KARNAL;B2300504300000
BRASIL;UNIVERSO LOBÃO;B1301800000000
BRASIL;UNIVERSO PARALELO;B0500416000000
BRASIL;UNIVERSO PARALELO;B2500428300000
BRASIL;UNIVERSO PARALELO - ACÚSTICO;B2500510400000
BRASIL;UNIVERSO PARTICULAR;B2200016600000
BRASIL;UNIVERSO PRETO PARALELO;B1800272000000
BRASIL;UNIVERSO SPANTA - MELHORES MOMENTOS;B2400023400000
BRASIL;UNIVERSO SPANTA 2025 - MELHORES MOMENTOS;B2500025100000
BRASIL;UNIVERSO SPANTA 2026 - MELHORES MOMENTOS;B2600014500000
BRASIL;UNIVERSO Z;B1402278900000
BRASIL;UNIVERSO Z - INTERPROGRAMAS PRIMEIRA TEMPORADA;B1900233800000
BRASIL;UNIVERSO Z - INTERPROGRAMAS SEGUNDA TEMPORADA;B2000078200000
BRASIL;UNIVERSO Z - INTERPROGRAMAS TERCEIRA TEMPORADA;B2000078300000
BRASIL;UNIVERSO Z - SEGUNDA TEMPORADA;B1600327500000
BRASIL;UNIVERSO Z - TERCEIRA TEMPORADA;B1800101900000
BRASIL;UNIÃO EM ART DÉCO;B2500305400000
BRASIL;UNIÃO SETE FLEXAS;B2500294000000
BRASIL;UNIÃO SOVIÉTICA;B0700713400000
BRASIL;UNKNOWN;B1700162500000
BRASIL;UNKUT REQUIEM FOR LAURA MARTIN;B2200277000000
BRASIL;UNS & OUTROS, UM FILME BRANCO;B0500416300000
BRASIL;UNS BRAÇOS;B1001157900000
BRASIL;UNS BRAÇOS;B1402241300000
BRASIL;UNS DIAS;B1800313800000
BRASIL;UNS DIAS AO VIVO;B0500191000000
BRASIL;UNZ;B1301929700000
BRASIL;UP IN THE SKY;B1402123500000
BRASIL;UP TOUR - LARISSA MANOELA;B1800257900000
BRASIL;UPA, NEGUINHO!;B2300333100000
BRASIL;UPAON-AÇU, SAINT LOUIS, SÃO LUÍS...;B1500573000000
BRASIL;UPB - TEMPESTADE EMOCIONAL;B2000484700000
BRASIL;UPCYCLING;B1402472700000
BRASIL;UPDATE;B1101462900000
BRASIL;UPDATE - TEMPORADA 2013;B1302051100000
BRASIL;UPHILL MARATHON - MIZUNO;B1402282900000
BRASIL;UPHILL MARATHON ¿ MIZUNO;B1402637300000
BRASIL;UPLOAD;B1700150100000
BRASIL;UPP - POLICIA E FAVELA FACE A FACE;B1301784300000
BRASIL;URARICOERA MAKUNAIMÃ ARACOARA;B2600079000000
BRASIL;URBAN SKETCHERS FLORIANÓPOLIS;B2100114100000
BRASIL;URBANAUTAS;B1402383800000
BRASIL;URBANIA (O RETORNO);B0400051500000
BRASIL;URBANISMO;B0901069100000
BRASIL;URBANITES - PULL ME BACK IN;B1700264100000
BRASIL;URBANO;B1500763300000
BRASIL;URBANO BLUES;B1500802300000
BRASIL;URBANOS;B1402210700000
BRASIL;URBE;B1001257500000
BRASIL;URBE;B1500796300000
BRASIL;URDIDURA, A TRAMA DO TEMPO;B0800820300000
BRASIL;URETANO NO ASFALTO;B1700263900000
BRASIL;URRATATATA;B2200481400000
BRASIL;URSA;B2300035300000
BRASIL;URSINHO DA PESADA;B0800884800000
BRASIL;URSO;B0600507100000
BRASIL;URSORTUDO;B1700092200000
BRASIL;URUBU REI;B1301956600000
BRASIL;URUBURBANOS;B0600607000000
BRASIL;URUBUS;B2200089500000
BRASIL;URUBUS;B2300177700000
BRASIL;URUBUS E PAPAGAIOS;B0600561100000
BRASIL;URUBUS TÊM ASAS;B1101502900000
BRASIL;URUBUZAL;B0600597500000
BRASIL;URUCA (7º VIIIC E4);B0900979800000
BRASIL;URUCA II;B1900200200000
BRASIL;URUCU, ENERGIA PARA A AMAZÔNIA;B0600611500000
BRASIL;URUGUAI - NA VANGUARDA;B1900387800000
BRASIL;URUTAU;B1500560400000
BRASIL;US;B1301954500000
BRASIL;US 4 AO VIVO NA CASA MEIA NOITE;B2500453800000
BRASIL;US GUERREIRO;B0500300500000
BRASIL;US MEMO PRETO ZICA;B2600089200000
BRASIL;USA-ME;B0700801300000
BRASIL;USINA DE VALOR;B0901074800000
BRASIL;USP 7%;B1500458800000
BRASIL;USP 80 ANOS;B1301987700000
BRASIL;USP 80 ANOS - VERSÃO INTERNET;B1301987800000
BRASIL;USP 80 ANOS - VERSÃO TV;B1301987900000
BRASIL;USUÁRIO;B1500863800000
BRASIL;UT PICTURAS POESIS;B1302059200000
BRASIL;UTAH RADICAL;B1700107900000
BRASIL;UTC - NÃO PODE RIR;B2500532600000
BRASIL;UTERUS;B1700111900000
BRASIL;UTERUS;B2400398400000
BRASIL;UTERUS MUNDUS;B2100480700000
BRASIL;UTOPIA;B1700103900000
BRASIL;UTOPIA;B1700480500000
BRASIL;UTOPIA;B2100185100000
BRASIL;UTOPIA;B2400281100000
BRASIL;UTOPIA BRASIL;B1900584500000
BRASIL;UTOPIA BRASIL;B2500114900000
BRASIL;UTOPIA DISTOPIA;B2100000500000
BRASIL;UTOPIA E BARBÁRIE;B1001187000000
BRASIL;UTOPIA MUDA;B2400099600000
BRASIL;UTOPIA NO QUINTAL - PERMACULTURA E CIDADE;B1301889600000
BRASIL;UTOPIA TROPICAL;B2300363900000
BRASIL;UTOPIAS PEREGRINAS;B2400314800000
BRASIL;UTROPIC NO UMBIGO DO MUNDO;B0600624100000
BRASIL;UVA UVA;B1301855900000
BRASIL;UZEBRIOLOCO;B0800828300000
BRASIL;UÓTIZAP;B1600002400000
BRASIL;UÝRA – A RETOMADA DA FLORESTA;B2200286600000
BRASIL;V;B1700392800000
BRASIL;V EXPOSIÇÃO DE DESENHO E ARTES APLICADAS;B1201612800000
BRASIL;V FESTA DO AGRICULTOR / 2007;B0700782300000
BRASIL;V. C. R. - VERÔNICA E AS CRIATURAS REBOBINÁVEIS;B2500173800000
BRASIL;VA DI AR;B2400012100000
BRASIL;VACA PARIDA;B1600734800000
BRASIL;VACA PROFANA;B1700431100000
BRASIL;VACA PROFANA;B2000230500000
BRASIL;VACAS;B1800127500000
BRASIL;VACILAÇÃO;B1500858900000
BRASIL;VACINA É VIDA;B2400087500000
BRASIL;VADE RETRO;B1700188000000
BRASIL;VADEIA DIADEMA, GERACOES;B2500118500000
BRASIL;VADIAS PELO PRAZER;B1001332300000
BRASIL;VAGA;B2100026500000
BRASIL;VAGA CARNE;B2000065500000
BRASIL;VAGA-LUME;B0500428400000
BRASIL;VAGA-LUMES;B1800290200000
BRASIL;VAGABOUNCE;B2100181800000
BRASIL;VAGABUNDA;B1500560500000
BRASIL;VAGABUNDA DE MEIA TIGELA;B1600312600000
BRASIL;VAGABUNDO;B1402062300000
BRASIL;VAGABUNDO DAS ANTIGAS;B2500222500000
BRASIL;VAGABUNDO DE LUXO;B2400524600000
BRASIL;VAGABUNDO II;B1500714200000
BRASIL;VAGABUNDO SAGRADO;B1201599800000
BRASIL;VAGABUNDO TAMBÉM SENTE AMOR;B2000370900000
BRASIL;VAGABUNDO É FODA;B1600287700000
BRASIL;VAGABUNDOS TRAPALHÕES, OS;B0500335700000
BRASIL;VAGALUMES;B2300442800000
BRASIL;VAGALUMES NO CÉU;B1900275900000
BRASIL;VAGAR;B1001317700000
BRASIL;VAGAS PARA MOÇA DE FINO TRATO;B0500247900000
BRASIL;VAGONITE;B0800930100000
BRASIL;VAH;B2000543800000
BRASIL;VAI;B2000336000000
BRASIL;VAI - CHICO CHICO;B2400327800000
BRASIL;VAI ALÉM;B2000244500000
BRASIL;VAI BABY;B1900240300000
BRASIL;VAI CHOVER;B1600458400000
BRASIL;VAI CHOVER AMANHÃ;B2200492500000
BRASIL;VAI CIÊNCIA!;B1800226800000
BRASIL;VAI CLAREAR - MOACYR LUZ E SAMBA DO TRABALHADOR;B2600086300000
BRASIL;VAI COM A DANY;B1500178800000
BRASIL;VAI COM A DANY - 2ª TEMPORADA;B1700035200000
BRASIL;VAI COM A DANY - 3ª TEMPORADA;B1800544600000
BRASIL;VAI COM A DANY - 4ª TEMPORADA;B2000495800000
BRASIL;VAI COM A DANY - 5ª TEMPORADA;B2500408200000
BRASIL;VAI CORINTHIANS!;B2300008500000
BRASIL;VAI CORINTHIANS!;B2400162900000
BRASIL;VAI CRER;B2500397200000
BRASIL;VAI DANÇAR;B1301836000000
BRASIL;VAI DAR CASAMENTO;B1101458500000
BRASIL;VAI DAR MATCH!;B1900167900000
BRASIL;VAI DAR PROBLEMA - ALL STAR BRASIL;B1800272900000
BRASIL;VAI DAR TEMPO;B2400233900000
BRASIL;VAI DESLIZANDO;B1800398700000
BRASIL;VAI E VEM;B1301846800000
BRASIL;VAI E VEM;B1402639500000
BRASIL;VAI E VEM;B1700228200000
BRASIL;VAI E VEM;B2200121000000
BRASIL;VAI E VEM;B2200272200000
BRASIL;VAI E VEM;B2300398300000
BRASIL;VAI E VEM AO VIVO - PART. TURMA DO PAGODE;B1700428700000
BRASIL;VAI ENTENDER;B1402831300000
BRASIL;VAI ERRAR DE NOVO – DVD PIXOTE #TRINTOU;B2300367300000
BRASIL;VAI FERNANDINHA - 1ª TEMPORADA;B1600597300000
BRASIL;VAI FERNANDINHA - 2ª TEMPORADA;B1700243900000
BRASIL;VAI FERNANDINHA - 3ª TEMPORADA;B1800078300000
BRASIL;VAI FERNANDINHA - 4ª TEMPORADA;B1900124200000
BRASIL;VAI FICAR TUDO BEM;B2300129600000
BRASIL;VAI FICAR TUDO BEM;B2500479500000
BRASIL;VAI GATINHA;B1301756700000
BRASIL;VAI GUARULHOS;B1600775300000
BRASIL;VAI LEMBRAR DE MIM;B2000316100000
BRASIL;VAI LEVAR UM TEMPO - DARLAN;B2400156500000
BRASIL;VAI LÁ;B1500922500000
BRASIL;VAI LÁ;B2000111200000
BRASIL;VAI MANTER A TRADIÇÃO - O SAMBA EM JUIZ DE FORA;B2000289300000
BRASIL;VAI MAS VOLTA;B1800224500000
BRASIL;VAI ME PROCURAR;B1700348000000
BRASIL;VAI MELHORAR;B2000112100000
BRASIL;VAI NA FÉ;B1301922900000
BRASIL;VAI NA FÉ;B2000455800000
BRASIL;VAI NA FÉ;B2300005300000
BRASIL;VAI NESSA JUJU;B1800462800000
BRASIL;VAI NO CHÃO;B1700155100000
BRASIL;VAI NO CHÃO;B1700589500000
BRASIL;VAI OUVIR;B1900197100000
BRASIL;VAI PASSAR;B0500303500000
BRASIL;VAI PASSAR;B1500535000000
BRASIL;VAI PASSAR;B2000140200000
BRASIL;VAI PASSAR;B2100214400000
BRASIL;VAI PASSAR;B2100538300000
BRASIL;VAI PASSAR - PAPISA;B2400252400000
BRASIL;VAI PIRANHA SE ENVOLVE;B2300039700000
BRASIL;VAI PIRAR;B1800171000000
BRASIL;VAI PRA ONDE - 16ª TEMPORADA;B2000415600000
BRASIL;VAI PRA ONDE - 17ª TEMPORADA;B2100142000000
BRASIL;VAI PRA ONDE - 18ª TEMPORADA;B2200324800000
BRASIL;VAI PRA ONDE - AVENTURAS MÁGICAS;B2300401100000
BRASIL;VAI PRA ONDE?;B1301834300000
BRASIL;VAI PRA ONDE? - 14ª TEMPORADA;B1800327500000
BRASIL;VAI PRA ONDE? 10ª TEMPORADA;B1402200900000
BRASIL;VAI PRA ONDE? 12ª TEMPORADA;B1600542200000
BRASIL;VAI PRA ONDE? 13ª TEMPORADA;B1700220700000
BRASIL;VAI PRA ONDE? 15ª TEMPORADA;B1900302300000
BRASIL;VAI PRA ONDE? 2013;B1301946800000
BRASIL;VAI PRA ONDE? 9ª TEMPORADA;B1402094000000
BRASIL;VAI QUE;B2500335200000
BRASIL;VAI QUE COLA;B1301933600000
BRASIL;VAI QUE COLA;B1600579000000
BRASIL;VAI QUE COLA - 10ª TEMPORADA;B2200384200000
BRASIL;VAI QUE COLA - 11ª TEMPORADA;B2300348900000
BRASIL;VAI QUE COLA - 12ª TEMPORADA;B2400338900000
BRASIL;VAI QUE COLA - 13ª TEMPORADA;B2500432700000
BRASIL;VAI QUE COLA - 14ª TEMPORADA;B2500470000000
BRASIL;VAI QUE COLA - 2ª TEMPORADA;B1402217600000
BRASIL;VAI QUE COLA - 3ª TEMPORADA;B1500635700000
BRASIL;VAI QUE COLA - 4ª TEMPORADA;B1600578400000
BRASIL;VAI QUE COLA - 5ª TEMPORADA;B1700455500000
BRASIL;VAI QUE COLA - 6ª TEMPORADA;B1800329800000
BRASIL;VAI QUE COLA - 7ª TEMPORADA;B1900465200000
BRASIL;VAI QUE COLA - 8ª TEMPORADA;B2000473700000
BRASIL;VAI QUE COLA - 9ª TEMPORADA;B2100427400000
BRASIL;VAI QUE COLA - MELANINA CARIOCA PART. MATHEUS E KAUAN;B1600473200000
BRASIL;VAI QUE COLA - O FILME;B1500654500000
BRASIL;VAI QUE COLA 2 - O COMEÇO;B1900401700000
BRASIL;VAI QUE DÁ CERTO;B1301733000000
BRASIL;VAI QUE DÁ CERTO 2;B1500870400000
BRASIL;VAI QUE É MOLE;B0400058300000
BRASIL;VAI QUE É TUA TAFARINHA;B1500681200000
BRASIL;VAI REZANDO - CAIO PRADO;B2400021600000
BRASIL;VAI SABER;B1800353700000
BRASIL;VAI SE ACOSTUMAR / MELHOR EU IR (MR DAN);B1500387700000
BRASIL;VAI SE LEMBRAR DE MIM;B1800457000000
BRASIL;VAI SER BOM TE ENCONTRAR;B2100067200000
BRASIL;VAI SER GOSTOSO COM NEGO CATRA;B2200290300000
BRASIL;VAI SOM!;B2200346200000
BRASIL;VAI TER CHURRAS - 1A TEMPORADA;B2400433000000
BRASIL;VAI TER CHURRAS - 2A TEMPORADA;B2400433200000
BRASIL;VAI TER CHURRAS - 3A TEMPORADA;B2400433400000
BRASIL;VAI TER CHURRAS - 4A TEMPORADA;B2400433800000
BRASIL;VAI TER CHURRAS - 5A TEMPORADA;B2400433900000
BRASIL;VAI TER CHURRAS - 6A TEMPORADA;B2400434000000
BRASIL;VAI TER QUE RALAR;B2200486900000
BRASIL;VAI TER SHOW DO BADULAQUE;B2100151400000
BRASIL;VAI TER TROCO;B2300120800000
BRASIL;VAI TIRAR DE ONDA;B2300495000000
BRASIL;VAI TOMAR GELINHO;B1500444000000
BRASIL;VAI TRABALHAR VAGABUNDO;B0500181500000
BRASIL;VAI TRABALHAR VAGABUNDO II A VOLTA;B0400056500000
BRASIL;VAI VAI: 80 ANOS NAS RUAS;B1301949900000
BRASIL;VAI VALER;B2400223500000
BRASIL;VAI VALER;B2400223700000
BRASIL;VAI VER;B2100062000000
BRASIL;VAI VIRAR TBT;B2100243300000
BRASIL;VAI VIVER;B2100358000000
BRASIL;VAI, NOVINHA;B1301842400000
BRASIL;VAIDADE;B0800839200000
BRASIL;VAIDADE;B1101400900000
BRASIL;VAIDADE;B1201650100000
BRASIL;VAIDADE;B1301955800000
BRASIL;VAIDADE - VIDEOCLIPE;B2500094000000
