TITULO_ORIGINAL;TITULO_BRASIL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;SITUACAO_CRT;CPB_ROE;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO;PAIS;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO;REDUCAO_ISENCAO;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""55S4"" - A VIRADA";;04020094888820133;11/06/2013;13/06/2013;EXPIRADO;B1301847300000;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;26;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;FRANCISCO RAMALHO JUNIOR FILMES LTDA;137;52.308.558/0001-32;SP;SÃO PAULO
"""A SANTA DE CASA E O POVO DE SANTO""";;03020091546720138;05/02/2013;21/02/2013;EXPIRADO;B1301731700000;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;26;2012;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;QUEM TV PRODUCOES, COMERCIO E PRODUCAO DE VIDEOS LTDA - ME;22952;08.432.904/0001-06;PR;CURITIBA
"""CROCODILE"" DUNDEE II";"""CROCODILO"" DUNDEE II";04010095333720131;24/06/2013;02/10/2013;EXPIRADO;E1300000100000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;111;1988;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;TELECINE PROGRAMACAO DE FILMES LTDA;39;00.252.848/0001-08;RJ;RIO DE JANEIRO
"""ELZA SOARES - O GINGADO DA NÊGA""";;04010096169120139;06/09/2013;08/10/2013;EXPIRADO;B1301943100000;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;51;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);50;00.811.990/0001-48;RJ;RIO DE JANEIRO
"""NEW YORK""";;04030098885620130;23/12/2013;27/12/2013;EXPIRADO;B1302058700000;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;4,2;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;CLAREIRA FILMES LTDA;24743;13.878.127/0001-50;PR;LONDRINA
"""NO COMPASSO DO SAMBA"" - GRUPO DOSE CERTA";;03030095733220132;22/08/2013;28/08/2013;EXPIRADO;B1301930000000;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;4;2013;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;BOB DIAS VÍDEO COMUNICAÇÃO E MARKETING LTDA;24307;08.860.995/0001-72;SP;SÃO PAULO
"""NO COMPASSO DO SAMBA"" - GRUPO DOSE CERTA";;04030095759820130;23/08/2013;28/08/2013;EXPIRADO;B1301930000000;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;4;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;BOB DIAS VÍDEO COMUNICAÇÃO E MARKETING LTDA;24307;08.860.995/0001-72;SP;SÃO PAULO
"""O AMOR""";;03030093660820139;11/04/2013;18/04/2013;EXPIRADO;B1301777900000;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;5,0;2012;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;DETOUR FILMS LTDA;12756;08.889.030/0001-02;RS;PORTO ALEGRE
"""QUADERNA""";;04030098885520136;23/12/2013;27/12/2013;EXPIRADO;B1301992900000;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;3,8;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;CLAREIRA FILMES LTDA;24743;13.878.127/0001-50;PR;LONDRINA
"""SOLO""";;04010093810120130;13/05/2013;21/05/2013;EXPIRADO;B0901120600000;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;72;2009;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;SP FILMES DE SÃO PAULO LTDA;272;59.190.843/0001-40;SP;SÃO PAULO
