REGISTRO_ANCINE;DATA_REGISTRO;RAZAO_SOCIAL;CNPJ;DATA_CONSTITUICAO;UF;MUNICIPIO;CODIGO_MUNICIPIO_IBGE;CLASSIFICACAO_AGENTE_ECONOMICO;NATUREZA_JURIDICA;BRASILEIRO_INDEPENDENTE
57274;24/01/2024;12.064.208 LIA BURATTO;12.064.208/0001-53;10/06/2010;SP;SANTO ANDRE;3547809;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
37117;24/07/2017;12.074.588 RAFAEL SALAZAR DE OLIVEIRA;12.074.588/0001-07;12/06/2010;MG;MONTES CLAROS;3143302;Brasileiro independente;Empresário (Individual);SIM
60428;12/12/2024;12.132.798 FABIO LUCAS BELOTTE;12.132.798/0001-04;28/06/2010;MG;CONTAGEM;3118601;Brasileiro independente;Empresário (Individual);SIM
54132;24/07/2023;12.339.444 ROGERIO FERREIRA JAQUES;12.339.444/0001-35;06/08/2010;MG;DIVINOPOLIS;3122306;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55327;02/10/2023;12.383.961 GIOVANNI GONCALVES MANTOVANI;12.383.961/0001-01;16/08/2010;SP;VOTUPORANGA;3557105;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
64235;05/02/2026;12.400.810 FERNANDA DE OLIVEIRA VIEIRA;12.400.810/0001-14;18/08/2010;ES;SERRA;3205002;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
48205;16/04/2021;12.413.832 GERALDO QUADROS BOMFIM;12.413.832/0001-19;21/08/2010;SP;VALINHOS;3556206;Brasileiro independente;Empresário (Individual);SIM
59119;26/08/2024;12.433.961 VINICIUS DE CASTRO GOMES;12.433.961/0001-79;25/08/2010;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
31554;01/12/2015;12.435.466 IUGY CARNEIRO DOS SANTOS;12.435.466/0001-07;25/08/2010;TO;ARAGUAINA;1702109;Brasileiro independente;Empresário (Individual);SIM
55011;19/09/2023;12.466.981 SILVANE DE FATIMA BARRETO;12.466.981/0001-46;01/09/2010;RS;PALMEIRA DAS MISSOES;4313706;Brasileiro independente;Empresário (Individual);SIM
33323;20/06/2016;12.590.845 BARBARA TERCIA ALMEIDA VERMELHO;12.590.845/0001-63;27/09/2010;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
54625;31/08/2023;12.653.398 RAFAEL WILHELM / AÚA FILMES;12.653.398/0001-44;11/10/2010;RS;PORTO ALEGRE;4314902;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
38249;22/11/2017;12.703.949 EDMILSON PEREIRA DOS SANTOS;12.703.949/0001-37;20/10/2010;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
42211;12/02/2019;12.799.137 VIVIAN REGINA ANNUNCIATO ABDALA DE OLIVEIRA;12.799.137/0001-37;04/11/2010;SP;SOROCABA;3552205;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62525;09/07/2025;12.813.544 ROGERIO HENRIQUES DE OLIVEIRA JUNIOR;12.813.544/0001-51;05/11/2010;RJ;PETROPOLIS;3303906;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
54722;04/09/2023;12.885.582 SILAS MARQUES FERREIRA;12.885.582/0001-10;19/11/2010;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
58526;24/06/2024;120 FRAMES SOCIEDADE LIMITADA;23.355.444/0001-45;26/09/2015;CE;FORTALEZA;2304400;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Sociedade Simples Limitada;NÃO
60750;21/01/2025;125/5.6 PRODUÇÕES FOTOGRÁFICAS SOCIEDADE SIMPLES LTDA;96.293.733/0001-30;03/09/1993;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Simples Limitada;SIM
46056;08/07/2020;13.023.844 FABRICIO ARAUJO MEDEIROS SILVA;13.023.844/0001-08;19/12/2010;BA;VITORIA DA CONQUISTA;2933307;Brasileiro independente;Empresário (Individual);SIM
19531;25/08/2011;13.125.139 CLAUDIO BUENO DA SILVA;13.125.139/0001-03;18/01/2011;GO;HIDROLANDIA;5209705;Brasileiro independente;Empresário (Individual);SIM
55172;25/09/2023;13.321.288 LAEDIO JOSE MARTINS;13.321.288/0001-48;01/03/2011;RS;SANTA MARIA;4316907;Brasileiro independente;Empresário (Individual);SIM
56760;06/12/2023;13.322.434 DAVID ALVES DA SILVA;13.322.434/0001-50;01/03/2011;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
29543;02/04/2015;13.331.539 JANETE BUSTAMANTE DOS SANTOS;13.331.539/0001-75;03/03/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63899;11/12/2025;13.395.390 JARDEL DE SOUZA LEITE;13.395.390/0001-98;21/03/2011;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
36334;12/05/2017;13.407.081 RAMON POZES DA CRUZ;13.407.081/0001-90;23/03/2011;RJ;ANGRA DOS REIS;3300100;Brasileiro independente;Empresário (Individual);SIM
36299;09/05/2017;13.422.212 BRUNO DE OLIVEIRA FALCAO;13.422.212/0001-09;26/03/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
57358;05/02/2024;13.509.192 PEDRO DE FILIPPIS SETTE E CAMARA;13.509.192/0001-08;13/04/2011;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
18774;05/05/2011;13.516.056 RICARDO PEREIRA;13.516.056/0001-45;15/04/2011;PR;UMUARAMA;4128104;Brasileiro independente;Empresário (Individual);SIM
58167;07/05/2024;13.748.528 HUGO SORUCO VILLARROEL FILHO;13.748.528/0001-95;03/06/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
59424;13/09/2024;13.795.686 LUIS HENRIQUE FREITAS MACHADO;13.795.686/0001-04;16/06/2011;SC;LAGES;4209300;Brasileiro independente;Empresário (Individual);SIM
57753;20/03/2024;13.804.741 GUSTAVO ALVES MODESTO;13.804.741/0001-77;14/06/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
26360;19/03/2014;13.869.827 ANDREI DE JESUS FIALHO;13.869.827/0001-88;22/06/2011;RS;GRAVATAI;4309209;Brasileiro independente;Empresário (Individual);SIM
55406;04/10/2023;13.891.374 CARLOS ALBERTO BARROS LIMA;13.891.374/0001-96;30/06/2011;AL;MACEIO;2704302;Brasileiro independente;Empresário (Individual);SIM
55039;19/09/2023;13.973.186 LUIZ CLAUDIO GUILHERME DIAS;13.973.186/0001-07;19/07/2011;MG;BELO HORIZONTE;3106200;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63791;25/11/2025;135 MM FILMES LTDA;55.970.518/0001-40;31/10/2025;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
63483;15/10/2025;137 PRODUÇÕES ARTISTICAS LTDA;53.837.605/0001-06;17/09/1984;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
6384;06/09/2006;13TH PRODUCTIONS PRODUCOES ARTISTICAS LTDA;04.352.999/0001-99;14/03/2001;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
51279;24/05/2022;14 AGENCIA DE CONTEUDO ESTRATEGICO LTDA;20.489.684/0001-44;24/06/2014;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Empresária Limitada;SIM
48404;14/05/2021;14.242.088 NILMARA EMANOELA GOMES;14.242.088/0001-62;06/11/2011;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
27800;30/09/2014;14.256.006 DANIEL CHOMA;14.256.006/0001-39;08/09/2011;SC;FLORIANOPOLIS;4205407;Brasileiro independente;Empresário (Individual);SIM
56826;08/12/2023;14.398.188 MICHELLE ROLIM MOREIRA;14.398.188/0001-82;03/10/2011;DF;BRASILIA;5300108;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
28961;11/02/2015;14.445.711 JOACIR LUZ FILHO;14.445.711/0001-84;11/10/2011;SP;ITANHAEM;3522109;Brasileiro independente;Empresário (Individual);SIM
62986;25/08/2025;14.479.812 IARA DE FATIMA GARCIA RIBEIRO;14.479.812/0001-76;19/10/2011;MG;BELO HORIZONTE;3106200;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62583;16/07/2025;14.494.267 DENIA DE FATIMA CRUZ SCKAFF;14.494.267/0001-97;20/10/2011;RN;NATAL;2408102;Brasileiro independente;Empresário (Individual);SIM
31913;22/01/2016;14.606.544 PEDRO YURI GONCALVES;14.606.544/0001-06;11/11/2011;SP;CARAGUATATUBA;3510500;Brasileiro independente;Empresário (Individual);SIM
38459;19/12/2017;14.612.316 MANUEL HENRIQUE DE OLIVEIRA BARBOSA;14.612.316/0001-49;12/11/2011;AL;MACEIO;2704302;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63361;03/10/2025;14.715.758 ELISANGELA GUIDOLIM DE ALMEIDA;14.715.758/0001-10;04/12/2011;RS;SANTO ANGELO;4317509;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
54556;25/08/2023;14.759.882 ANA PAULA MARTINS GUALBERTO;14.759.882/0001-88;14/12/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
54620;31/08/2023;14.791.856 TATIANA SOBRAL MONTEIRO DA SILVA GARCIA;14.791.856/0001-37;21/12/2011;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
58818;26/07/2024;14.818.654 FELIPE JOSE MENDONCA FERREIRA;14.818.654/0001-31;02/01/2012;PE;RECIFE;2611606;Brasileiro independente;Empresário (Individual);SIM
53998;07/07/2023;14.832.296 EDWARD CHARLES RODRIGUES FAO;14.832.296/0001-11;04/01/2012;PR;LONDRINA;4113700;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
60038;07/11/2024;14.926.451 RAFAEL SOARES GONCALVES;14.926.451/0001-69;24/01/2012;SP;CAMPINAS;3509502;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
30825;28/08/2015;14.938.083 JULIA GRILLO BOTAFOGO;14.938.083/0001-79;25/01/2012;RJ;NITEROI;3303302;Brasileiro independente;Empresário (Individual);SIM
56164;03/11/2023;14.948.741 ROSANA CACCIATORE SILVEIRA;14.948.741/0001-03;26/01/2012;SC;FLORIANOPOLIS;4205407;Brasileiro independente;Empresário (Individual);SIM
56287;09/11/2023;14.958.344 JONATHAN KELVIN KRAIEVSKI;14.958.344/0001-12;30/01/2012;PR;RIO NEGRO;4122305;Brasileiro independente;Empresário (Individual);SIM
63762;19/11/2025;14.965.405 ROBSON RODRIGUES DA SILVA;14.965.405/0001-79;31/01/2012;SC;SAO BENTO DO SUL;4215802;Brasileiro independente;Empresário (Individual);SIM
64033;13/01/2026;14.977.775 MALCON JEAN BAUER;14.977.775/0001-26;01/02/2012;SC;FLORIANOPOLIS;4205407;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
51744;02/08/2022;14BIS FILMES LTDA;47.132.442/0001-55;13/07/2022;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
59491;18/09/2024;15.009.147 DANIEL EDNIR LOPES SOARES;15.009.147/0001-10;07/02/2012;RJ;NITEROI;3303302;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55589;16/10/2023;15.013.228 JEAN MARCIO CARDOSO DA SILVA;15.013.228/0001-93;07/02/2012;BA;SALVADOR;2927408;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
53851;26/06/2023;15.052.260 MARIANA DE CARVALHO ROCHA;15.052.260/0001-88;14/02/2012;RJ;PETROPOLIS;3303906;Brasileiro independente;Empresário (Individual);SIM
22157;09/08/2012;15.073.902 CARLOS DE MATOS BANDEIRA;15.073.902/0001-25;18/02/2012;PA;SANTAREM;1506807;Brasileiro independente;Empresário (Individual);SIM
59320;06/09/2024;15.198.771 SAMARA AZEVEDO DE SOUZA;15.198.771/0001-02;15/03/2012;RJ;MACAE;3302403;Brasileiro independente;Empresário (Individual);SIM
59937;25/10/2024;15.205.253 PIERVI FONSECA D AGOSTINO;15.205.253/0001-79;15/03/2012;SP;ITU;3523909;Brasileiro independente;Empresário (Individual);SIM
55231;27/09/2023;15.242.932 JOAO CARLOS LUZ NASCIMENTO;15.242.932/0001-18;22/03/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
61893;09/05/2025;15.282.509 WARLEI DE ASSIS RODRIGUES;15.282.509/0001-41;29/03/2012;MG;BELO HORIZONTE;3106200;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59001;15/08/2024;15.326.675 DIEGO AGUIAR ANDRADE;15.326.675/0001-00;07/04/2012;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
64272;09/02/2026;15.387.675 LEANDRO ARLINDO COSTA;15.387.675/0001-02;18/04/2012;SC;SAO JOSE;4216602;Brasileiro independente;Empresário (Individual);SIM
55425;04/10/2023;15.412.286 LAERCIO LUIZ DA SILVA;15.412.286/0001-90;23/04/2012;SC;FLORIANOPOLIS;4205407;Brasileiro independente;Empresário (Individual);SIM
60619;06/01/2025;15.464.369 ANTONIO PARREIRAS HORTA GUERRA;15.464.369/0001-22;03/05/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
60968;10/02/2025;15.491.794 ALESSANDRO DA SILVA IMPERADOR;15.491.794/0001-00;08/05/2012;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
59687;01/10/2024;15.551.598 LUCIANO GUIMARAES DE FREITAS;15.551.598/0001-84;17/05/2012;ES;AGUIA BRANCA;3200136;Brasileiro independente;Empresário (Individual);SIM
55322;29/09/2023;15.581.733 TEO CORDEIRO DA CUNHA;15.581.733/0001-34;23/05/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
57453;19/02/2024;15.586.510 ISABELLA SCHMIDT VELOSO DA SILVA E SILVA;15.586.510/0001-60;23/05/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
54947;15/09/2023;15.618.116 TALITA REGINA JOAQUIM MAGARAO;15.618.116/0001-66;29/05/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63221;17/09/2025;15.729.309 MARCIO ROGERIO PEREIRA;15.729.309/0001-94;18/06/2012;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55115;22/09/2023;15.913.335 DANIEL AVELINO FERREIRA;15.913.335/0001-78;05/07/2012;SP;POMPEIA;3540002;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
34404;18/10/2016;15SEGUNDOS POS-PRODUCOES E FILMES LTDA;24.940.320/0001-90;06/06/2016;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
58163;07/05/2024;16.541.845 FABIANA SANTIAGO FERREIRA;16.541.845/0001-24;12/07/2012;PE;PETROLINA;2611101;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
53240;27/04/2023;16.616.967 FERNANDO ANTONIO ALMEIDA FERREIRA;16.616.967/0001-32;01/08/2012;RJ;SAO GONCALO;3304904;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
59199;29/08/2024;16.660.989 LAERCIO SANTOS MIRANDA;16.660.989/0001-08;08/08/2012;MT;CUIABA;5103403;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
64237;05/02/2026;16.689.035 VICTOR PAULO DE SEIXAS;16.689.035/0001-10;13/08/2012;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
59643;26/09/2024;16.703.830 LEONARDO CATA PRETA SOUZA;16.703.830/0001-15;15/08/2012;MG;BELO HORIZONTE;3106200;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63286;23/09/2025;16.764.430 GUILHERME CARRAVETTA DE CARLI;16.764.430/0001-10;27/08/2012;RS;PORTO ALEGRE;4314902;Brasileiro independente;Empresário (Individual);SIM
55151;25/09/2023;16.772.761 ALMIR DE CARVALHO COELHO CHIARATTI;16.772.761/0001-00;29/08/2012;RJ;RIO DE JANEIRO;3304557;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
63081;03/09/2025;16.842.308 BRUNA MARTINS CASTRO;16.842.308/0001-14;13/09/2012;DF;BRASILIA;5300108;Brasileiro independente;Empresário (Individual);SIM
57039;27/12/2023;16.901.052 LUCIANO DOS SANTOS ALVES;16.901.052/0001-79;24/09/2012;SC;PALHOCA;4211900;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
56991;21/12/2023;16.917.088 ANDREA VERUSKA DE SOUZA ARAUJO;16.917.088/0001-40;26/09/2012;PE;OLINDA;2609600;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61818;05/05/2025;16.929.855 NILTON MARQUES DOS SANTOS;16.929.855/0001-31;28/09/2012;SP;ARUJA;3503901;Brasileiro independente;Empresário (Individual);SIM
55979;24/10/2023;16.934.257 IRMA CRISTINA SILVA GALHARDO;16.934.257/0001-50;01/10/2012;TO;PALMAS;1721000;Brasileiro independente;Empresário (Individual);SIM
55955;24/10/2023;16.968.114 EVERTON RODRIGUES;16.968.114/0001-60;05/10/2012;SP;GUARATINGUETA;3518404;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
55582;16/10/2023;16.989.537 JOSEANE NOGUEIRA LUIZ;16.989.537/0001-66;10/10/2012;MG;CONSELHEIRO LAFAIETE;3118304;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
36551;30/05/2017;16.998.498 ALEX SANDRO ALBERTO GONZAGA ROSA DE OLIVEIRA;16.998.498/0001-63;12/10/2012;SP;MAUA;3529401;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
62247;03/06/2025;16:11 FILMES E PRODUÇÕES LTDA;60.712.768/0001-10;07/05/2025;SP;OSASCO;3534401;Brasileiro independente;Sociedade Empresária Limitada;SIM
62652;25/07/2025;16MM FILMES LTDA;54.991.222/0001-42;30/04/2024;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
32791;03/05/2016;16X9 LAB LTDA;12.591.570/0001-82;17/09/2010;SP;SAO PAULO;3550308;Brasileiro independente;Sociedade Empresária Limitada;SIM
48482;25/05/2021;17 FILMES E PRODUÇÕES LTDA.;36.204.331/0001-90;31/01/2020;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Sociedade Simples Limitada;SIM
34960;28/12/2016;17.023.073 CLAUDIA SENEME DO CANTO;17.023.073/0001-00;18/10/2012;SP;RIO CLARO;3543907;Brasileiro independente;Empresário (Individual);SIM
63278;23/09/2025;17.054.045 FELIPE LARSEN FREITAS DE LIMA;17.054.045/0001-41;24/10/2012;SP;SAO PAULO;3550308;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
64161;29/01/2026;17.147.222 ANDRUZ TOME VIQUE VIANNA;17.147.222/0001-34;12/11/2012;SC;CRICIUMA;4204608;Brasileiro independente;Empresário (Individual);SIM
54581;28/08/2023;17.247.441 VIVIAN BARBOZA SANTIAGO DE ARAUJO E SILVA;17.247.441/0001-95;03/12/2012;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
56270;08/11/2023;17.322.487 VANIA APARECIDA HILARIO BARBARA;17.322.487/0001-21;19/12/2012;SP;BARRETOS;3505500;Brasileiro independente;Empresário (Individual);SIM
27399;06/08/2014;17.355.935 JOSE AUGUSTO DE ALMEIDA NETO;17.355.935/0001-93;03/01/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
55906;23/10/2023;17.388.624 LUCAS MENDES DE OLIVEIRA;17.388.624/0001-20;10/01/2013;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
28887;03/02/2015;17.472.781 SAMUEL RODRIGUES ANSELMO;17.472.781/0001-10;25/01/2013;MG;BELO HORIZONTE;3106200;Brasileiro independente;Empresário (Individual);SIM
53949;03/07/2023;17.478.732 ISAC INACIO DA SILVA;17.478.732/0001-94;27/01/2013;RJ;BELFORD ROXO;3300456;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
39042;12/03/2018;17.479.770 PEDRO BUGHAY ACETI;17.479.770/0001-61;28/01/2013;SC;ITAJAI;4208203;Brasileiro independente;Empresário (Individual);SIM
43646;01/08/2019;17.561.124 MANUELA BEZERRA GOUVEIA DE ANDRADE;17.561.124/0001-49;08/02/2013;PE;RECIFE;2611606;Brasileiro independente;Empresário (Individual);SIM
57877;04/04/2024;17.580.136 DANIEL JOSE DE AGUIAR LOBO;17.580.136/0001-10;15/02/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
24496;28/06/2013;17.652.148 FRANCISCO DE ASSIS COSTA CAMELLO;17.652.148/0001-03;27/02/2013;ES;COLATINA;3201506;Brasileiro independente;Empresário (Individual);SIM
62970;22/08/2025;17.871.467 GUSTAVO FILIPE RIBEIRO DOS SANTOS;17.871.467/0001-00;04/04/2013;SP;LIMEIRA;3526902;Brasileiro independente;Empresário (Individual);SIM
55173;25/09/2023;17.873.351 FLAVIA COELHO DA COSTA;17.873.351/0001-00;04/04/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
59694;02/10/2024;17.885.943 PRISCILA TONON RAMOS;17.885.943/0001-41;07/04/2013;SC;LAGES;4209300;Brasileiro independente;Empresário (Individual);SIM
56470;17/11/2023;17.998.960 VANESSA ROSA GASPARELO;17.998.960/0001-95;25/04/2013;SC;FLORIANOPOLIS;4205407;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
64247;05/02/2026;17038636 EISENHOWER MORENO LIMA;17.038.636/0001-25;21/10/2012;SC;SAO JOSE;4216602;Brasileiro independente;Empresário (Individual);SIM
62003;15/05/2025;1720 FILMES LTDA;59.556.785/0001-26;19/02/2025;MG;BELO HORIZONTE;3106200;Brasileiro independente;Sociedade Empresária Limitada;SIM
60975;10/02/2025;17566230 NELSON DOS SANTOS FONTE;17.566.230/0001-15;13/02/2013;SP;SANTO ANDRE;3547809;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
54972;18/09/2023;18.016.032 CLEBER MARINS DA SILVA;18.016.032/0001-40;29/04/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
58936;08/08/2024;18.020.932 DIEGO BLANCO DE AMORIM;18.020.932/0001-61;29/04/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
33533;06/07/2016;18.083.163 VANESSA CAMASSOLA SANDRE;18.083.163/0001-40;09/05/2013;SC;FLORIANOPOLIS;4205407;Brasileiro independente;Empresário (Individual);SIM
55030;19/09/2023;18.083.943 GABRIEL MARQUES DE OLIVEIRA;18.083.943/0001-90;09/05/2013;SP;JUNDIAI;3525904;Brasileiro independente;Empresário (Individual);SIM
60197;27/11/2024;18.138.523 VALERIA PEREIRA LOPES;18.138.523/0001-64;17/05/2013;MA;SAO JOSE DE RIBAMAR;2111201;Brasileiro independente;Empresário (Individual);SIM
57107;08/01/2024;18.150.186 RAONI ASSIS DE OLIVEIRA PIMENTEL;18.150.186/0001-20;20/05/2013;PE;OLINDA;2609600;Brasileiro independente;Empresário (Individual);SIM
56495;20/11/2023;18.229.061 LUCAS RAFAEL FERREIRA DA SILVA;18.229.061/0001-90;03/06/2013;RJ;SAO GONCALO;3304904;Brasileiro independente;Empresário (Individual);SIM
55358;02/10/2023;18.282.017 CLAUDINEI CANDIDO GARCIA;18.282.017/0001-44;12/06/2013;SP;RIBEIRAO PRETO;3543402;Brasileiro de capital nacional nos termos do art. 1º, inciso III da IN 91;Empresário (Individual);NÃO
61935;13/05/2025;18.315.295 FILIPE SILVEIRA LEITE ALVES SANTOS;18.315.295/0001-50;17/06/2013;BA;SALVADOR;2927408;Brasileiro independente;Empresário (Individual);SIM
59273;04/09/2024;18.371.904 MURILO AKIO GOMES OLIVEIRA YAMANAKA;18.371.904/0001-99;26/06/2013;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
54651;01/09/2023;18.381.209 CLARISSA MARTINS TEIXEIRA;18.381.209/0001-08;27/06/2013;RJ;RIO DE JANEIRO;3304557;Brasileiro independente;Empresário (Individual);SIM
39307;06/04/2018;18.388.898 CLAUDIO RAFFAELLO SERZEDELLO CORREA SANTORO;18.388.898/0001-82;29/06/2013;DF;BRASILIA;5300108;Brasileiro independente;Empresário (Individual);SIM
62434;02/07/2025;18.591.345 LUCIANA PEREIRA ANTUNES;18.591.345/0001-22;31/07/2013;SC;JARAGUA DO SUL;4208906;Brasileiro independente;Empresário (Individual);SIM
24907;16/08/2013;18.613.402 RAMON CAMPELO DE QUEIROZ JUNIOR;18.613.402/0001-27;05/08/2013;BA;VITORIA DA CONQUISTA;2933307;Brasileiro independente;Empresário (Individual);SIM
40911;23/08/2018;18.664.146 VINICIUS DA SILVA OLIVEIRA;18.664.146/0001-05;12/08/2013;RS;CANOAS;4304606;Brasileiro independente;Empresário (Individual);SIM
54515;23/08/2023;18.690.140 ROSEMERI FERNANDES LOPES SILVA;18.690.140/0001-02;15/08/2013;RJ;MARICA;3302700;Brasileiro independente;Empresário (Individual);SIM
38779;15/02/2018;18.761.694 DENISE FERNANDA MAGRI;18.761.694/0001-45;27/08/2013;PR;MARINGA;4115200;Brasileiro independente;Empresário (Individual);SIM
56847;11/12/2023;18.834.219 KLECIO ANJO DE SOUZA;18.834.219/0001-51;09/09/2013;PB;BAYEUX;2501807;Brasileiro independente;Empresário (Individual);SIM
60167;25/11/2024;18.953.302 TATIANA DE OLIVEIRA CAMARGO;18.953.302/0001-40;25/09/2013;SP;SAO PAULO;3550308;Brasileiro independente;Empresário (Individual);SIM
58556;26/06/2024;182 DIGITAL LTDA;34.643.962/0001-80;23/08/2019;DF;BRASILIA;5300108;Brasileiro independente;Sociedade Empresária Limitada;SIM
