NUMERO_SALIC;TITULO_PROJETO;DATA_PUB_APROVACAO_PROJETO;DATA_PRIMEIRA_LIBERACAO;SITUACAO_ATUAL;MECANISMO;CAPTADO_ART1;CAPTADO_ART1A;CAPTADO_ART3;CAPTADO_ART3A;CAPTADO_ART18;CAPTADO_ART25;CAPTADO_ART39;CAPTADO_FUNCINES;CAPTADO_EDITAL_ANCINE;CAPTADO_PAR;CAPTADO_PAQ;CAPTADO_OUTROS_EDITAIS;CAPTADO_LEI_ESTADUAL;CAPTADO_LEI_MUNICIPAL;CAPTADO_OUTRAS_FONTES;CAPTADO_CONTRAPARTIDA;CAPTADO_CONVERSAO;TOTAL_CAPTADO;PROPONENTE;CNPJ_PROPONENTE;MUNICIPIO_PROPONENTE;UF_PROPONENTE
23-0867;One Take Show;09/10/2023;04/12/2024;CP9    - Encaminhado para Prestação de Contas;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 620.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 620.000,00;NOVAVISTA COMUNICACAO E PRODUCOES LTDA;07.559.217/0001-85;SAO PAULO;SP
23-0879;MULHERES NO PÓDIO;09/10/2023;12/07/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 760.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 760.000,00;TWINS BUSHATSKY PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.400.059/0001-93;SAO PAULO;SP
23-0880;DA INCLUSÃO AO PÓDIO;09/10/2023;05/07/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 760.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 760.000,00;TWINS BUSHATSKY PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.400.059/0001-93;SAO PAULO;SP
23-0881;ALTO RENDIMENTO: JOGOS PARALÍMPICOS PARIS 2024;09/10/2023;12/07/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 760.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 760.000,00;TWINS BUSHATSKY PRODUÇÕES CINEMATOGRÁFICAS LTDA.;11.400.059/0001-93;SAO PAULO;SP
23-0895;MULHERES NEGRAS EM ROTAS DE LIBERDADE;09/10/2023;04/10/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 2.500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.500.000,00;ACARAJÉ FILMES LTDA-ME;20.686.768/0001-78;SALVADOR;BA
23-0897;Minha Irmã e Eu - distribuição;09/10/2023;09/04/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.100.000,00;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;BARUERI;SP
23-0916;Tecnicamente Doce;20/10/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 39.436,94;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 39.436,94;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;SAO PAULO;SP
23-0919;O Real Mundo de Any Malu;20/10/2023;22/08/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 1.386.677,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.145.531,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.532.208,92;COMBO ESTUDIO ANIMACOES LTDA;22.637.845/0001-25;RIO DE JANEIRO;RJ
23-0934;Angicos;25/10/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.000.000,00;CR ENTRETENIMENTO LTDA;66.657.727/0001-54;SAO PAULO;SP
23-0950;Arte Galáctica;31/10/2023;29/02/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 571.894,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 967.705,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.539.599,85;RONALDO SOUZA PRODUCOES LTDA;41.113.410/0001-26;FLORIANOPOLIS;SC
23-0952;O Zelador;31/10/2023;08/08/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 9.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12.000.000,00;INTRO PICTURES PRODUÇÕES CINEMATOGRÁFICAS LTDA;05.832.663/0001-96;BARUERI;SP
23-0964;Casas;16/11/2023;27/05/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 700.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 700.000,00;LIMITE PRODUÇÕES LTDA;03.847.111/0001-26;RIO DE JANEIRO;RJ
23-0973;O Mistério do Cinco Estrelas;16/11/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 178.111,11;R$ 4.821.888,89;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.000.000,00;BOUTIQUE FILMES E PRODUÇÕES LTDA.;16.729.130/0001-08;SAO PAULO;SP
23-0974;Gênio do Crime;16/11/2023;24/07/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.000.000,00;BOUTIQUE FILMES E PRODUÇÕES LTDA.;16.729.130/0001-08;SAO PAULO;SP
23-0976;Meu Lugar;16/11/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;CAPURI FILMES PRODUCOES LTDA;26.694.889/0001-48;RIO DE JANEIRO;RJ
23-0979;Luísa, amanhã e depois;21/11/2023;03/07/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;CB FILMS PRODUCOES ARTISTICAS LTDA;23.397.007/0001-94;RIO DE JANEIRO;RJ
23-0980;Isabel do Vôlei;21/11/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.000.000,00;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;09.180.984/0001-04;RIO DE JANEIRO;RJ
23-0981;VATAPÁ OU MANIÇOBA;21/11/2023;21/03/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA;22.446.460/0001-80;BELEM;PA
23-0986;Unfamiliar - Nada Familiar;21/11/2023;29/07/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 450.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.783.371,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.233.371,24;PLANET POP MÍDIA E EDITORAÇÕES LIMITADA ME;07.988.992/0001-56;SAO PAULO;SP
23-0987;MOTOVELOCIDADE : EM BUSCA DO CAMPEÃO;21/11/2023;30/04/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 600.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 600.000,00;RMG & DAVI COMUNICAÇÕES LTDA;07.904.474/0001-07;SANTANA DE PARNAIBA;SP
23-0988;Amazônia: coração verde do planeta;21/11/2023;06/06/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 900.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 900.000,00;PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;13.483.286/0001-55;SAO PAULO;SP
23-0994;Brasília;21/11/2023;11/07/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 390.465,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 390.465,00;PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;13.483.286/0001-55;SAO PAULO;SP
23-0999;O Futuro da Educação (temporada 2);21/11/2023;18/08/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 287.789,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 287.789,93;PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;13.483.286/0001-55;SAO PAULO;SP
23-1010;Nico;01/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200.000,00;LB INTERTAINMENT LTDA.;26.910.710/0001-42;SAO PAULO;SP
23-1013;Paulo Freire;07/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;SAO PAULO;SP
23-1017;Em Defesa do Meio Ambiente;22/11/2023;14/02/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 1.710.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.710.000,00;SOUZA CASTRO PRODUÇÕES LTDA;72.430.044/0001-62;PORTO ALEGRE;RS
23-1038;CADUCANDO DE AMOR;23/11/2023;09/04/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;ASSUNTAR FILMES LTDA;45.235.433/0001-64;GOIANIA;GO
23-1043;Dona Zélia;28/11/2023;14/05/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;OLHAR ATRAVES B. E. LTDA;10.266.017/0001-49;PIRACICABA;SP
23-1046;Inimigo Interno;28/11/2023;27/08/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;NEXO FILMES LTDA;30.223.224/0001-23;SAO PAULO;SP
23-1047;Família em Construção;28/11/2023;12/06/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;VULCANA CINEMA LTDA;08.112.710/0001-15;PORTO ALEGRE;RS
23-1055;Eu, meu cachorro e o mundo;06/12/2023;06/02/2026;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 6.499.982,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.900.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.399.982,00;PARIS PRODUÇÕES CINEMATOGRÁFICAS LTDA;12.580.503/0001-62;SAO PAULO;SP
23-1071;Lutz e Gandalina;06/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 72.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 72.000,00;BELLI STUDIO DESIGN LTDA.;03.274.384/0001-29;BLUMENAU;SC
23-1080;CORPO E MEIO;06/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;ABOUT PRODUÇÕES CULTURAIS;09.003.277/0001-42;SAO PAULO;SP
23-1096;Jungle-Jungle;06/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 1.005.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.005.000,00;LATINAMERICA ENTRETENIMENTO INTERNACIONAL LTDA;09.416.289/0001-07;SAO PAULO;SP
23-1104;Alta Estima - 3ª Temporada;08/12/2023;15/10/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 1.269.052,31;R$ 1.730.947,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA;13.188.290/0001-90;RIO DE JANEIRO;RJ
23-1136;Refestança;15/12/2023;07/01/2026;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 800.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 800.000,00;VENTRE STUDIO PARTICIPACOES LTDA;36.082.069/0001-59;SAO PAULO;SP
23-1138;Allegro & Travesso;15/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 740.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 740.000,00;ALMONDEGA FILMES - PRODUTORA DE VIDEOS LTDA;44.097.404/0001-10;BELO HORIZONTE;MG
23-1140;O Herdeiro;15/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 255.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 255.000,00;POPCON PRODUÇÕES LTDA;09.281.789/0001-70;SAO PAULO;SP
23-1147;PECADORA;22/12/2023;22/07/2024;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 148.839,35;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 148.839,35;GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA;32.656.607/0001-10;SAO PAULO;SP
23-1166;A MENINA QUE VOA;22/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 3.800.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.800.000,00;MARIA FARINHA FILMES E PRODUÇÕES LTDA.;12.396.390/0001-40;SAO PAULO;SP
23-1197;ASSALTO A BRASILEIRA;22/12/2023;17/12/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 205.031,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 205.031,95;GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA;32.656.607/0001-10;SAO PAULO;SP
23-1211;Apenas 3 Meninas;22/12/2023;17/07/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 2.500.000,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.500.000,00;PANORAMICA COMUNICACAO LTDA.;05.565.485/0001-84;RIO DE JANEIRO;RJ
23-1215;O Futura da Humanidade;22/12/2023;15/10/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 207.999,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 207.999,02;GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA;32.656.607/0001-10;SAO PAULO;SP
23-1218;Os primeiros designers brasileiros;26/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;TOCHA PRODUCOES ARTISTICAS - EIRELI;19.291.237/0001-05;SAO PAULO;SP
23-1219;ESTAÇÃO TERMINAL;26/12/2023;10/01/2025;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;MIRABOLANTE PRODUÇÕES ARTÍSTICAS LTDA;20.589.238/0001-01;RIO DE JANEIRO;RJ
23-1222;A MÁFIA DO APITO;09/01/2024;11/07/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.500.000,00;FEEL THE MATCH INC LTDA;40.820.093/0001-15;RIO DE JANEIRO;RJ
23-1241;Carlos Diegues: Cineasta Presente;26/12/2023;24/09/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;KINOTV LTDA.;02.298.682/0001-96;RIO DE JANEIRO;RJ
23-1248;O Filho Único do Meu Pai 2;26/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 160.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 160.000,00;SINFRONIO CRIAÇÕES E PRODUÇÕES LTDA;07.554.736/0001-50;FORTALEZA;CE
23-1278;DEZESSEIS PARTE 3;27/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 264.051,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 264.051,10;L. F. P. VALOTTA PRODUCOES;15.727.574/0001-33;LUCAS DO RIO VERDE;MT
23-1283;MOTEL PÉROLA;27/12/2023;14/11/2024;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.850.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.850.000,00;CASA DE CINEMA DE PORTO ALEGRE LTDA.;94.625.829/0001-23;PORTO ALEGRE;RS
23-1285;O FUNERAL;27/12/2023;21/01/2026;109    - CPG Proj em exec - liber recurs incentiv efetuada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 2.939.552,72;R$ 55.632,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.995.184,72;BIÔNICA CINEMA E TV LTDA.;07.570.789/0001-65;SAO PAULO;SP
23-1304;TATA;27/12/2023;;102    - CEA Projeto em captação;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 27.396,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 27.396,76;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;01.161.933/0001-23;SAO PAULO;SP
