Programa de Apoio a Participação de Filmes Brasileiros em Festivais Internacionais - 2010 a 2019;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano do Apoio;Festival;País do Festival;Mês;Filme ;Mostra;Direção;Produtora Brasileira Majoritária *;UF;Metragem;CPB;"Confecção
cópia";"Envio
da cópia";"Apoio
Financeiro"
2018;Festival de Cinema de Cartagena;Colômbia;Fevereiro/Março;"""Bixa Travesty""";Competição oficial;Claudia Priscilla;Válvula Produções;SP;Longa;B1800213800000;X;X;X
2018;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Bixa Travesty""";Official Documentary Competition of the XXVII edit ;Claudia Priscilla;Válvula Produções;SP;Longa;B1800213800000;X;X;
2018;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Bixa Travesty""";Panorama;Claudia Priscilla;Válvula Produções;SP;Longa;B1800213800000;X;X;X
2018;Art of the Real;Estados Unidos;Abril;"""Baronesa""";Não competitivo;Juliana Antunes;Ventura Filmes;RJ;Longa;B1700278300000;;;X
2018;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril/Maio;"""Baronesa""";Competição Internacional ;Juliana Antunes;Ventura Filmes;RJ;Longa;B1700278300000;;;X
2018;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Deslembro""";Competição Ópera Prima;Flavia Castro;Videofilmes;RJ;Longa;B1800411600000;X;X;X
2018;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto/Setembro;"""Deslembro""";Mostra competitiva Horizonte ;Flavia Castro;Videofilmes;RJ;Longa;B1800411600000;X;;X
2018;Visions du Réel;Suíça;Abril;"""Música para quando as luzes se apagam""";Oficial Competitiva Internacional Burning Lights;Ismael Canepelle;Zeppelin Filmes ;RS;Longa;B1700411300000;X;X;X
2018;Donostia - Festival de San Sebastian;Espanha;Setembro;"""Inconfissões""";Competição de curtas-metragens estudantis ;Ana Galizia;Ana Galizia;RJ;Média;B1700610600000;;;X
2018;Festival de Cinema de Huesca;Espanha;Junho;"""Inconfissões""";Documentary Short Film Contest;Ana Galizia;Ana Galizia;RJ;Média;B1700610600000;;;X
2018;Visions du Réel;Suíça;Abril;"""Os que se vão""";International Medium Length and Short Film Comp.;Clarissa Campolina/Luiz Pretti;Anavilhana;MG;Média;B1800167600000;X;X;X
2018;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Um filme para Ehuana""";International Competition;Louise Botkay-Courcier;Cinesofia;RJ;Média;B1800234100000;X;X;X
2018;Festival de Cinema de Cartagena;Colômbia;Fevereiro/Março;"""Sr. Raposo""";Competição oficial de curta-metragem;Daniel Nolasco;Daniel Nolasco;RJ;Média;B1800038600000;;;X
2018;Festival Internacional de Cine UNAM (FICUNAM);México;Fevereiro/Março;"""Vazio do lado de fora""";Aciertos: Encontro Internacional de Escolas de Cinema;Eduardo Brandão Pinto;Eduardo Brandão Pinto;RJ;Média;B1700386000000;;;x
2018;DocLisboa - Festival Internacional de Cinema;Portugal;Outubro;"""Maré""";Competição Internacional;Amaranta Cesar;Eparrêi Filmes;AM;Média;B1800557700000;;;X
2018;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Deusa""";Competitiva Internacional;Bruna Callegari;Espaço Líquido;SP;Média;B1600446300000;;;X
2018;Festival du Nouveau Cinéma;Canadá;Outubro;"""Natureza Morta""";Les Nouveaux Alchimistes ;Mariana Kaufman;Fagulha Filmes;RJ;Média;B1700262200000;;;X
2018;Queer Lisboa - Festival Internacional de Cinema Queer;Portugal;Setembro;"""SUPERPINA: Gostoso é quando a gente faz!""";Competição Queer Art;Jean Santos;Marte Servicos de Produções Cinematográficas e Artísticas;PE;Média;B1800304100000;;;X
2018;Festival de Cinema de Tampere;Finlândia;Março;"""Torre""";Competição Internacional;Nadia Mangolini Carvalho;Meus Russos;SP;Média;B1700398900000;;;X
2018;Festival Internacional de Documentários e Animação de Leipzig - DOK Leipzig;Alemanha;Outubro/Novembro;"""Antes do Lembrar""";International Competition Short Documentary ;Luciana Mazeto/Vinícius Lopes;Pátio Vazio;RS;Média;B1800036400000;;;X
2018;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril/Maio;"""Vando Vulgo Vedita""";Competição Internacional ;Andreia Moreira Pires/Leonardo Mouramateus;Praia à Noite Produções Cinematográficas;CE;Média;B1700471800000;;;X
2018;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Vaca Profana""";International Competion;René Guerra;Preta Portê Filmes;SP;Média;B1700431100000;X;X;X
2018;Festival Internacional de Cinema de Guadalajara;México;Março;"""Anderson""";Competição Oficial Curta-metragens iberoamericanos;Rodrigo Meireles;Rodrigo Meireles;MG;Média;B1700184300000;;;X
2018;Festival de Cinema de Cartagena;Colômbia;Fevereiro/Março;"""ONI""";Competição oficial de curta-metragem;Diogo Hayashi;Sancho Filmes;SP;Média;B1800122100000;;;X
2018;Festival de Cinema de Huesca;Espanha;Junho;"""Eu Sou o Super-Homem""";Concurso Iberoamericano de Cortometrajes;Rodrigo Batista;Tabuleiro Filmes;SP;Média;B1800027300000;;;X
2018;Festival Internacional de Cinema de Durban;África do Sul;Julho;"""Eu Sou o Super-Homem""";Sessão de curtas internacional;Rodrigo Batista;Tabuleiro Filmes;SP;Média;B1800027300000;;;X
2018;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Um Corpo Feminino""";LOVE ;Thais Fernandes;Thais Fernandes;RS;Média;B1800302200000;;;X
2018;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""A Gis""";International Competion;Thiago Carvalhaes;Thiago Carvalhaes;SP;Média;B1700216000000;;;X
2018;Docs MX - Festival Internacional de Documentário da Cidade do México;México;Outubro;"""Terremoto Santo""";Official Selection ;Barbara Wagner/Benjamin Dara Bourke;Ventana Filmes/Barbara Wagner;PE;Média;B1800116400000;;;X
2018;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Terremoto Santo""";International Competition Berlinale Shorts;Barbara Wagner/Benjamin Dara Bourke;Ventana Filmes/Barbara Wagner;PE;Média;B1800116400000;;;X
2018;Curtas Vila do Conde;Portugal;Julho;"""Terremoto Santo""";Seleção oficial de curtas;Barbara Wagner/Benjamin Dara Bourke;Ventana Filmes/Bárbara Wagner;PE;Média;B1800116400000;;;X
2019;Sundance Film Festival;Estados Unidos;Janeiro/Fevereiro;"""O Mistério da Carne""";Short Film Section;Rafaela Camelo;Apoteótica Cinematográfica;DF;Média;B1900099600000;;;X
2019;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Bem no Meio do Céu""";Say no More ;Isabella Raposo/Thiago Brito;Dilúvio Produções;RJ;Curta;B1900084200000;;;X
2019;ANIMALATINA - Festival de Cine Animação latino-americano;Argentina;Junho;"""Corações Encouraçados""";Latin American Short ;Cintia Maria/Jamile Coelho;Estandarte Produções;BA;Curta;B1800054000000;;;X
2019;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Abril;"""As Coisas Infinitas: Menino com Boné""";Secção Competitiva de Curtas Metragens;Nicolas Thomé Zetune;Fratura Filmes;SP;Curta;B1900563700000;;;X
2019;Frameline - Festival Internacional de Cinema LGBTQ de São Francisco;Estados Unidos;Junho;"""MC Jess""";Realness & Revelation;Carla Villa-Lobos;Julia Araujo;RJ;Média;B1800263500000;;;X
2019;Frameline - Festival Internacional de Cinema LGBTQ de São Francisco;Estados Unidos;Junho;"""Reforma""";Competição de Curtas-metragens;Fabio Leal;Ponte Produtoras;PE;Média;B1900311900000;;;X
2019;ANIMALATINA - Festival de Cine Animação latino-americano;Argentina;Junho;"""O Homem na Caixa""";Competitiva de Animação Latino Americana;Alvaro Furloni;Segunda-Feira Filmes;RJ;Curta;B1402263100000;;;X
2019;ANIMALATINA - Festival de Cine Animação latino-americano;Argentina;Junho;"""Sangro""";Competencia Oficial ;Bruno H Castro/Guto Br/Tiago Minamisawa;Tiago Minamisawa;SP;Curta;B1900040400000;;;X
2019;Festival Internacional de Animação de Annecy;França;Junho;"""Sangro""";Perspectives;Bruno H Castro/Guto Br/Tiago Minamisawa;Tiago Minamisawa;SP;Curta;B1900040400000;;;X
2019;Festival de Cinema de Locarno;Suíça;Agosto;"""Carne""";Pardi di Domani ;Mariana Jaspe;Mariana Jaspe;RJ;Curta;B1800386100000;;;X
2019;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Abril;"""Carne""";Secção Competitiva de Curtas Metragens;Mariana Jaspe;Mariana Jaspe;RJ;Curta;B1800386100000;;;X
2019;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Carne""";Short Cuts Program ;Mariana Jaspe;Mariana Jaspe;RJ;Curta;B1800386100000;;;X
2019;Festival de Cinema de Huesca;Espanha;Junho;"""Concreto Cinza Abstrato""";Concurso Iberoamericano de Cortometrajes;Henrique Grise;Henrique Grise;SP;Curta;B1800589700000;;;X
2019;Molodist - Festival Internacional de Cinema de Kiev;Ucrânia;Maio/Junho;"""Concreto Cinza Abstrato""";International Student Competition;Henrique Grise;Henrique Grise;SP;Curta;B1800589700000;;;X
2019;Festival Internacional de Cinema de Vina del Mar (FICVIÑA);Chile;Setembro;"""Luto""";Competencia Intl Cortometrajes de Escuela ;Edu Camargo;Julieta Audiovisual;PR;Curta;B1900199700000;;;X
2019;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Maio;"""Unicórnio""";Sessão competitiva;Eduardo Nunes;3 Tabela Filmes;RJ;Longa;B1700501700000;;;X
2019;Art of the Real;Estados Unidos;Abril;"""Enquanto estamos aqui""";Sessão Art Of The Real US Premiere;Clarissa Campolina/Luiz Pretti;Anavilhana;MG;Longa;B1900175200000;;;X
2019;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Enquanto estamos aqui""";Bright Future Competition ;Clarissa Campolina/Luiz Pretti;Anavilhana;MG;Longa;B1900175200000;;;X
2019;Festival de Cannes;França;Maio;"""A Vida Invisível""";Un Certain Regard;Karim Ainouz;Camisa Treze Cultural;SP;Longa;B1900366600000;;;X
2019;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Querência""";Feature Film Competition;Helvécio Marins Jr.;Canabrava Filmes/Muiraquita Filmes e Produções;MG/SP;Longa;B1900507200000;X;;
2019;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Lembro mais dos corvos""";Competencia Largometrajes iberoamericanos;Gustavo Vinagre;Carneiro Verde Filmes;MG;Longa;B1800152800000;;;X
2019;Festival Internacional de Cinema de Punta del Este;Uruguai;Fevereiro;"""O Banquete""";Competitiva Latinoamericana;Daniela Thomas;Cisma Produções;SP;Longa;B1700260300000;;;X
2019;FID - Festival Internacional de Documentários de Marselha;França;Julho;"""Fendas""";Competição Filme Francês e First Film Competition;Carlos Segundo;D. Antonelli Aun Produções;SP;Longa;B1900363300000;;;X
2019;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Mr. Leather""";Competição Oficial Latinoamericana;Daniel Nolasco;Dafuq Filmes;GO;Longa;B1900149900000;;;X
2019;Sundance Film Festival;Estados Unidos;Janeiro/Fevereiro;"""Divino Amor""";World Cinema Dramatic Competition;Gabriel Mascaro;Desvia;PE;Longa;B1900232700000;;;X
2019;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Temporada""";International Independents;André Novais Oliveira;Filmes de Plástico;MG;Longa;B1800466100000;;;X
2019;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Domingo""";International Independents;Clara Linhart/Fellipe Gamarano Barbosa;Gamarosa;RJ;Longa;B1800502000000;;;X
2019;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Agosto/Setembro;"""Babenco: Alguém tem que ouvir o coração e dizer: Parou""";Venice Classics - Documentary Films;Barbara Paz;Hector Babenco Filmes;SP;Longa;B2000006500000;;;X
2019;CPH:DOX - Festival Internacional de Cinema Documentário de Copenhagen;Dinamarca;Março;"""Relatos do Front""";F:ACT AWARD COMPETITION;Renato Martins;Jacqueline Filmes;RJ;Longa;B1900253800000;;;X
2019;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Os Sonâmbulos""";Competitiva;Tiago Mata Machado;Katásia Filmes;MG;Longa;B1900235800000;;;X
2019;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Maio;"""Seus ossos e seus olhos""";Herói Independente ;Caetano Gotardo;Lira Cinematográfica;SP;Longa;B1900286800000;;;X
2019;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Maio;"""Todas as canções de amor""";Longas de Ficção;Joana Mariani;Maya Filmes/Planetario Filmes;SP/RJ;Longa;B1800387000000;;;X
2019;Encontros de Cinema da América Latina de Toulouse;França;Março;"""O Desmonte do Monte""";Documentary Competition;Sinai Sganzerla;Mercúrio Produções;SP;Longa;B1700615400000;X;X;X
2019;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Chão""";Berlinale Forum ;Camila Freitas;Nebulosa Filmes/Trotoar;RJ/DF;Longa;B1900203000000;;;X
2019;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Maio;"""Boni Bonita""";Competitiva ;Daniel Barosa;Nkls Produções;SP;Longa;B1900302000000;;;X
2019;Festival Internacional de Cinema de Pusan;Coreia do Sul;Outubro;"""Filho de Boi""";Flash Forward ;Haroldo Borges;Plano 3 Filmes;BA;Longa;B1900460300000;X;X;
2019;Sheffield Doc/Fest;Reino Unido;Junho;"""Bloqueio""";Competição de Longas-metragem;Quentin Delaroche/Victoria Alvares;Ponte Produtoras;PE;Longa;B1900249300000;;;X
2019;FILMADRID - Festival Internacional de Cine;Espanha;Junho;"""Os Jovens Baumann""";Um sonho intenso;Bruna Carvalho de Almeida;Punta Colorada de Cinema;SP;Longa;B1900108800000;;;X
2019;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Maio;"""Os Jovens Baumann""";Competitiva Silvestre;Bruna Carvalho de Almeida;Punta Colorada de Cinema;SP;Longa;B1900108800000;;;X
2019;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Estou me guardando para quando o carnaval chegar""";Panorama;Marcelo Gomes;Rec Produtores Associados;PE;Longa;B1900093600000;;;X
2019;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Greta""";Panorama;Armando Praça;Segredo Filmes;CE;Longa;B1900172900000;;;X
2019;Festival Internacional de Cinema de Punta del Este;Uruguai;Fevereiro;"""A Voz do Silêncio""";Competição Oficial;André Ristum;Sombumbo Filmes;SP;Longa;B1800262800000;;;X
2019;Festival de Cinema de Locarno;Suíça;Agosto;"""A Febre""";Competição Oficial ;Maya Da-Rin;Tamanduá Vermelho;RJ;Longa;B1900486200000;;;X
2019;FID - Festival Internacional de Documentários de Marselha;França;Julho;"""Tremor Iê""";International Competition and First Film Competition ;Elena Meirelles/Lívia de Paula;Tardo Filmes;CE;Longa;cadastrado;;;X
2019;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Espero tua (re)volta""";Generation;Eliza Capai;Tva2 Produções;RJ;Longa;B1900350700000;;;X
2019;Sheffield Doc/Fest;Reino Unido;Junho;"""Espero tua (re)volta""";Tim Hetherington Award Sheffield ;Eliza Capai;Tva2 Produções;RJ;Longa;B1900350700000;;;X
2019;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""A Noite Amarela""";Bright Future Competition ;Ramon Porto Mota;Vermelho Profundo;PB;Longa;B1900249100000;;;X
2019;Festival Internacional de Cinema de Munique;Alemanha;Junho/Julho;"""Deslembro""";International Independents;Flavia Castro;Videofilmes;RJ;Longa;B1800411600000;;;X
2019;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro/Fevereiro;"""Animal Indireto""";Bright Future Mid-Lenght;Daniel Lentini;Daniel Lentini;RJ;Média;B1900089000000;;;X
2019;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Espero tua (re)volta""";Competição Direitos Humanos;Eliza Capai;Tva2 Produções;RJ;Longa;B1900350700000;;;X
2019;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Mona""";Competencia de Cortometrajes Internacionales;Luíza Zaidan/Thiago Schindler;A Furia Filmes;SP;Média;B1900167600000;;;X
2019;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Maio;"""A rosa azul de Novalis""";Competitiva Silvestre;Gustavo Vinagre/Rodrigo Carneiro;Carneiro Verde Filmes;MG;Média;B1900042100000;;;X
2019;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Abril;"""Quando Elas Cantam""";Secção Competitiva de Curtas Metragens;Maria Fanchin;Klaxon Cultura Audiovisual;SP;Média;B1900020500000;;;X
2019;Festival Internacional de Filmes de Curta-metragem de Hamburgo;Alemanha;Junho;"""Rise""";Competição de Curtas-metragens;Barbara Wagner/Benjamin Dara Bourke;Ponte Produtoras;PE;Média;B1900376600000;;;X
2019;Curtas Vila do Conde;Portugal;Julho;"""Rise""";Competição de Curtas-metragens;Barbara Wagner/Benjamin Dara Bourke;Ponte Produtoras;PE;Média;B1900376600000;;;X
2019;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Liberdade""";Competition for Short Documentary;Pedro Nishi/Vinícius Silva;A Flor e a Náusea;SP;Média;B1800402800000;X;X;X
2019;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Entre""";Thrill;Ana Carolina Marinho/Bárbara Santos;Bela Filmes;SP;Curta;B1900426600000;X;X;
2019;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""A rosa azul de Novalis""";Forum;Gustavo Vinagre/Rodrigo Carneiro;Carneiro Verde Filmes;MG;Média ;B1900042100000;;;X
2019;Cinéma du Réel;França;Março;"""A rosa azul de Novalis""";Competição Internacional;Gustavo Vinagre/Rodrigo Carneiro;Carneiro Verde Filmes;MG;Média ;B1900042100000;X;X;X
2019;Festival de Cinema de Locarno;Suíça;Agosto;"""Chão de Rua""";Pardi di Domani ;Tomás von der Osten;Cazumbá Filmes;PR;Média ;cadastrado;;;X
2019;Visions du Réel;Suíça;Abril;"""Socialist Monopoly""";Opening Scenes;Thiago Carvalhaes;Cozinha de Filmes;SP;Média ;B1900401900000;X;X;X
2019;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Ainda Ontem""";International Competion;Jessica Candal Sato;Grafo Audiovisual;PR;Média ;B1700350400000;;;X
2019;Festival de Cinema de Locarno;Suíça;Agosto;"""Swinguerra""";Moving Ahead ;Barbara Wagner/Benjamin Dara Bourke;Ponte Produtoras;PE;Média ;B1900416100000;;;X
2019;Festival Internacional de Cine Político (FICIP);Argentina;Maio;"""Nossos Mortos Têm Voz""";Sección Competencia Oficial Internacional de medio;Fernando Sousa/Gabriel Barbosa;Quiprocó Filmes;RJ;Média ;B1800171300000;;;X
2019;Festival Internacional de Cine Político (FICIP);Argentina;Maio;"""Bellatrix""";Sección Competencia Oficial Internacional de medio;Lucas Costanzi;Sabujo Filmes;RS;Média ;B1900210900000;;;X
2019;Festival Internacional de Cinema de Guadalajara;México;Março;"""Eu Sou o Super-Homem""";Competição Oficial Curta-metragens iberoamericanos;Rodrigo Batista;Tabuleiro Filmes;SP;Média ;B1800027300000;;;X
2019;Festival de Cinema de Huesca;Espanha;Junho;"""Aurora""";Concurso Iberoamericano de Cortometrajes;Leo Ayres;Tempero Filmes;MG;Média ;B1900250300000;;;X
2019;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Sete Anos em Maio""";Wavelenghts Programme ;Affonso Uchoa;Vasto Mundo;MG;Média ;B1900217400000;;;X
2019;Visions du Réel;Suíça;Abril;"""Sete Anos em Maio""";Burning Lights Competition;Affonso Uchoa;Vasto Mundo;MG;Média ;B1900217400000;;;X
