TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
7 X 1: O JOGO DA VIDA - PILOTO;B1800340400000;25/07/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26,7;;2018;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;WENDELL HENRIQUE SILVA SANTANA;PESSOA FÍSICA;RN;NATAL
702;B1800608500000;21/12/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,2;;2016;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;FUNDIÇÃO 96 PRODUÇÕES CINEMATOGRÁFICAS LTDA.;09.603.138/0001-50;SP;SAO PAULO
77 ETERNOS CAMPEÕES;B1800248600000;04/06/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95,5;;2017;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;IGOR FERNANDO RAMOS;PESSOA FÍSICA;SP;RIBEIRAO PRETO
7{SETE};B1800316100000;11/07/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GABRIEL LEMES DE SOUZA;PESSOA FÍSICA;MG;CAMBUQUIRA
8 PATAS;B1800168000000;17/04/2018;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,3;;2017;;SALAS DE EXIBIÇÃO;NÃO;FABRICIO EDUARDO RABACHIM;PESSOA FÍSICA;SP;SAO PAULO
9 PÉS - 3° TEMPORADA;B1800182500000;26/04/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;325;13;2018;2018;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DEZESSEIS POR NOVE PRODUÇÕES CINEMATOGRÁFICAS LTDA;09.084.382/0001-53;RJ;RIO DE JANEIRO
@DISEXTA;B1800243100000;29/05/2018;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,9;;2018;;SALAS DE EXIBIÇÃO;NÃO;ANDRE CATOTO DIAS;PESSOA FÍSICA;SP;SAO PAULO
A ALEMANHA EM NÓS;B1800612700000;28/12/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;42,2;;2017;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CARLOS ANDRE ROCHA MAIA DE SOUZA FERREIRA;17.592.693/0001-51;RJ;RIO DE JANEIRO
A ARTE DO CINEMA;B1800495300000;18/10/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;676;26;2018;2018;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;INDIANA PRODUÇÕES CINEMATOGRÁFICAS LTDA;07.060.648/0001-00;RJ;RIO DE JANEIRO
A ARTE NO BRASIL;B1800525700000;05/11/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;50;5;2002;2002;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;ASSOCIACAO DE COMUNICACAO EDUCATIVA ROQUETTE PINTO;02.196.013/0001-03;RJ;RIO DE JANEIRO
A AVENTURA DA PRIMEIRA BICICLETA;B1800473000000;04/10/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,9;;2018;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;INSTITUTO DE DESENVOLVIMENTO SOCIAL E GESTÃO DE PROD. CULTURAL, ARTÍSTICA E AUDIOVISUAL-MARLIN AZUL;03.132.906/0001-58;ES;VITORIA
A BATALHA DO LIVRAMENTO;B1800299600000;03/07/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;51,4;;2018;;OUTROS MERCADOS;NÃO;NASSIF RICCI JORDY FILHO;PESSOA FÍSICA;PA;BELEM
A BESTA POP;B1800505400000;25/10/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;81,1;;2018;;SALAS DE EXIBIÇÃO;NÃO;CABOCLA FILMES LTDA;23.278.315/0001-09;PA;BELEM
A BICICLETA;B1800601900000;17/12/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,1;;2018;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;MILENA RIBEIRO MAGALHAES;PESSOA FÍSICA;GO;GOIANIA
A BOLA PUNE;B1800315000000;10/07/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,0;;2018;;NENHUMA DAS OPÇÕES;NÃO;IZIS NEGREIROS DE SOUZA;PESSOA FÍSICA;AM;MANAUS
A BUSCA;B1800558300000;28/11/2018;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2018;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LUIZ ALBERTO BRIZOLA CASSOL;11.363.960/0001-32;RS;SANTA MARIA
A BUSCA PELO SABOR;B1800586200000;11/12/2018;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;90;6;2018;2018;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ESTAÇÃO ELÉTRICA PRODUÇÃO DE CINEMA E VÍDEO LTDA.;04.791.421/0001-39;RS;PORTO ALEGRE
A CABEÇA DE GUMERCINDO SARAIVA;B1800469700000;04/10/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2018;;SALAS DE EXIBIÇÃO;NÃO;WALPER RUAS PRODUÇÕES LTDA;05.456.798/0001-02;RS;PORTO ALEGRE
A CADA PASSO;B1800258500000;07/06/2018;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,1;;2018;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MARCIO ZEBINI;PESSOA FÍSICA;SP;SAO PAULO
A CANÇÃO DE ALICE;B1800395700000;24/08/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,6;;2018;;NENHUMA DAS OPÇÕES;NÃO;SEREIA DISTRIBUIÇÃO DE FILMES LTDA;08.905.114/0001-92;CE;FORTALEZA
A CASA DE ANA;B1800320200000;12/07/2018;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,8;;2017;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CLARA FERRER COSTA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
