TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
ABC BRASIL;B0200000900000;19/12/2002;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;18,5;;1980;;INDEFINIDO;NÃO;CONCEITO EVENTOS E PROMOÇÕES LTDA;35.789.528/0001-76;RJ;RIO DE JANEIRO
RUA SEIS SEM NUMERO;B0200001200000;23/12/2002;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;103;;2002;;SALAS DE EXIBIÇÃO;SIM;OESTE FILMES BRASILEIROS LTDA-BAIXADO;03.074.644/0001-12;SP;SAO PAULO
