TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
(IN)VISÍVEL;B2400325900000;19/08/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76,6;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;OLÉ PRODUÇÕES LTDA;09.019.897/0001-70;SP;SAO PAULO
+ DOCS;B2400515700000;16/12/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;900;30;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NIRVANA TECNOLOGIA DIGITAL LTDA;24.815.120/0001-05;SP;SAO PAULO
/CHAT;B2400308300000;31/07/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;1500;50;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PLAYTV TELEVISÃO LTDA;07.121.705/0001-06;SP;SAO PAULO
02 DE JULHO: A RETOMADA;B2400226700000;04/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;46;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;JOANA ARANHA MONCAU;PESSOA FÍSICA;SP;SAO PAULO
12 MINUTOS DE CREPÚSCULO PARA ORIENTAR A NAVEGAÇÃO;B2400040400000;29/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,0;;2023;;SALAS DE EXIBIÇÃO;NÃO;VENTO LESTE PRODUÇÕES CINEMATOGRÁFICAS LTDA;35.377.602/0001-47;RS;PORTO ALEGRE
13 SENTIMENTOS;B2400158500000;17/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2024;;SALAS DE EXIBIÇÃO;NÃO;LACUNA FILMES LTDA;08.677.301/0001-66;SP;SAO PAULO
140 ANOS DE CARANGOLA;B2400087200000;28/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,1;;2024;;NENHUMA DAS OPÇÕES;NÃO;FRAME PRODUTORA AUDIOVISUAL - LTDA;37.317.214/0001-04;MG;CARANGOLA
15 MINUTOS DE FAMA... E SAMBA!;B2400038700000;26/01/2024;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM TEMPORADA ÚNICA;600;20;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;ARTHUR PEREIRA SILVA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
1538°C - THE IRON HUMAN;B2400262600000;28/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;94,6;;2024;;SALAS DE EXIBIÇÃO;NÃO;GRATTITUDE FILMS PRODUCTIONS LTDA;30.693.863/0001-52;SP;RIBEIRAO PRETO
190;B2400328200000;19/08/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LM MUSIC EMPREENDIMENTOS ARTISTICOS EIRELI;26.086.753/0001-55;RJ;RIO DE JANEIRO
1986;B2400171300000;24/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;260;10;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;EDER SAN JÚNIOR CINEMATOGRÁFICA E ARTE LTDA;09.207.344/0001-40;MG;BELO HORIZONTE
2º TEMP. - JACARELVIS E AMIGOS - SÉRIE MUSICAL;B2400020700000;16/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;105;15;2022;2022;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AE PRODUCOES CULTURAIS LTDA EPP;12.355.705/0001-00;SP;CAMPINAS
3;B2400178400000;30/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,7;;2024;;SALAS DE EXIBIÇÃO;NÃO;DONA CARLOTA PRODUÇÕES LTDA;46.054.549/0001-60;SP;RIO CLARO
3 PALAVRINHAS - VOLUME 1;B2400012300000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;15,5;7;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 2;B2400012400000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;9,1;4;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 3;B2400012500000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;8,9;4;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 4;B2400012700000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;23,1;9;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 5;B2400012800000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;11,3;5;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 6;B2400012900000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;20,5;8;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 7;B2400013100000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;12,2;5;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS - VOLUME 8;B2400013200000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;26,5;10;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS MINI - TEMPORADA 1;B2400014000000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;33,4;20;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS MINI - TEMPORADA 2;B2400014100000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;20,9;12;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
3 PALAVRINHAS MINI - TEMPORADA 3;B2400014200000;11/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;16,1;8;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANIMASSAURO PRODUÇÕES LTDA;06.077.962/0001-25;MG;BELO HORIZONTE
30 MOEDAS;B2400500200000;08/12/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,3;;2024;;NENHUMA DAS OPÇÕES;NÃO;55.087.895 MARCOS ARZUA BARBOSA;55.087.895/0001-35;RJ;RIO DE JANEIRO
31;B2400110800000;14/03/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,9;;2023;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;MGFS PRODUCOES ARTISTICAS LTDA;33.440.581/0001-31;SP;SAO PAULO
35 ANOS - PARQUE NACIONAL DO SUPERAGUI;B2400502400000;10/12/2024;DEFERIDO;JORNALÍSTICA;;COMUM;NÃO SERIADA;3,3;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;GABRIEL MARCHI WILDLIFE FILMS LTDA;23.947.968/0001-25;PR;CURITIBA
35 ANOS - RÁDIO NOVO TEMPO;B2400312200000;05/08/2024;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;120;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
3ª BIENAL DA BAHIA;B2400111700000;14/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;36,3;;2024;;NENHUMA DAS OPÇÕES;NÃO;LUA DE MARÉ PRODUÇÕES LTDA.;26.338.521/0001-47;BA;SALVADOR
40 DIAS NO DESERTO;B2400005900000;08/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,0;;2023;;SALAS DE EXIBIÇÃO;NÃO;ELIPSE FILMS LTDA;31.589.425/0001-01;SP;SOROCABA
56 DIAS;B2400151700000;15/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;33,9;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;LUA DE MARÉ PRODUÇÕES LTDA.;26.338.521/0001-47;BA;SALVADOR
60 COM CORPO DE 20;B2400494000000;04/12/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,9;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;FABRICIO ESTEVINHO RINALDI;18.706.289/0001-24;SP;SAO PAULO
60 MULHERES - O BRILHO DAS COREANAS-BRASILEIRAS;B2400525400000;23/12/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;94,7;;2024;;SALAS DE EXIBIÇÃO;NÃO;CLAREAR PRODUÇÕES ARTÍSTICAS LTDA - ME;10.648.652/0001-90;SP;SAO PAULO
6AM;B2400450200000;03/11/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,6;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CAIO DE ABREU LEITE;PESSOA FÍSICA;SC;FLORIANOPOLIS
7.30;B2400451800000;04/11/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,7;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;BRUNO LAET ZECCHIN DE SOUZA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
727 HORAS ANTES;B2400292800000;24/07/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,7;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;ALIVE MEDIA CONTENT LTDA;28.840.471/0001-27;RJ;RIO DE JANEIRO
8/1 - A DEMOCRACIA RESISTE;B2400002500000;05/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;68;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
@GAROTAMASCARADA;B2400006500000;08/01/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,6;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FUNDAÇÃO ROBERTO MARINHO;29.527.413/0001-00;RJ;RIO DE JANEIRO
A AMAZÔNIA COMO PALCO. UMA HISTÓRIA DO TEATRO EXPERIMENTAL DO SESC;B2400331300000;21/08/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;93,7;;2024;;SALAS DE EXIBIÇÃO;NÃO;RIZOMA PRODUÇÃO AUDIOVISUAL LTDA;10.499.966/0001-79;AM;MANAUS
A ARTE DE LUCIO BITTENCOURT E RODRIGO BITTENCOURT;B2400519800000;18/12/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;48,8;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;CABRUCA FILMES LTDA;16.383.447/0001-27;SP;ITAPEVI
A ARTE EM TRANSFORMAÇÃO;B2400392900000;04/10/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;21,0;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GRÃO DE AREIA PRODUÇÕES CINEMATOGRÁFICAS LTDA;55.631.293/0001-05;RJ;RIO DE JANEIRO
A ARVORE DE NATAL E O CARVALHO DO TROVAO;B2400393100000;04/10/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,2;;2024;;VIDEO DOMÉSTICO;NÃO;LUMINE PRODUCOES LTDA;50.087.391/0001-00;RS;PORTO ALEGRE
A BANDA DO CHICO;B2400235000000;11/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;196;7;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.;04.334.366/0001-58;SP;SAO PAULO
A BATA DO MILHO;B2400132000000;03/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,9;;2024;;SALAS DE EXIBIÇÃO;NÃO;GRAO DIGITAL LTDA;44.476.160/0001-87;SP;SAO PAULO
A BATALHA DA RUA MARIA ANTÔNIA;B2400015800000;12/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;85,3;;2024;;SALAS DE EXIBIÇÃO;NÃO;PARANOID FILMES LTDA;11.140.814/0001-48;SP;SAO PAULO
A CAFEICULTURA EM CARANGOLA - TRADIÇÕES E INOVAÇÕES;B2400489500000;29/11/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;50,4;;2024;;VIDEO DOMÉSTICO;NÃO;FRAME PRODUTORA AUDIOVISUAL - LTDA;37.317.214/0001-04;MG;CARANGOLA
A CAMÉRA-STYLO DE VICENTE F. CECIM;B2400405300000;11/10/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;ALEXANDRA CASTRO CONCEICAO ***********;25.030.133/0001-31;PA;ANANINDEUA
A CARA DO VERÃO;B2400002300000;04/01/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,7;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ART MIL PRODUCOES OFICINAS E EVENTOS CULTURAIS LTDA;14.105.727/0001-48;RJ;RIO DE JANEIRO
A CARTA DE ESPERANÇA GARCIA;B2400202500000;16/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;105,9;;2024;;SALAS DE EXIBIÇÃO;NÃO;TRINCA FILMES LTDA.;02.533.399/0001-00;PI;TERESINA
A CARTEIRA;B2400383300000;26/09/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;9,8;;2024;;OUTROS MERCADOS;NÃO;BLUE FILMES E PRODUÇÕES LTDA - ME;10.664.463/0001-01;PE;RECIFE
A CASA DA VÓ;B2400247600000;18/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;21,0;;2024;;SALAS DE EXIBIÇÃO;NÃO;Z97 FILMES LTDA;46.098.150/0001-80;RS;GAURAMA
A CAVERNA ENCANTADA;B2400111800000;14/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;12400;310;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TVSBT CANAL 4 DE SAO PAULO S/A;45.039.237/0001-14;SP;OSASCO
A CAVERNA ENCANTADA - A SELEÇÃO;B2400279200000;14/07/2024;DEFERIDO;REALITY-SHOW;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;55;11;2023;2023;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TVSBT CANAL 4 DE SAO PAULO S/A;45.039.237/0001-14;SP;OSASCO
A CHAVE PARA UM JARDIM;B2400070500000;19/02/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;1,8;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;RICARDO SILVA DE ARAUJO;PESSOA FÍSICA;BA;ITAJU DO COLONIA
A CHEIA DO RIO GRANDE;B2400252200000;20/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;75;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A CIDADE QUE ME TOCA;B2400318600000;09/08/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2024;;OUTROS MERCADOS;NÃO;POSTURA DIGITAL FILMES EIRELI;08.233.638/0001-84;MG;BELO HORIZONTE
