TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
A VIDA SECRETA DE MEUS TRÊS HOMENS;B2600039200000;10/02/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;74,9;;2026;;SALAS DE EXIBIÇÃO;NÃO;LETICIA CASTRO SIMOES ME;33.718.584/0001-94;PE;RECIFE
A VOZ DA PROFECIA;B2600014200000;16/01/2026;DEFERIDO;RELIGIOSA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;2860;52;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
A.MARE;B2600052100000;23/02/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2026;;SALAS DE EXIBIÇÃO;NÃO;ONTYPE PROJETOS GRAFICOS EIRELI;15.454.075/0001-10;SP;MOGI DAS CRUZES
ABSTRAÇÃO;B2600030200000;03/02/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,7;;2025;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;CIRCOLAB PRODUÇÕES CULTURAIS LTDA;21.250.807/0001-52;SP;SAO PAULO
ADESTRA MINHAS MÃOS PARA A PELEJA;B2600021800000;26/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2025;;OUTROS MERCADOS;NÃO;FILME DE ROUPA PRODUCOES LTDA;39.313.609/0001-56;RJ;RIO DE JANEIRO
ADORAÇÃO;B2600014000000;16/01/2026;DEFERIDO;RELIGIOSA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;3016;104;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
ADORAÇÃO;B2600024600000;27/01/2026;DEFERIDO;RELIGIOSA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;2655;45;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
AFIM DE VERÃO;B2600044400000;13/02/2026;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5;;2026;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;JULIA MESTRE TEIXEIRA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
AGBARA DUDU - NARRATIVAS NEGRAS (2ª TEMPORADA);B2600034800000;05/02/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;380,9;13;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;16.487.027/0001-90;BA;SALVADOR
AGENDA 2100;B2600031000000;03/02/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,0;;2026;;SALAS DE EXIBIÇÃO;NÃO;ARARUNA FILMES LTDA;17.258.788/0001-33;SP;SAO PAULO
AGROCULTURA;B2600062900000;27/02/2026;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;1299,9;52;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;61.914.891/0001-86;SP;SAO PAULO
ALT TABET - 3A TEMPORADA;B2600048800000;20/02/2026;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;1512;28;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;UNIVERSO ONLINE S.A.;01.109.184/0001-95;SP;SAO PAULO
ALTAS HORAS 2026;B2600001300000;02/01/2026;DEFERIDO;PROGRAMA DE AUDITÓRIO ANCORADO POR APRESENTADOR;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;4320;48;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
AMANHÃ SERÁ VIOLETA;B2600021900000;26/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2026;;SALAS DE EXIBIÇÃO;NÃO;ERICO LUZ OLIVEIRA;PESSOA FÍSICA;SP;CACAPAVA
AMANTES DA PINACOTECA;B2600002700000;05/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2026;;OUTROS MERCADOS;NÃO;BAMBU PRODUTORA E DISTRIBUIDORA DE FILMES LTDA ME;01.731.912/0001-04;SP;SAO PAULO
AMAR DE NOVO;B2600036100000;06/02/2026;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CAMPOS PRODUCOES LTDA ME;14.485.605/0001-24;MG;ARAXA
AMAZÔNIA PANC;B2600026100000;29/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;130,8;5;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;JUBARTE PRODUTORA INDEPENDENTE LTDA;25.184.968/0001-46;AP;MACAPA
AMOR EM MOVIMENTO;B2600007300000;09/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;43,6;;2026;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;CUMBARU PRODUCOES ARTISTICA LTDA;07.168.260/0001-10;MT;CUIABA
ANCESTRALIDADE, PRESENTE;B2600008500000;12/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95,3;;2026;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CAUE FERNANDES NUNES ­ ME;16.653.286/0001-44;SP;CAMPINAS
ANICCA;B2600015400000;16/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,9;;2026;;OUTROS MERCADOS;NÃO;ARTHUR RODRIGUES FERNANDES SILVA;PESSOA FÍSICA;SP;SALTO
ANJOS DA ESPERANÇA;B2600022300000;26/01/2026;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;6048;216;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
ANJOS DA ESPERANÇA EMPREENDEDORES;B2600022600000;26/01/2026;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;2754;51;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
APNEIA;B2600061600000;26/02/2026;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16,0;;2026;;OUTROS MERCADOS;NÃO;LUND ESTÚDIO DE IMAGENS E COMÉRCIO LTDA.;07.490.419/0001-18;RS;PORTO ALEGRE
APOTEOSE DO SAMBA - GENTE QUE FAZ;B2600014800000;16/01/2026;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;150;3;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
ARENA DO FUTURO;B2600016100000;19/01/2026;DEFERIDO;RELIGIOSA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;1508;52;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
ARENA OESTE;B2600032100000;03/02/2026;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;4770;53;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;EDITORA TIPUANA LTDA.;19.608.677/0001-35;SP;SAO PAULO
ARTE RUPESTRE DE MONTE ALEGRE;B2600036200000;06/02/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,9;;2026;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;DDK DIGITAL LTDA - EPP;17.713.833/0001-00;RJ;RIO DE JANEIRO
ARTISTA IMPLACÁVEL;B2600027700000;30/01/2026;DEFERIDO;PROGRAMA DE AUDITÓRIO ANCORADO POR APRESENTADOR;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;120;4;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;HELIO FERREIRA SILEMAN LTDA;28.725.643/0001-11;SP;SAO PAULO
ARTISTA INTERROMPIDO;B2600059100000;24/02/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,7;;2025;;NENHUMA DAS OPÇÕES;NÃO;22.886.779 MELISSA CAROLINE VASSALLI;22.886.779/0001-27;SP;CABREUVA
AS AVENTURAS DE TITA - 1ª TEMPORADA;B2600030600000;03/02/2026;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;70;10;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;FK SOUND LTDA;20.224.638/0001-13;PE;PAULISTA
AS DEZ VANTAGENS DE MORRER DEPOIS DE VOCÊ;B2600035800000;05/02/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;106,9;;2026;;SALAS DE EXIBIÇÃO;NÃO;PARIS PRODUÇÕES CINEMATOGRÁFICAS LTDA;12.580.503/0001-62;SP;SAO PAULO
AS DONAS DO SANTO GONÇALO;B2600025700000;28/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;57,3;;2026;;OUTROS MERCADOS;NÃO;POLIANA ANGELICA DOS SANTOS COSTA;PESSOA FÍSICA;RN;NATAL
ASAS DA CIDADE;B2600026600000;29/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;70,1;;2026;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PROSPERIDADE COMUNICAÇÃO E FILMES LTDA;17.545.702/0001-53;SP;SAO PAULO
ASSALTO À BRASILEIRA;B2600050500000;23/02/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;98,7;;2026;;SALAS DE EXIBIÇÃO;NÃO;GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA;32.656.607/0001-10;SP;SAO PAULO
ATENÇÃO PARA O REFRÃO;B2600037500000;09/02/2026;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;164,5;6;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SALIVA PRODUCOES CINEMATOGRAFICAS LTDA;09.271.593/0001-03;SP;SAO PAULO
ATÉ QUE SÃO PEDRO FAÇA CHOVER NO MEU SERTÃO;B2600018500000;21/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25,1;;2026;;SALAS DE EXIBIÇÃO;NÃO;VINICIUS RIO SUZARTE;44.025.181/0001-86;BA;FEIRA DE SANTANA
AUSÊNCIA;B2600011500000;13/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;32,5;;2026;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;DAFUQ FILMES LTDA;19.153.140/0001-28;GO;GOIANIA
AUTHENTIC GAMES NO IMPÉRIO DESCONECTADO;B2600062300000;27/02/2026;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;70,5;;2026;;SALAS DE EXIBIÇÃO;NÃO;RUBI FILMES E PRODUCOES ARTISTICAS LTDA;17.383.231/0001-24;RJ;RIO DE JANEIRO
AVENTURA FOTOGRÁFICA - EXPEDIÇÃO ITÁLIA - 1ª TEMPORADA;B2600019600000;22/01/2026;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;125;5;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RICARDO MARTINS PRODUCAO LTDA;09.479.235/0001-82;SP;SAO JOSE DOS CAMPOS
AVENTURA FOTOGRÁFICA - LITORAL BRASILEIRO - 2ª TEMPORADA;B2600019500000;22/01/2026;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;92;4;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RICARDO MARTINS PRODUCAO LTDA;09.479.235/0001-82;SP;SAO JOSE DOS CAMPOS
AZULÃO DA MANTIQUEIRA;B2600013600000;15/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;73,3;;2026;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;ANTONIO GILMAR MANGUSSI FILHO;50.401.832/0001-98;MG;ANDRADAS
BADULAQUE;B2600006100000;08/01/2026;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;132;44;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NÚCLEO CORINGA DE PRODUÇÕES ARTÍSTICAS LTDA.;10.589.111/0001-39;SP;SAO PAULO
BALANÇO DA ÁGUA;B2600011700000;13/01/2026;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,4;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RODAMOINHO RECORDS LTDA.;40.376.932/0001-58;RJ;RIO DE JANEIRO
BANDIDO PIANISTA - FUGA EM RÉ MAIOR;B2600027000000;29/01/2026;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,3;;2025;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;EVC PRODUCOES INTERCOMPANY LTDA;19.967.027/0001-86;RJ;RIO DE JANEIRO
BARRO E FORMA (CERAMISTAS);B2600049300000;23/02/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;70,1;;2026;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MLT PRODUÇÕES ARTISTICAS LTDA;31.940.539/0001-54;SP;SAO JOSE DOS CAMPOS
BASTIDORES DA MEMÓRIA;B2600013300000;15/01/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;115;5;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MAINLINE FILMES LTDA;23.015.606/0001-04;RJ;RIO DE JANEIRO
BASTIDORES DO CARNAVAL 2026;B2600039600000;10/02/2026;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,5;;2026;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TV OMEGA LTDA.;02.131.538/0001-60;SP;OSASCO
BATIDAS_ANCESTRAIS_VFINAL.MP3;B2600036000000;06/02/2026;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2025;;SALAS DE EXIBIÇÃO;NÃO;EFFE IMAGENS E TEXTOS LTDA;54.597.656/0001-62;SP;ANDRADINA
BEM MELHOR - 3ª TEMPORADA;B2600046700000;19/02/2026;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;210;7;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FLAVIO LAURENCIANO JUNIOR;PESSOA FÍSICA;SC;BALNEARIO CAMBORIU
