TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
23 DE AGOSTO;B1600382600000;09/06/2016;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,6;;2015;;SALAS DE EXIBIÇÃO;NÃO;JOHNNAS OLIVA DE OLIVEIRA LIMA - ME;12.313.346/0001-29;SP;SAO PAULO
27º PRÊMIO DA MÚSICA BRASILEIRA - HOMENAGEM À GONZAGUINHA;B1600665600000;05/10/2016;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;101,0;;2016;;VIDEO DOMÉSTICO;NÃO;GIONVA PRODUÇÃO E EVENTOS - EIRELI;05.100.097/0001-28;RJ;RIO DE JANEIRO
30 MINUTOS;B1600344000000;18/05/2016;DEFERIDO;JORNALÍSTICA;Registro de Eventos;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;178;10;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FORPRESS DE TERESOPOLIS SERVIÇOS EMPRESARIAIS EM COMUNICACAO LTDA - ME;09.480.792/0001-13;RJ;TERESOPOLIS
302 - 3ª TEMPORADA;B1600277300000;15/04/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;338;26;2016;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL BRAZIL S/A;02.608.224/0001-06;RJ;RIO DE JANEIRO
3EM3 VÍDEOS DE VIAGEM E TURISMO;B1600512100000;12/08/2016;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;682,4;111;2014;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;TIAGO ALMEIDA GARRETT TEIXEIRA CARAMURU;20.995.862/0001-09;SP;SAO PAULO
3G;B1600596200000;09/09/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,0;;2016;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;RENATA MEFFE FRANCO;PESSOA FÍSICA;MG;JUIZ DE FORA
"49.82""";B1600596600000;09/09/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,3;;2015;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;RENATA CRISTINA BATTISTONI MEDICI;PESSOA FÍSICA;SP;SAO PAULO
4XSK8;B1600738700000;18/11/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;325;13;2016;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);00.811.990/0001-48;RJ;RIO DE JANEIRO
7 BILHÕES;B1600050200000;22/01/2016;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,3;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;TELO PRODUÇÕES ARTÍSTICAS LTDA;11.412.556/0001-01;MS;CAMPO GRANDE
80 E TAL;B1600119700000;26/02/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;410;14;2016;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DEZESSEIS POR NOVE PRODUÇÕES CINEMATOGRÁFICAS LTDA;09.084.382/0001-53;RJ;RIO DE JANEIRO
800 M;B1600484300000;28/07/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26,8;;2016;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CONFEITARIA DE CINEMA COMUNICAÇÕES LTDA;58.496.571/0001-49;SP;SAO PAULO
82 MINUTOS;B1600422600000;01/07/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;127;;2015;;SALAS DE EXIBIÇÃO;NÃO;COMUNICAÇÃO ALTERNATIVA LTDA;31.399.272/0001-30;RJ;RIO DE JANEIRO
9NDAS;B1600242900000;01/04/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30,8;;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MARCELO AUGUSTO DA SILVA KOBE;PESSOA FÍSICA;SC;JOINVILLE
A ACADEMIA;B1600017400000;11/01/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20,7;;2013;;OUTROS MERCADOS;NÃO;SET VIDEO PRODUÇÕES LTDA;15.489.382/0001-36;MS;CAMPO GRANDE
A ALMA GUARANI;B1600073400000;11/02/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;840;30;2004;2004;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;FUNDACAO ESTADUAL JORNALISTA LUIZ CHAGAS DE RADIO E TELEVISAO EDUCATIVA DE MATO GROSSO DO SUL;04.193.294/0001-76;MS;CAMPO GRANDE
A AMAZÔNIA SEGUNDO EVANGELISTA;B1600325300000;10/05/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2011;;NENHUMA DAS OPÇÕES;NÃO;RIZOMA PRODUÇÃO AUDIOVISUAL LTDA;10.499.966/0001-79;AM;MANAUS
A ANIMAÇÃO DE LUCCHETTI E VACCARINI;B1600352400000;27/05/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,4;;2016;;NENHUMA DAS OPÇÕES;NÃO;SQUARISI & RUSSO DESENHOS ANIMADOS LTDA;09.490.365/0001-16;SP;VALINHOS
A BAIANA;B1600266600000;13/04/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;1974;;SALAS DE EXIBIÇÃO;NÃO;CENTRO TÉCNICO AUDIOVISUAL / MINISTÉRIO DA CULTURA;03.221.904/0001-35;RJ;RIO DE JANEIRO
A BANDA MAIS BONITA DA CIDADE AO VIVO NO CINE JOIA;B1600693200000;19/10/2016;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;67;;2014;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;LGK MUSIC PRODUÇOES ARTISTICAS LTDA;07.675.338/0001-92;RJ;RIO DE JANEIRO
A BATALHA DE SÃO BRÁZ;B1600094300000;16/02/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2015;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;CLARTE SERVIÇOS DE FOTO E CINEMA LTDA ME;12.475.126/0001-00;PA;BELEM
A BELA E AS FERAS;B1600255900000;08/04/2016;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;390;15;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;KARINE WERNECK DE OLIVEIRA DAL TOE;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A BICICLETA;B1600760900000;02/12/2016;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,5;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;VOO AUDIOVISUAL PRODUÇÕES ARTÍSTICAS LTDA - ME;14.949.815/0001-26;BA;IPIAU
A BICICLETA DE KANT;B1600358600000;31/05/2016;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;2015;;SALAS DE EXIBIÇÃO;NÃO;LUIZ HENRIQUE GIRARDE RODRIGUES PEDROZA;PESSOA FÍSICA;BA;SALVADOR
A CARA DO PAI 1ª TEMPORADA;B1600746300000;22/11/2016;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;140;4;2016;2016;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A CASA;B1600338600000;13/05/2016;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,3;;2016;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ROBERTO UBER BUCEK;PESSOA FÍSICA;MG;BELO HORIZONTE
A CASA CONECTADA;B1600752800000;25/11/2016;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;22,5;;2016;;SALAS DE EXIBIÇÃO;NÃO;3LHAMAS PRODUCOES LTDA - EPP;18.588.416/0001-38;RJ;RIO DE JANEIRO
A CASA DO SEXO;B1600301100000;29/04/2016;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;89;;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;J3 PRODUCOES LTDA;20.520.327/0001-00;SP;SAO PAULO
A CASA É SUA;B1600372600000;07/06/2016;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,6;;2013;;OUTROS MERCADOS;NÃO;CIA DE CANALHAS ESTÚDIO LTDA ME;17.050.151/0001-57;PR;CURITIBA
A CAÇA;B1600423700000;01/07/2016;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;2011;;SALAS DE EXIBIÇÃO;NÃO;MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;08.394.172/0001-07;GO;GOIANIA
A CENA MUDA;B1600407900000;23/06/2016;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;12,9;4;2015;2015;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;UNIVERSIDADE FEDERAL DE OURO PRETO;23.070.659/0001-10;MG;OURO PRETO
A CHAVE;B1600411800000;24/06/2016;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,1;;2015;;NENHUMA DAS OPÇÕES;NÃO;BRUNO DORO DE OLIVEIRA;PESSOA FÍSICA;SP;SAO PAULO
A CIDADE DO FUTURO;B1600756100000;29/11/2016;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;75,4;;2016;;SALAS DE EXIBIÇÃO;NÃO;COISA DE CINEMA - CINEMA E VÍDEO LTDA ME;00.845.658/0001-02;BA;SALVADOR
A CIDADE NÃO PARA;B1600109500000;23/02/2016;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;338;26;2015;2015;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MASSA REAL PRODUCOES CINEMATOGRAFICAS LTDA;09.494.764/0001-55;SP;SAO PAULO
A CIDADE ONDE ENVELHEÇO;B1600181500000;15/03/2016;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2015;;SALAS DE EXIBIÇÃO;SIM;ANAVILHANA FILMES LTDA - ME;07.525.577/0001-66;MG;BELO HORIZONTE
A COISA TÁ PRETA;B1600678000000;11/10/2016;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,3;;2016;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PORQUEEU FILMES EIRELI - ME;10.913.487/0001-57;SP;SAO PAULO
A COMÉDIA DIVINA;B1600439300000;07/07/2016;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;98;;2016;;SALAS DE EXIBIÇÃO;NÃO;OLHAR IMAGINÁRIO LTDA;01.605.800/0001-07;SP;SAO PAULO
A CONFRARIA;B1600314200000;05/05/2016;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,5;;2016;;SALAS DE EXIBIÇÃO;NÃO;MEDIA BRIDGE PRODUÇÕES LTDA.;13.110.657/0001-53;RJ;RIO DE JANEIRO
A COR DA PELE 2;B1600343000000;18/05/2016;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;84,6;;2016;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;HMM FIRE PRODUÇÃO E PROMOÇÃO LTDA;14.353.503/0001-55;RJ;RIO DE JANEIRO
A COR DO SILÊNCIO;B1600759100000;30/11/2016;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25,0;;2016;;SALAS DE EXIBIÇÃO;NÃO;NA REAL CULTURAL LTDA;10.427.272/0001-26;PR;CURITIBA
A COR DO TRABALHO;B1600125100000;01/03/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72,3;;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PORTFOLIUM LABORATÓRIO DE IMAGENS LTDA;63.190.623/0001-94;BA;SALVADOR
A COR LARANJA;B1600504900000;09/08/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13;;2016;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;KARINA PASSOS DE ABREU;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A CORRIDA DO DOPING;B1600471800000;19/07/2016;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72,4;;2016;;SALAS DE EXIBIÇÃO;NÃO;ARAPY PRODUÇÕES LTDA.;01.009.824/0001-95;SC;FLORIANOPOLIS
