TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
1,99 UM SUPERMERCADO QUE VENDE PALAVRAS;B0400055700000;23/11/2004;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72;1;2002;2002;INDEFINIDO;NÃO;UM MINUTO PRODUCOES CULTURAIS LTDA.;66.708.900/0001-04;SP;SAO PAULO
1° DE ABRIL BRASIL;B0400072800000;24/11/2004;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;85;;1989;;INDEFINIDO;NÃO;ESTÚDIO, PESQUISA E CRIAÇÕES ARTÍSTICAS LTDA;30.261.564/0001-49;RJ;RIO DE JANEIRO
2000 NORDESTES;B0400100600000;23/07/2004;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;70;1;2000;2000;INDEFINIDO;NÃO;FILMES DO EQUADOR LTDA.;73.619.637/0001-34;RJ;RIO DE JANEIRO
24 HORAS DE SONHO;B0400101900000;14/07/2004;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;86;1;1941;1941;INDEFINIDO;NÃO;CINÉDIA ESTUDIOS CINEMATOGRÁFICOS LTDA;33.603.093/0001-06;RJ;RIO DE JANEIRO
3º TOMATE, O;B0400082300000;30/04/2004;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;1;2003;2003;INDEFINIDO;NÃO;CLAUDIO ROBERTO LIMA GUIMARAES;PESSOA FÍSICA;;
50 ANOS SEM GETÚLIO VARGAS - O DIA EM QUE O BRASIL PAROU;B0400119400000;29/09/2004;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;45;1;2004;2004;INDEFINIDO;NÃO;TELEVISÃO GAÚCHA S/A;92.735.877/0001-49;RS;PORTO ALEGRE
500 ALMAS;B0400163000000;07/12/2004;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;109;1;2004;2004;INDEFINIDO;NÃO;GRIFA PRODUÇÕES CINEMATOGRÁFICAS, AUDIOVISUAIS E ARTÍSTICAS LTDA.;01.486.085/0001-22;SP;SAO PAULO
750 - CIDADE DE DEUS;B0400064900000;23/11/2004;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20;;2002;;INDEFINIDO;NÃO;TAMBKE FILMES LTDA;74.107.475/0001-18;SP;SAO PAULO
A BABEL DA LUZ;B0400067200000;17/03/2004;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;1992;;INDEFINIDO;NÃO;USINA DE KYNO LTDA - ME;76.421.049/0002-60;RJ;RIO DE JANEIRO
A CAÇADA DA RAINHA;B0400057000000;11/11/2004;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;9;;2003;;INDEFINIDO;NÃO;DHARMA FILMES E VIVENCIAS CINEMATOGRAFICAS LTDA ­ ME;04.482.216/0001-91;GO;ALTO PARAISO DE GOIAS
A CONSPIRAÇÃO DO SILÊNCIO;B0400128700000;06/10/2004;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;105;1;2003;2003;INDEFINIDO;NÃO;RDA PRODUTORA E DISTRIBUIDORA DE FILMES LTDA;01.447.724/0001-40;DF;BRASILIA
A DONA DA HISTÓRIA;B0400127100000;18/10/2004;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;88;1;2004;2004;SALAS DE EXIBIÇÃO;NÃO;LEREBY PRODUÇÕES LTDA;02.605.295/0001-55;RJ;RIO DE JANEIRO
