TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""ESMERALDA"" - A JOIA DO FLAMENCO";B2200247400000;29/06/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;70,9;;2022;;SALAS DE EXIBIÇÃO;NÃO;PA PRODUTORES ASSOCIADOS LTDA;54.836.861/0001-33;SP;SAO PAULO
"""EU QUASE QUE NADA SEI..."" - UMA HISTÓRIA DE APRENDIZAGEM";B2200247900000;29/06/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;34,6;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CENTRO POPULAR DE CULTURA E DESENVOLVIMENTO;19.212.117/0001-67;MG;BELO HORIZONTE
#;B2200390500000;13/10/2022;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2022;;SALAS DE EXIBIÇÃO;NÃO;CINEMA BRUTO PRODUCAO CINEMATOGRAFICA E CULTURAL LTDA;23.234.999/0001-39;RJ;RIO DE JANEIRO
#PARTIUFAMA;B2200223300000;13/06/2022;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;89,7;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RUBI FILMES E PRODUCOES ARTISTICAS LTDA;17.383.231/0001-24;RJ;RIO DE JANEIRO
(071) PREFIXO DE TESÃO;B2200390900000;13/10/2022;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;29,4;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PB BRASIL ENTRETENIMENTO LTDA;08.844.841/0001-97;RJ;RIO DE JANEIRO
+ AMOR;B2200353100000;19/09/2022;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,5;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;J.F. DOS SANTOS PRODUÇÕES MUSICAIS;44.275.081/0001-08;SP;SAO PAULO
/LOST+FOUND;B2200066100000;15/02/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;385,3;13;2022;2022;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DILUVIO FILMES PRODUCOES ARTISTICAS LTDA;13.571.915/0001-07;RJ;RIO DE JANEIRO
100 ANOS DE RADIO NO BRASIL;B2200466000000;12/12/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;50;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
100 MILHÕES DE SEMENTES;B2200264100000;11/07/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;60;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
171;B2200317100000;26/08/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95;;2022;;SALAS DE EXIBIÇÃO;NÃO;C R PRODUCOES - FOTO, CINE-VIDEO LTDA;05.780.593/0001-70;SP;SAO PAULO
190;B2200025300000;17/01/2022;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,5;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;BOOGIE NAIPE ESTILOS LTDA;14.404.794/0001-63;SP;SAO PAULO
1999 - A CONQUISTA DA AMÉRICA;B2200063900000;14/02/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;99;;2022;;SALAS DE EXIBIÇÃO;NÃO;CANAL AZUL CONSULTORIA AUDIOVISUAL LTDA;04.350.398/0001-47;SP;SAO PAULO
1G DE AMOR;B2200045800000;01/02/2022;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,9;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NEUTRA PRODUTORA LTDA - ME;01.824.647/0001-09;MG;BELO HORIZONTE
2 ELEFANTES;B2200314600000;24/08/2022;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20;;2022;;SALAS DE EXIBIÇÃO;NÃO;JOSE ANTONIO DE SOUZA NETO EVENTOS;09.511.998/0001-63;SP;SAO PAULO
200 ANOS DE INDEPENDÊNCIA - AINDA TEM PENDÊNCIA?;B2200321100000;31/08/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;50;;2022;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
2021;B2200019800000;12/01/2022;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,9;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LM MUSIC EMPREENDIMENTOS ARTISTICOS EIRELI;26.086.753/0001-55;RJ;RIO DE JANEIRO
22 EM XXI;B2200087800000;07/03/2022;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;50;;2022;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;03.667.884/0001-20;SP;SAO PAULO
