TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
(IN)VULNERÁVEIS;B2500492000000;21/11/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;146,1;4;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;JABUTI FILMES LTDA;08.823.347/0001-46;RJ;RIO DE JANEIRO
+ ATIVO;B2500474900000;11/11/2025;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;360;24;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NIRVANA TECNOLOGIA DIGITAL LTDA;24.815.120/0001-05;SP;SAO PAULO
+ SÉRIES;B2500520200000;11/12/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;360;24;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NIRVANA TECNOLOGIA DIGITAL LTDA;24.815.120/0001-05;SP;SAO PAULO
+40 ANOS DO CLUBE DO SAMBA;B2500206200000;13/05/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;78,2;;2025;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;PLAY PARTICIPAÇÕES E COMUNICAÇÕES LTDA;07.855.726/0001-55;RJ;RIO DE JANEIRO
,ÁGUAS GIGANTES;B2500482800000;17/11/2025;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,2;;2025;;OUTROS MERCADOS;NÃO;ROBERTO PRADO DE OLIVEIRA;PESSOA FÍSICA;PR;CURITIBA
...NÉVOA, ERVAS E TAMBORES...;B2500377300000;09/09/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;86;;2025;;SALAS DE EXIBIÇÃO;NÃO;CUNHAPORA FILMES LTDA;24.345.970/0001-97;TO;PALMAS
1,2,3 TESTANDO.;B2500276900000;30/06/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;36,2;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CINTRA PRODUÇÃO IMAGEM E MARKETING LTDA ME;34.969.158/0001-96;RJ;RIO DE JANEIRO
10 ANOS DE PAPO;B2500240200000;03/06/2025;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM TEMPORADA ÚNICA;240;8;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
10 SEGUNDOS;B2500362600000;26/08/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;18,1;;2025;;SALAS DE EXIBIÇÃO;NÃO;THIAGO OLIVEIRA MARTINS;PESSOA FÍSICA;GO;VALPARAISO DE GOIAS
100 REAIS;B2500057600000;14/02/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,6;;2025;;SALAS DE EXIBIÇÃO;NÃO;EUDAEMONIA PROJETOS DIGITAIS LTDA;53.870.114/0001-59;SP;CAMPINAS
1001 NOITES: O CORNO E O CORRETOR;B2500233400000;29/05/2025;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;30,0;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;EDIY PRODUCOES LTDA;35.805.866/0001-54;SP;SAO PAULO
120 DIAS DE MOTO PELO BRASIL;B2500508600000;04/12/2025;DEFERIDO;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;110;5;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LEBLON AUDIOVISUAL LTDA;42.457.308/0001-00;SP;SAO PAULO
152 AB;B2500398800000;22/09/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20,8;;2025;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;FUSKAZUL FILMES LTDA;29.976.077/0001-83;MG;BELO HORIZONTE
18 ANOS KUÑANGUE;B2500132900000;28/03/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;21,9;;2025;;OUTROS MERCADOS;NÃO;SONHARES FILMES LTDA;40.379.956/0001-60;MS;CAMPO GRANDE
1961;B2500084500000;27/02/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;158,6;3;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CIRCUNSTÂNCIA CINEMATOGRÁFICA E PRODUÇÕES ARTÍSTICAS LTDA.;11.400.274/0001-94;SP;SAO PAULO
1A. MOSTRA VIOLAS BRASILEIRAS: O SOM DO BRASIL;B2500348600000;16/08/2025;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;1100;11;2024;2024;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;VIOLAS BRASILEIRAS PRODUCOES LTDA;51.546.564/0001-65;SP;SAO PAULO
2 + 2 = 5;B2500197400000;08/05/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;99,9;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NADA CONSTA PRODUÇÕES ARTÍSTICAS LTDA.;33.077.731/0001-94;DF;BRASILIA
2 DIE 4;B2500371100000;02/09/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;60,4;;2025;;SALAS DE EXIBIÇÃO;NÃO;ABDALA BROTHERS LTDA;30.052.982/0001-26;SP;CABREUVA
22º EDIÇÃO CAMAROTE SOLIDÁRIO DA  AGÊNCIA AIDS;B2500413700000;03/10/2025;DEFERIDO;JORNALÍSTICA;;COMUM;NÃO SERIADA;20;;2025;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;ENCONTRO INFORMAL COMUNICACAO E SERVICOS LTDA;00.035.199/0001-93;SP;SAO PAULO
3 ATOS DE MOISÉS;B2500324300000;01/08/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;72,6;;2025;;SALAS DE EXIBIÇÃO;SIM;E PRA ONTEM FILMES PRODUCOES ARTISTICAS LTDA;18.204.217/0001-89;RJ;RIO DE JANEIRO
3 OBÁS DE XANGÔ;B2500005500000;07/01/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;75,3;;2025;;SALAS DE EXIBIÇÃO;NÃO;KINOTV LTDA.;02.298.682/0001-96;RJ;RIO DE JANEIRO
30 DIAS;B2500094800000;10/03/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,1;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LUCAS YOUNES DE ARAUJO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
37 GRAUS;B2500371000000;02/09/2025;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,7;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MARIANA LAVIAGUERRE PORTO;PESSOA FÍSICA;SP;SAO PAULO
4ª CÚPULA MUNDIAL DE MÍDIA PARA CRIANÇAS E ADOLESCENTES - 20 ANOS DEPOIS;B2500402600000;24/09/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;33,1;;2025;;NENHUMA DAS OPÇÕES;NÃO;MULTIRIO - EMPRESA MUNICIPAL DE MULTIMEIOS LTDA;74.114.471/0001-67;RJ;RIO DE JANEIRO
50 ANOS DA CAPOEIRA NA CIDADE DE JAÚ;B2500101000000;12/03/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;86,7;;2025;;VIDEO DOMÉSTICO;NÃO;RICARDO FERNANDES RODRIGUES LTDA;35.594.684/0001-81;SP;JAU
50% MINHA;B2500425300000;10/10/2025;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;149;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;UNIC FILM PRODUÇÕES LTDA;13.436.513/0001-91;SP;BARUERI
7 CHAVES;B2500464100000;04/11/2025;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,1;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;47.707.461 BARBARA DA SILVA FIGUEIREDO;47.707.461/0001-62;SP;SAO PAULO
8 DE JANEIRO: MEMÓRIA, RESTAURAÇÃO E DEMOCRACIA;B2500228600000;27/05/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;51,1;;2025;;SALAS DE EXIBIÇÃO;NÃO;UNIVERSIDADE FEDERAL DE PELOTAS;92.242.080/0001-00;RS;PELOTAS
8 SEGUNDOS – O DESAFIO;B2500325600000;04/08/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;115,0;;2025;;SALAS DE EXIBIÇÃO;NÃO;NEW CINE & TV LTDA;14.779.327/0001-18;RJ;RIO DE JANEIRO
90 DECIBÉIS;B2500523100000;15/12/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;91;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A 12 PASSOS DA LIBERDADE;B2500203800000;13/05/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;27,7;;2025;;SALAS DE EXIBIÇÃO;NÃO;BRUNO DE MOURA SETTE;PESSOA FÍSICA;MG;PASSOS
A ABOLIÇÃO DO TEMPO;B2500075500000;23/02/2025;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;1,5;;2025;;OUTROS MERCADOS;NÃO;FLCM SILVA PRODUCOES;14.367.222/0001-51;RJ;RIO DE JANEIRO
A AGENTE;B2500098800000;11/03/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,3;;2025;;SALAS DE EXIBIÇÃO;NÃO;54.955.039 PEDRO KEIZO MIYOSHI;54.955.039/0001-91;MS;CAMPO GRANDE
A ARCA DO ZIRALDO;B2500178600000;22/04/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;162,9;13;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FBL E ASSOCIADOS, COMUNICAÇÕES LTDA;73.364.879/0001-24;RJ;RIO DE JANEIRO
A ARTE COMO RESISTÊNCIA: CARNAVAL EM CARANGOLA VIVE;B2500078800000;25/02/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;22,3;;2025;;VIDEO DOMÉSTICO;NÃO;FRAME PRODUTORA AUDIOVISUAL - LTDA;37.317.214/0001-04;MG;CARANGOLA
A ARTE DE REBECA: PINTANDO PARA VIVER;B2500091000000;06/03/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,9;;2025;;OUTROS MERCADOS;NÃO;VOX LUX PRODUCAO LTDA - ME;28.977.117/0001-49;MA;SAO LUIS
A ARTE QUE SALVA;B2500264300000;20/06/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;119;17;2025;2025;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;ARTMIG - CINEMA E AUDIOVISUAL;13.872.884/0001-16;SP;SAO PAULO
A ARTE RESPIRA;B2500209600000;15/05/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6;;2025;;SALAS DE EXIBIÇÃO;NÃO;29.940.417 THOMAS LEHNHART DE MORAES;29.940.417/0001-16;RS;SANTA MARIA
A AVENTURA DE PATYZULI NO CÍRIO;B2500303800000;21/07/2025;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;2025;;SALAS DE EXIBIÇÃO;NÃO;DANIELLA ANDRADE EGUCHI;PESSOA FÍSICA;PA;BELEM
A BAHIA DE CARYBÉ;B2500521500000;12/12/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;;2025;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;JPL PRODUÇÕES LTDA;23.315.965/0001-79;BA;SALVADOR
A BAHIA ME FEZ ASSIM;B2500038600000;06/02/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;71,1;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;NICLO CONTEUDO E ENTRETENIMENTO LTDA - EPP;09.023.910/0001-64;BA;SALVADOR
A BARRACA DE GUTO;B2500236800000;31/05/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;72,4;5;2025;2025;OUTROS MERCADOS;NÃO;PITACO FILMES PRODUCOES AUDIOVISUAIS LTDA;48.537.548/0001-00;SP;PIRACICABA
A BELEZA OCULTA NO PODER FEMININO;B2500225800000;23/05/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;50,2;;2025;;NENHUMA DAS OPÇÕES;NÃO;DÓ MAIOR PRODUÇÕES ARTÍSTICAS E MUSICAIS LTDA;34.805.386/0001-20;RJ;RIO DE JANEIRO
A BIBLIOTECA VIVA;B2500455700000;29/10/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;38;;2025;;NENHUMA DAS OPÇÕES;NÃO;34.736.679 CAMILA MENEZES FIGUEREDO;34.736.679/0001-01;RS;NOVA PETROPOLIS
A BOLA MÁGICA - DE PAI PARA FILHO;B2500482700000;17/11/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,5;;2025;;SALAS DE EXIBIÇÃO;NÃO;FÁBRICA DE FILMES COMUNICAÇÃO LTDA;08.060.504/0001-09;SP;SAO PAULO
A BOLHA;B2500142400000;03/04/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;18,6;;2025;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;GESTO DE CINEMA PRODUCOES AUDIOVISUAIS LTDA - ME;21.108.914/0001-40;SC;FLORIANOPOLIS
A BRUXA DO ARCO DO TELES;B2500016000000;15/01/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,9;;2025;;OUTROS MERCADOS;NÃO;51.033.000 ALAN ALVES FERREIRA;51.033.000/0001-29;RJ;RIO DE JANEIRO
A CAIXA PRETA DE FERNANDO MORAIS;B2500200700000;09/05/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;187,9;4;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MOONSHOT CREATIVE LAB PRODUÇÕES ARTÍSTICAS LTDA.;67.942.250/0001-11;SP;SAO PAULO
A CAMINHADA;B2500497800000;26/11/2025;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;56;;2025;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;TELEVISAO CACHOEIRA DO SUL LTDA;89.784.037/0001-61;RS;CACHOEIRA DO SUL
A CAPITAL DO BASQUETE;B2500537400000;26/12/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;87,9;;2025;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;OLÉ PRODUÇÕES LTDA;09.019.897/0001-70;SP;SAO PAULO
A CASA AMARELA;B2500343600000;15/08/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,3;;2024;;SALAS DE EXIBIÇÃO;NÃO;BEIJA FLOR FILMES LTDA;04.952.911/0001-70;PR;CURITIBA
A CASA DO ELEFANTE;B2500010400000;10/01/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95;;2025;;SALAS DE EXIBIÇÃO;NÃO;ESPACO VIDEO LTDA;01.900.387/0001-03;RO;PORTO VELHO
A CASA SINISTRA;B2500081900000;26/02/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;17,3;;2025;;OUTROS MERCADOS;NÃO;INSTITUTO DE DESENVOLVIMENTO SOCIAL E GESTÃO DE PROD. CULTURAL, ARTÍSTICA E AUDIOVISUAL-MARLIN AZUL;03.132.906/0001-58;ES;VITORIA
A CAVERNA;B2500343700000;15/08/2025;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2025;;SALAS DE EXIBIÇÃO;NÃO;BEIJA FLOR FILMES LTDA;04.952.911/0001-70;PR;CURITIBA
A CERVEJA EXPLICA! UMA TERAPIA DE BOTEQUIM;B2500498900000;27/11/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;215,0;10;2025;2025;OUTROS MERCADOS;NÃO;BRUTA FLOR FILMES LTDA;19.138.730/0001-81;SP;SAO PAULO
A CHAMA;B2500450300000;24/10/2025;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,5;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ALANDERSON ALVES RAMALHO;PESSOA FÍSICA;AC;RIO BRANCO
A CHUVA;B2500240000000;03/06/2025;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,7;;2025;;OUTROS MERCADOS - AUDIOVISUAL EM TRANSPORTE COLETIVO;NÃO;RAFAELA UCHOA DE AZEVEDO;PESSOA FÍSICA;BA;SALVADOR
A CIDADE;B2500294400000;11/07/2025;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,0;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LAGUM PRODUCAO MUSICAL LTDA;31.133.282/0001-29;MG;BELO HORIZONTE
A CIDADE QUE AINDA SONHA;B2500327800000;05/08/2025;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52,1;;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CAMISA LISTRADA BH PRODUCOES AUDIOVISUAIS LTDA;04.102.780/0001-31;MG;BELO HORIZONTE
