TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
ACÚSTICO MTV ZECA PAGODINHO 2 - GAFIEIRA;B0600599100000;18/10/2006;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;200;;2006;;INDEFINIDO;NÃO;ABRIL RADIODIFUSAO S.A.;03.555.171/0001-75;SP;SAO PAULO
ADA E EVAN;B0600528700000;20/06/2006;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3;1;2000;2000;INDEFINIDO;NÃO;DR. BASS PRODUTORA DE AUDIOVISUAL LTDA;00.914.483/0001-30;RJ;RIO DE JANEIRO
AFINANDO A LÍNGUA - 2006;B0600559600000;31/07/2006;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;30;13;2006;2006;INDEFINIDO;NÃO;FUNDAÇÃO ROBERTO MARINHO;29.527.413/0001-00;RJ;RIO DE JANEIRO
AFRO REGGAE DVD;B0600575900000;29/08/2006;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;150;;2006;;INDEFINIDO;NÃO;LUZ MÁGICA PRODUÇÕES AUDIOVISUAIS LTDA;73.586.513/0001-08;RJ;RIO DE JANEIRO
AGNALDO PERIGO À VISTA;B0600622400000;06/12/2006;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;93;;1969;;INDEFINIDO;NÃO;OLYMPUS FILMES E CONTEUDO LTDA;44.486.728/0001-40;SP;SAO PAULO
AGORA QUE SÃO ELES PARTE I;B0600455800000;19/01/2006;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;1;2003;2003;INDEFINIDO;NÃO;FALLMS DISTRIBUIÇÃO DE FITAS LTDA;02.341.697/0001-90;SP;BARUERI
AGORA QUE SÃO ELES PARTE II;B0600457800000;19/01/2006;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;1;2003;2003;INDEFINIDO;NÃO;FALLMS DISTRIBUIÇÃO DE FITAS LTDA;02.341.697/0001-90;SP;BARUERI
AGRIDOCE;B0600507400000;10/05/2006;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3;1;2006;2006;INDEFINIDO;NÃO;ROTOMUSIC PRODUÇÕES E EVENTOS LTDA;00.878.771/0001-86;MG;BELO HORIZONTE
AIDE-MEMOIRE - CAMINHOS DA DIPLOMACIA BRASILEIRA;B0600510600000;17/05/2006;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;1;1997;1997;INDEFINIDO;NÃO;JOM TOB DE AZULAY;PESSOA FÍSICA;RJ;RIO DE JANEIRO
AIDS - DOCUMENTO;B0600593700000;06/10/2006;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;60;;2002;;INDEFINIDO;NÃO;ABRIL RADIODIFUSAO S.A.;03.555.171/0001-75;SP;SAO PAULO
AJUÊ SÃO BENEDITO;B0600528100000;19/06/2006;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76;1;2004;2004;INDEFINIDO;NÃO;F.P.S. MIRANDA COMUNICAÇÃO AUDIOVISUAL;03.238.376/0001-27;PA;BELEM
