TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
12 ANOS;B0800937500000;31/10/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;11;;2007;;INDEFINIDO;NÃO;MARILIA NOGUEIRA SILVEIRA;07.905.850/0001-88;MG;SAO SEBASTIAO DO PARAISO
15 MINUTOS;B0800887200000;07/07/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;SERIADA;15;1;2008;2008;INDEFINIDO;NÃO;ABRIL RADIODIFUSAO S.A.;03.555.171/0001-75;SP;SAO PAULO
190 TV;B0800915900000;05/09/2008;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;213,9;13;2008;2008;INDEFINIDO;NÃO;MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA;08.346.159/0001-74;SP;SAO PAULO
1958 O ANO EM QUE O MUNDO DESCOBRIU O BRASIL;B0800873400000;26/05/2008;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;84,8;;2008;;INDEFINIDO;NÃO;PALMARES PRODUÇÕES E JORNALISMO LTDA;35.792.621/0001-30;RJ;RIO DE JANEIRO
2 FILHAS DE CHICO;B0800912100000;03/09/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2005;;INDEFINIDO;NÃO;A.S. BRASIL DISTRIBUIDORA DE FILMES LTDA - EPP;06.938.292/0001-94;SP;POA
2 GATAS PARA CADA HOMEM;B0800939000000;02/11/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2008;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
2008 CARNAVAL;B0800939500000;02/11/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2008;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
220 VOLTS # 2;B0800915800000;05/09/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;110;;2004;;INDEFINIDO;NÃO;A.S. BRASIL DISTRIBUIDORA DE FILMES LTDA - EPP;06.938.292/0001-94;SP;POA
2DE80 ¿ PASSAGEM PRA DOIS;B0800894900000;30/07/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;13;;2007;;INDEFINIDO;NÃO;ERICA SERRA DE MOURA;PESSOA FÍSICA;SP;SAO PAULO
3 ANOS DE MASSACRE, 3 ANOS DE IMPUNIDADE;B0800874500000;28/05/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;26,6;;2007;;INDEFINIDO;NÃO;NOVO OLHAR MULTIMÍDIA LTDA-ME;02.851.014/0001-44;SP;SAO PAULO
3 HERÓIS;B0800818600000;22/01/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1;;1999;;INDEFINIDO;NÃO;ESTÚDIO CONSEQUÊNCIA DE ANIMAÇÃO LTDA EPP;03.971.011/0001-07;RJ;RIO DE JANEIRO
3 LINHAS;B0800885000000;02/07/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;28,7;;2003;;INDEFINIDO;NÃO;LATITUDE AUDIOVISUAL PRODUCOES LTDA;04.399.431/0001-23;CE;FORTALEZA
4=1;B0800854800000;24/04/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,9;;2007;;INDEFINIDO;NÃO;NEOPLASTIQUE ENTRETENIMENTO LTDA;08.296.780/0001-70;SP;SAO PAULO
4X NÓS DO MORRO;B0800823400000;12/02/2008;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;68;;2007;;INDEFINIDO;NÃO;CAVIDEO PRODUÇÕES COMÉRCIO E LOCAÇÃO DE FILMES LTDA;01.666.326/0001-15;RJ;RIO DE JANEIRO
65 DESTINOS INDUTORES - ESTUDO DE COMPETITIVIDADE;B0800877400000;06/06/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;120;;2008;;INDEFINIDO;NÃO;SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC;33.469.172/0001-68;RJ;RIO DE JANEIRO
69 - PRAÇA DA LUZ;B0800963000000;15/12/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;21;;2007;;INDEFINIDO;NÃO;CAROLINA MARKOWICZ BASTOS;PESSOA FÍSICA;SP;SAO PAULO
69 SEMANAS DE SEXO;B0800955300000;29/11/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2008;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
69 VOCÊ GOSTA?;B0800912200000;03/09/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2006;;INDEFINIDO;NÃO;A.S. BRASIL DISTRIBUIDORA DE FILMES LTDA - EPP;06.938.292/0001-94;SP;POA
80 VOL 02;B0800930700000;10/10/2008;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76;;2008;;INDEFINIDO;NÃO;RWR COMUNICAÇÕES LTDA.;03.948.703/0001-34;SP;SANTANA DE PARNAIBA
9 MM SÃO PAULO;B0800905700000;19/08/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;611;13;2008;2008;INDEFINIDO;NÃO;RPJ PRODUTORES ASSOCIADOS LTDA;05.161.846/0001-27;SP;SAO PAULO
A ALMA DE UMA ORQUESTRA - RIO JAZZ ORCHESTRA;B0800849000000;09/04/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;65;;2008;;INDEFINIDO;NÃO;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA;34.075.739/0001-84;RJ;RIO DE JANEIRO
A AMANTE;B0800864500000;07/05/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2007;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A ARMADA - O OUTRO LADO DO DESCOBRIMENTO;B0800918000000;12/09/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;14;;2007;;INDEFINIDO;NÃO;MUIRAQUITA FILMES E PRODUCOES ARTISTICAS LTDA;04.728.553/0001-16;SP;SAO PAULO
A ARTE DA GASTRONOMIA PELO BRASIL;B0800870800000;15/05/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;253,6;9;2004;2004;INDEFINIDO;NÃO;GIRAS FILMES COMUNICAÇÃO LTDA;05.643.831/0001-03;SP;SAO PAULO
A ARTE DE AMAR BEM;B0800852700000;18/04/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;90;;1970;;INDEFINIDO;NÃO;FLORENTINO LLORENTE;PESSOA FÍSICA;SP;COTIA
A BARRA FUNDA PEDE PASSAGEM;B0800827900000;25/02/2008;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2006;;INDEFINIDO;NÃO;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS DE CINEMA, TELEVISÃO E ON LINE (BAIXADO);05.216.628/0001-42;SP;SAO PAULO
A BOSSA DE ANSELMO MAZZONI;B0800902700000;12/08/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;37,8;;2008;;INDEFINIDO;NÃO;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA;34.075.739/0001-84;RJ;RIO DE JANEIRO
A CABANA - THE SHED;B0800948800000;18/11/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1,6;;2006;;INDEFINIDO;NÃO;CARLOS EDUARDO DE GUSMAO BESSA;PESSOA FÍSICA;PA;BELEM
A CAMINHO DA EXTINÇÃO;B0800955000000;29/11/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2,4;;2007;;INDEFINIDO;NÃO;ESTÚDIO F7 DE CRIAÇÃO LTDA.;03.061.609/0001-69;MG;UBERLANDIA
A CANTIGA DA VELHA A FIAR;B0800958100000;05/12/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,7;;2007;;INDEFINIDO;NÃO;FERNANDO AUGUSTO DIAS DA SILVA;PESSOA FÍSICA;SP;SAO PAULO
A CANTORIA;B0800952400000;24/11/2008;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,5;;1970;;INDEFINIDO;NÃO;THOMAZ J. FARKAS (BAIXADA);60.509.841/0001-50;SP;COTIA
A CASA DO TOM - MUNDO, MONDE, MONDO;B0800821400000;31/01/2008;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;58;;2007;;INDEFINIDO;NÃO;DAS DUAS PRODUÇÕES E EDIÇÕES ARTÍSTICAS LTDA.;06.985.344/0001-83;RJ;RIO DE JANEIRO
A CAUDA DO DINOSSAURO;B0800817400000;15/01/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;17;;2007;;INDEFINIDO;NÃO;MUIRAQUITA FILMES E PRODUCOES ARTISTICAS LTDA;04.728.553/0001-16;SP;SAO PAULO
A CEIA DOS ORIXÁS;B0800843400000;27/03/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;9;;1980;;INDEFINIDO;NÃO;PRODUÇÕES CINEMATOGRÁFICAS LC BARRETO LTDA;33.450.990/0001-19;RJ;RIO DE JANEIRO
A CERCA;B0800847100000;04/04/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4;;2007;;INDEFINIDO;NÃO;EMVIDEO EVENTOS AUDIOVISUAIS LTDA;07.071.805/0001-75;MG;BELO HORIZONTE
A CUÍCA;B0800949900000;19/11/2008;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;9,5;;1978;;INDEFINIDO;NÃO;THOMAZ J. FARKAS (BAIXADA);60.509.841/0001-50;SP;COTIA
A CÂNTAROS;B0800963100000;15/12/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5;;2008;;INDEFINIDO;NÃO;CABOCLA - PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS;03.651.886/0001-21;PA;BELEM
A DAMA DE VERMELHO;B0800960900000;11/12/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2007;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A DESFORRA DA TITIA;B0800911300000;01/09/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;1995;;INDEFINIDO;NÃO;SEQUÊNCIA 1 LTDA;68.310.432/0001-32;SP;SAO PAULO
A DESPEDIDA DE SOLTEIRO DO ERASMO;B0800829100000;27/02/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2007;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A ENTREVISTA;B0800914700000;04/09/2008;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,0;;1967;;INDEFINIDO;NÃO;RADIANTE FILMES LTDA;02.376.263/0001-25;RJ;RIO DE JANEIRO
A ESPANHA DE MARIA;B0800828400000;26/02/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;54;;1993;;INDEFINIDO;NÃO;STUDIO AR MUSICAL E AUDIOVISUAL LTDA. - ME;69.126.142/0001-04;SP;CAMPINAS
A ESTRANHA HOSPEDARIA DOS PRAZERES;B0800936400000;28/10/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;81;;1976;;INDEFINIDO;NÃO;CAETANO ABBRUZZINI NETTO;PESSOA FÍSICA;SP;SAO PAULO
A ESTRELA OCULTA DO SERTAO;B0800936100000;28/10/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;85;;2005;;INDEFINIDO;NÃO;ELAINE EIGER;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A FESTA DA MENINA MORTA;B0800866000000;09/05/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;110;;2008;;SALAS DE EXIBIÇÃO;SIM;BANANEIRA FILMES LTDA.;02.140.120/0001-10;RJ;RIO DE JANEIRO
A FIANDEIRA;B0800845100000;01/04/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;11;;1970;;INDEFINIDO;NÃO;CASA DE CINEMA PRODUÇÕES LTDA;46.005.344/0001-94;SP;GUARATINGUETA
A FRUTA DO PRAZER MELANCIA;B0800955900000;29/11/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;123;;2008;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A GAROTA DA WEB SEX;B0800860000000;05/05/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2007;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A GAROTA DO COLEGIO;B0800868800000;13/05/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2003;;INDEFINIDO;NÃO;INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA;02.740.650/0001-07;SP;BARUERI
A GLAMOUROSA;B0800814700000;04/01/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;30;1;2007;2007;INDEFINIDO;NÃO;VERONICA CHAVES DE CARVALHO COSTA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A GRANDE FAMÍLIA MELHORES MOMENTOS;B0800934200000;17/10/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;1150,6;36;2001;2001;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A HISTORIA DE SEU JOÃO DAS ALFACES;B0800840700000;20/03/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;14;;2007;;INDEFINIDO;NÃO;GROIA FILMES CINEMATOGRÁFICA LTDA.;03.080.601/0001-40;MG;JUIZ DE FORA
A HISTÓRIA DE JOSÉ E MARIA;B0800843900000;28/03/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12;;1977;;INDEFINIDO;NÃO;PRODUÇÕES CINEMATOGRÁFICAS LC BARRETO LTDA;33.450.990/0001-19;RJ;RIO DE JANEIRO
A HUMILHAÇÃO E A DOR;B0800963200000;16/12/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;32;;1986;;INDEFINIDO;NÃO;TAPIRI CINEMATOGRÁFICA LTDA.;43.493.915/0001-99;SP;CAMPINAS
A LEI DO CÃO;B0800893800000;29/07/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;1967;;INDEFINIDO;NÃO;A S PRODUÇÕES CULTURAIS LTDA.;73.703.068/0001-00;RJ;RIO DE JANEIRO
A LENDA;B0800849500000;10/04/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,1;;2008;;INDEFINIDO;NÃO;R&R PRODUÇÕES ARTÍSTICAS LTDA;07.142.553/0001-28;RJ;RIO DE JANEIRO
A LENDA DE UBIRAJARA;B0800923900000;25/09/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;1975;;INDEFINIDO;NÃO;ANDRE LUIZ DA SILVEIRA OLIVEIRA;PESSOA FÍSICA;DF;BRASILIA
A LENTE E A JANELA;B0800874200000;27/05/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;12,2;;2005;;INDEFINIDO;NÃO;400 FILMES - SERVIÇOS DE PRODUÇÃO LTDA ME;09.065.789/0001-33;DF;BRASILIA
A LINDA ROSA JUVENIL;B0800893600000;28/07/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,4;;2008;;INDEFINIDO;NÃO;MULTIRIO - EMPRESA MUNICIPAL DE MULTIMEIOS LTDA;74.114.471/0001-67;RJ;RIO DE JANEIRO
A LINGUAGEM DA PERSUASÃO;B0800931600000;13/10/2008;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10;;1970;;INDEFINIDO;NÃO;FILMES DO SERRO LTDA.;33.451.113/0001-62;RJ;RIO DE JANEIRO
A LISTA;B0800814500000;03/01/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2007;;INDEFINIDO;NÃO;TELEVISÃO GAÚCHA S/A;92.735.877/0001-49;RS;PORTO ALEGRE
A LUTA;B0800920700000;17/09/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;28;;1997;;INDEFINIDO;NÃO;FABIO ALENCAR DE CARVALHO;PESSOA FÍSICA;MG;BELO HORIZONTE
A LÍNGUA DO NHEM;B0800963800000;17/12/2008;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1,5;;2006;;INDEFINIDO;NÃO;ESTÚDIO F7 DE CRIAÇÃO LTDA.;03.061.609/0001-69;MG;UBERLANDIA
A MAIOR ORGIA DO BRASIL;B0800860400000;05/05/2008;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;180;;2007;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A MALDIÇÃO DOS MARAGATOS;B0800837300000;14/03/2008;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2007;;INDEFINIDO;NÃO;TELEVISÃO GAÚCHA S/A;92.735.877/0001-49;RS;PORTO ALEGRE
A MAMADA;B0800958900000;08/12/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;14;;2008;;INDEFINIDO;NÃO;BRUNO ESTRELA GODINHO;PESSOA FÍSICA;DF;BRASILIA
A MARCHA;B0800858500000;30/04/2008;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;114;;1972;;INDEFINIDO;NÃO;CINEDISTRI PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;05.283.625/0001-21;SP;SAO PAULO
