TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
!;B0500367900000;13/09/2005;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3;1;2005;2005;INDEFINIDO;NÃO;ROTOMUSIC PRODUÇÕES E EVENTOS LTDA;00.878.771/0001-86;MG;BELO HORIZONTE
"""AZYLLO MUITO LOUCO""";B0500240500000;21/03/2005;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;83;1;1969;1969;INDEFINIDO;NÃO;REGINA FILMES LTDA;42.164.699/0001-75;RJ;RIO DE JANEIRO
"""CHIC"" UM GUIA BÁSICO DE MODA E ESTILO";B0400153000000;13/05/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;74;1;2002;2002;INDEFINIDO;NÃO;GEO PRODUÇÕES VISUAIS LTDA.;03.760.889/0001-01;SP;SAO PAULO
"""EL JUSTICEIRO""";B0500240400000;21/03/2005;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;80;1;1966;1966;INDEFINIDO;NÃO;REGINA FILMES LTDA;42.164.699/0001-75;RJ;RIO DE JANEIRO
"""GRAND CENTRAL STATION""";B0500242400000;29/03/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;30;1;1996;1996;INDEFINIDO;NÃO;ZORA MÍDIA LTDA - ME;05.885.763/0001-80;SP;SAO PAULO
"""MANDACARU VERMELHO""";B0500239800000;21/03/2005;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;76;1;1960;1960;INDEFINIDO;NÃO;REGINA FILMES LTDA;42.164.699/0001-75;RJ;RIO DE JANEIRO
"""TOCA UMA REGUEIRA AÍ!""";B0500314100000;01/08/2005;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4;1;2005;2005;INDEFINIDO;NÃO;FOCUS FILMS LTDA;05.167.381/0001-11;RJ;RIO DE JANEIRO
...PARA ENTRAR NA HISTÓRIA;B0500441000000;09/12/2005;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1;1;2001;2001;INDEFINIDO;NÃO;FUZO PRODUÇÕES VIDEOGRÁFICAS LTDA - EPP;68.555.721/0001-00;RJ;RIO DE JANEIRO
02: CONJUNTO RESIDENCIAL;B0500437700000;30/11/2005;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5;1;2005;2005;INDEFINIDO;NÃO;ADAMS TEIXEIRA DE CARVALHO;PESSOA FÍSICA;SP;SAO PAULO
1 É POUCO, 2 É BOM DEMAIS!!!;B0500275500000;06/06/2005;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;1;2004;2004;INDEFINIDO;NÃO;VAN BLAD COMUNICAÇÃO E ENTRETENIMENTO LTDA.;04.604.233/0001-54;SP;SAO PAULO
10 CENTAVOS;B0500431700000;18/11/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1;1;2005;2005;INDEFINIDO;NÃO;DANIELE EBLING MATTOS;PESSOA FÍSICA;SP;SAO PAULO
100 XURUMELA;B0500413000000;01/11/2005;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;1;2003;2003;INDEFINIDO;NÃO;DUETO FILMES E PARTICIPAÇÕES LTDA (BAIXADA);03.831.332/0001-06;RJ;RIO DE JANEIRO
100% ANAL;B0500328700000;22/08/2005;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;115;1;2001;2001;INDEFINIDO;NÃO;INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA;02.740.650/0001-07;SP;BARUERI
100% ANAL E COM FORÇA;B0500256000000;12/07/2005;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;1;2004;2004;INDEFINIDO;NÃO;ATLAS DISTRIBUIDORA DE FILMES LTDA - EPP;06.130.896/0001-00;SP;INDAIATUBA
11 MULHERES E NENHUM SEGREDO;B0500422500000;09/11/2005;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;140;1;2005;2005;INDEFINIDO;NÃO;FALLMS DISTRIBUIÇÃO DE FITAS LTDA;02.341.697/0001-90;SP;BARUERI
14 MAIS  VOL.1, AS;B0500232500000;15/03/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;71;1;2005;2005;INDEFINIDO;NÃO;SONY MUSIC ENTERTAINMENT BRASIL LTDA;43.203.520/0001-04;RJ;RIO DE JANEIRO
14 MAIS VOL2, AS;B0500232600000;15/03/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;71;1;2005;2005;INDEFINIDO;NÃO;SONY MUSIC ENTERTAINMENT BRASIL LTDA;43.203.520/0001-04;RJ;RIO DE JANEIRO
19 ANINHOS;B0500292800000;30/06/2005;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;100;1;2004;2004;INDEFINIDO;NÃO;ATLAS DISTRIBUIDORA DE FILMES LTDA - EPP;06.130.896/0001-00;SP;INDAIATUBA
1932 - A GUERRA CIVIL;B0500440100000;07/12/2005;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;1;1992;1992;INDEFINIDO;NÃO;TATU FILMES LTDA;47.095.641/0001-30;SP;SAO PAULO
1986;B0500280500000;13/06/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;11;1;2005;2005;INDEFINIDO;NÃO;WSET PRODUÇÕES E SERVIÇOS LTDA.;04.039.221/0001-24;RJ;RIO DE JANEIRO
1997;B0500448600000;27/12/2005;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3;1;2005;2005;INDEFINIDO;NÃO;MIDAS ESTUDIOS EIRELI;67.352.013/0001-09;SP;SAO PAULO
1º CURSO PRÁTICO DE CINEMA;B0500294400000;04/07/2005;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;28,5;1;1972;1972;INDEFINIDO;NÃO;CENTRO TÉCNICO AUDIOVISUAL / MINISTÉRIO DA CULTURA;03.221.904/0001-35;RJ;RIO DE JANEIRO
