TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
""" A PRIMEIRA MISSA""";B1301902100000;31/07/2013;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;92;;2013;;SALAS DE EXIBIÇÃO;SIM;CRYSTAL CINEMATOGRÁFICA LTDA;30.510.135/0001-68;RJ;RIO DE JANEIRO
"""55S4"" - A VIRADA";B1301847300000;11/06/2013;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2013;;INDEFINIDO;NÃO;FRANCISCO RAMALHO JUNIOR FILMES LTDA;52.308.558/0001-32;SP;SAO PAULO
"""A SANTA DE CASA E O POVO DE SANTO""";B1301731700000;05/02/2013;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26;;2012;;INDEFINIDO;NÃO;QUEM TV PRODUCOES, COMERCIO E PRODUCAO DE VIDEOS LTDA - ME;08.432.904/0001-06;PR;CURITIBA
"""ELZA SOARES - O GINGADO DA NÊGA""";B1301943100000;04/09/2013;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;51;;2013;;INDEFINIDO;NÃO;SOUL FILMES LTDA - ME;04.098.427/0001-25;RJ;RIO DE JANEIRO
"""EM CERTAS CAVERNAS GOTEJA A ÁGUA""";B1301866100000;26/06/2013;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,5;;2012;;INDEFINIDO;NÃO;LA NIÑA PRODUÇÕES ARTÍSTICAS LTDA;12.237.128/0001-52;RJ;RIO DE JANEIRO
"""HIV, E DAÍ ?""";B1302035100000;05/12/2013;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,3;;2013;;INDEFINIDO;NÃO;QUERO FILMES LTDA - ME;09.350.378/0001-90;SP;SANTOS
"""NEW YORK""";B1302058700000;20/12/2013;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2013;;INDEFINIDO;NÃO;CLAREIRA FILMES LTDA;13.878.127/0001-50;PR;LONDRINA
"""NO COMPASSO DO SAMBA"" - GRUPO DOSE CERTA";B1301930000000;21/08/2013;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4;;2013;;INDEFINIDO;NÃO;BOB DIAS VÍDEO COMUNICAÇÃO E MARKETING LTDA;08.860.995/0001-72;SP;SAO PAULO
"""O AMOR""";B1301777900000;01/04/2013;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,0;;2012;;INDEFINIDO;NÃO;DETOUR FILMS LTDA;08.889.030/0001-02;RS;PORTO ALEGRE
"""QUADERNA""";B1301992900000;22/10/2013;DEFERIDO;VÍDEOMUSICAL;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,8;;2013;;INDEFINIDO;NÃO;CLAREIRA FILMES LTDA;13.878.127/0001-50;PR;LONDRINA
