TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""AO FINAL DA CONVERSA, ELES SE DESPEDEM COM UM ABRAÇO""";B1700320600000;28/06/2017;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19,9;;2017;;NENHUMA DAS OPÇÕES;NÃO;BARAUNA PRODUCOES LTDA - ME;21.648.038/0001-45;RJ;RIO DE JANEIRO
"""DOS 80 AOS 40, 50...""";B1700242900000;17/05/2017;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,2;;2014;;OUTROS MERCADOS;NÃO;CRISTINA BARRETO DE MENEZES LOPES;PESSOA FÍSICA;SP;PIRACICABA
"""MAS MESMO ASSIM...""";B1700626700000;28/12/2017;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,4;;2017;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;EDUARDO VELLOSO BONAVITA;PESSOA FÍSICA;SP;SAO PAULO
"""N"". DE VANESSA";B1700262600000;26/05/2017;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,2;;2015;;SALAS DE EXIBIÇÃO;NÃO;MARIA CARMENCITA DA FELICIDADE JOB;PESSOA FÍSICA;SC;FLORIANOPOLIS
"""VOLTA""";B1700123000000;16/03/2017;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,5;;2017;;NENHUMA DAS OPÇÕES;NÃO;CARLOS CESAR SANTOS;PESSOA FÍSICA;GO;ANAPOLIS
"""ÓRFÃOS"" - O FILME";B1700233900000;12/05/2017;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95;;2016;;OUTROS MERCADOS;NÃO;GUSTAVO ACHILLES DE SOUZA QUINTELA;PESSOA FÍSICA;PA;BELEM
#AINDAMAISAPAIXONADINHOS;B1700062300000;10/02/2017;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,3;;2016;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;ALEXANDRE VINICIUS ESTEVANATO;PESSOA FÍSICA;SP;SAO JOSE DO RIO PRETO
#ERADOSGIGANTES;B1700338200000;10/07/2017;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;122;;2016;;SALAS DE EXIBIÇÃO;NÃO;RODOFERRO CONTEUDO AUDIOVISUAL LTDA;17.380.926/0001-52;DF;BRASILIA
#EUVOCÊTODASNÓS;B1700063800000;10/02/2017;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;53;;2017;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;COOPERATIVA DE TRABALHO DE PRODUCAO AUDIOVISUAL DE SAUDE, SANEAMENTO E MEIO-AMBIENTE LTDA - COOPAS;01.908.170/0001-31;RJ;RIO DE JANEIRO
#FALAGALERA;B1700424900000;25/08/2017;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;130;5;2017;2017;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;OFICINA DE CRIACAO DE FILMES LTDA;02.825.596/0001-94;MG;BELO HORIZONTE
