TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""AQUILO QUE ME SATISFAZ!""";B2000362500000;31/08/2020;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CLAUDIO MARCOS PEREIRA DE ASSIS;PESSOA FÍSICA;MG;VESPASIANO
"""MEU CAMINHO"" - JOTA";B2000442300000;27/10/2020;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,3;;2020;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;VINICIUS HENRIQUE DIAS;PESSOA FÍSICA;SP;SAO PAULO
"""THREE LITTLE BIRDS"" - NIKO DIAS";B2000453800000;28/10/2020;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,2;;2020;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;VINICIUS HENRIQUE DIAS;PESSOA FÍSICA;SP;SAO PAULO
#BRASILINCONSERTO;B2000234400000;17/06/2020;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;D'ASSIS EVENTOS LTDA;16.919.223/0001-97;SP;JUNDIAI
#JUSTICEIRA19;B2000525700000;08/12/2020;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,0;;2020;;NENHUMA DAS OPÇÕES;NÃO;M B DASSUMPCAO;34.668.989/0001-28;MG;BRUMADINHO
#MÚSICAEMCASA;B2000158700000;22/04/2020;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;20;10;2020;2020;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
#PRECISAMOSFALARSOBREISSO - CARTA PARA ALÉM DOS MUROS;B2000493600000;23/11/2020;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;54;;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;ANDRE DOS SANTOS CANTO DE OLIVEIRA;72.909.815/0001-07;SP;SAO PAULO
#PROVOCA;B2000462700000;05/11/2020;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;12210,0;255;2019;2025;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;FUND PE ANCHIETA CENTRO PAULISTA RADIO E TV EDUCATIVAS;61.914.891/0001-86;SP;SAO PAULO
#RESPEITAASMINA;B2000037700000;29/01/2020;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;250;10;2018;2018;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
#SAÚDE - QUARTA TEMPORADA;B2000065200000;17/02/2020;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;80;16;2020;2020;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;LIMA COMUNICAÇÃO LTDA;05.791.137/0001-25;BA;SALVADOR
