TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""CIGARRA""";B1900232300000;15/05/2019;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2018;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SINCRONIA FILMES LTDA;14.362.841/0001-53;SP;SAO PAULO
"""SE TU SOUBESSE""";B1900286700000;18/06/2019;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,3;;2019;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;VINICIUS HENRIQUE DIAS;PESSOA FÍSICA;SP;SAO PAULO
#JURI;B1900003000000;03/01/2019;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,1;;2018;;OUTROS MERCADOS;NÃO;CAFEINA CONSULTORIA E MARKETING LTDA;23.240.437/0001-06;MT;CUIABA
#MECHAMADEBRUNA - 4A TEMPORADA;B1900548000000;04/11/2019;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;360;8;2019;2019;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;TV ZERO CINEMA LTDA;03.360.320/0001-40;RJ;RIO DE JANEIRO
#NÃOVOUCALAR;B1900042000000;28/01/2019;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,1;;2018;;OUTROS MERCADOS;NÃO;AILA DE NAZARE CAMPOS MAGALHAES DA COSTA;PESSOA FÍSICA;PA;BELEM
#OFUTUROÉFEMININO;B1900089900000;22/02/2019;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;125;5;2019;2019;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MACUMBASURFCLUB FILMES LTDA;18.675.219/0001-56;RJ;RIO DE JANEIRO
#PARTIU;B1900129800000;20/03/2019;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;83,4;4;2019;2019;OUTROS MERCADOS;NÃO;CEARÁ FILMES E PRODUÇÕES LTDA - ME;08.941.218/0001-52;CE;FORTALEZA
#SAÚDE;B1900098200000;28/02/2019;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;100;20;2019;2019;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;LIMA COMUNICAÇÃO LTDA;05.791.137/0001-25;BA;SALVADOR
#SAÚDE - TERCEIRA TEMPORADA;B1900493900000;04/10/2019;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;80;16;2019;2019;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;LIMA COMUNICAÇÃO LTDA;05.791.137/0001-25;BA;SALVADOR
#SAÚDE SEGUNDA TEMPORADA;B1900305200000;28/06/2019;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;80;16;2019;2019;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;LIMA COMUNICAÇÃO LTDA;05.791.137/0001-25;BA;SALVADOR
