TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
5 VEZES BARCELLOS - A TRAJETORIA DE UM ATOR DE CINEMA;B0901103600000;30/10/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;18;;2003;;INDEFINIDO;NÃO;CAMERA 2 VIDEO FILMES LTDA;03.246.961/0001-79;RJ;RIO DE JANEIRO
50 ANOS DEPOIS - AGNALDO RAYOL;B0901003800000;03/04/2009;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;120;;2009;;INDEFINIDO;NÃO;MAGUS CINEMA E VIDEO LTDA.;09.026.374/0001-50;SP;SAO PAULO
90+5;B0901115800000;18/11/2009;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;56;;2007;;INDEFINIDO;NÃO;UM FILMES LTDA;02.231.569/0001-93;SP;SAO PAULO
9714/98 PENAS ALTERNATIVAS;B0900969900000;08/01/2009;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;75;;2008;;INDEFINIDO;NÃO;FOCUS FILMS LTDA;05.167.381/0001-11;RJ;RIO DE JANEIRO
A 1ª DP DE VIVIAN;B0901073600000;21/08/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;100;;2001;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A AGENDA;B0901035600000;22/06/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;19;;1998;;INDEFINIDO;NÃO;IN FOCO FILMES E ENTRETENIMENTO LTDA;94.355.484/0001-35;RS;PORTO ALEGRE
A APARIÇÃO DE MÁRIO;B0901057400000;23/07/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,9;;2009;;INDEFINIDO;NÃO;LUANNE CASTRO ARAUJO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A ARANHA E O LOUVA-A-DEUS;B0901058500000;24/07/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,5;;2009;;INDEFINIDO;NÃO;JOSE ANDERSON DA SILVA;PESSOA FÍSICA;PR;SAO JOSE DOS PINHAIS
A ARCA DOS BICHOS;B0901008300000;17/04/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;33;;2008;;INDEFINIDO;NÃO;CAPTAIN MUSIC COMERCIAL DE DISCOS LTDA;01.211.433/0001-59;SP;BARUERI
A ARQUITETURA DO CORPO;B0901022300000;20/05/2009;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;21;;2008;;INDEFINIDO;NÃO;MARCOS ALMEIDA PIMENTEL;PESSOA FÍSICA;MG;JUIZ DE FORA
A BANDA - NA TRILHA DO ROCK;B0901044300000;06/07/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;1;2008;2008;INDEFINIDO;NÃO;BERNY FILMES PROJETOS ARTISTICOS E CULTURAIS LTDA;07.125.823/0001-92;RJ;RIO DE JANEIRO
A BANDA DAS VELHAS VIRGENS;B0901115500000;17/11/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;1979;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A BOA 2;B0901054800000;20/07/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;96;;2007;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A BOMBA;B0901129900000;30/12/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;6;;2005;;INDEFINIDO;NÃO;ASSOCIAÇÃO CULTURAL KINOFORUM;00.571.159/0001-66;SP;SAO PAULO
A BRUXINHA LILI;B0901034300000;18/06/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5,7;;2008;;INDEFINIDO;NÃO;BRASZIL DESIGN LTDA;05.629.587/0001-16;BA;SALVADOR
A CANÇÃO DO AMOR;B0901097100000;14/10/2009;DEFERIDO;RELIGIOSA;;COMUM;NÃO SERIADA;110;;2008;;INDEFINIDO;NÃO;MINISTÉRIO DE LOUVOR DIANTE DO TRONO LTDA.;03.722.280/0001-30;MG;BELO HORIZONTE
A CASA DA PRAIA - UMA LENDA URBANA;B0901062600000;03/08/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;16,7;;2009;;INDEFINIDO;NÃO;BRASILEIRA IMAGEM E CONTEUDO LTDA.;08.902.896/0001-06;SP;SAO PAULO
A CASA DOS MORTOS;B0900967400000;02/01/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;24,5;;2008;;INDEFINIDO;NÃO;ANIS - INSTITUTO DE BIOÉTICA, DIREITOS HUMANOS E GÊNERO;03.225.652/0001-12;DF;BRASILIA
A CASA VERDE;B0901007400000;16/04/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;75;;2008;;SALAS DE EXIBIÇÃO;SIM;ACCORDE FILMES LTDA.;05.270.790/0001-49;RS;PORTO ALEGRE
A CHÁCARA DOS PADRES;B0900969600000;06/01/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2,6;;2008;;INDEFINIDO;NÃO;ESTÚDIO F7 DE CRIAÇÃO LTDA.;03.061.609/0001-69;MG;UBERLANDIA
A CIDADE DOS CALADOS;B0901017900000;11/05/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;16,8;;2003;;INDEFINIDO;NÃO;DINAMICA CULTURAL PRODUTORA ARTISTICA LTDA-ME;05.071.173/0001-14;RS;PORTO ALEGRE
A CIDADE DOS SINOS;B0900968700000;06/01/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1;;2008;;INDEFINIDO;NÃO;ESTÚDIO F7 DE CRIAÇÃO LTDA.;03.061.609/0001-69;MG;UBERLANDIA
A CIDADE NÃO PÁRA;B0900996500000;10/03/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;46,7;;2008;;INDEFINIDO;NÃO;TEXTO E IMAGEM LTDA;52.399.466/0001-05;SP;SAO PAULO
A COLUNA DA PAZ DE CARLOS PRESTES;B0901125300000;15/12/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;52,1;;2007;;INDEFINIDO;NÃO;ANGELO CLEMENTE SGANZERLA;PESSOA FÍSICA;SC;JOACABA
A COR DA LUZ;B0901041000000;30/06/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;11,8;;2009;;INDEFINIDO;NÃO;FUTURA FILMES LTDA. ME.;62.491.816/0001-12;SP;SAO PAULO
A DESCOBERTA DE LUKE;B0901007700000;16/04/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2;;2007;;INDEFINIDO;NÃO;ALAN REGIS NOBREGA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A DEUSA NEGRA;B0901034600000;19/06/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95;;1978;;INDEFINIDO;NÃO;ALBERTO MAGNO RODRIGUES VALADAO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A DIFÍCIL VIDA FÁCIL;B0901058300000;24/07/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;1972;;INDEFINIDO;NÃO;ALBERTO MAGNO RODRIGUES VALADAO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A ELEGÂNCIA DO SAMBA;B0901046100000;07/07/2009;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;;2009;;INDEFINIDO;NÃO;BUSINESS TELECOM LTDA.;03.706.281/0001-90;RJ;RIO DE JANEIRO
A ERVA DO RATO;B0900982500000;30/01/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2008;;INDEFINIDO;NÃO;REPÚBLICA PUREZA FILMES LTDA.;01.369.211/0001-69;RJ;RIO DE JANEIRO
A ESTRELA PERDIDA;B0901001600000;30/03/2009;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;47;;2007;;INDEFINIDO;NÃO;LUZ XXI CINE VIDEO LTDA;71.617.252/0001-02;SP;SAO PAULO
A ESTÓRIA DE CLARA CROCODILO;B0901013200000;04/05/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;11;;1980;;INDEFINIDO;NÃO;MARIA CRISTINA SANTEIRO;PESSOA FÍSICA;SP;SAO PAULO
A FAZENDA;B0901043900000;06/07/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;2310;77;2009;2009;INDEFINIDO;NÃO;RADIO E TELEVISAO RECORD S.A;60.628.369/0001-75;SP;SAO PAULO
A FAZENDA 2;B0901120800000;01/12/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;2310;77;2009;2009;INDEFINIDO;NÃO;RADIO E TELEVISAO RECORD S.A;60.628.369/0001-75;SP;SAO PAULO
A FAZENDA DA RAINHA COUNTRY;B0901102000000;27/10/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2009;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A FELINA DO PORNÔ;B0901026800000;03/06/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2009;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A FILA;B0901014900000;06/05/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,7;;1993;;INDEFINIDO;NÃO;KATIA VALERIA MACIEL TOLEDO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A FILHA DE MADAME BETINA;B0901068500000;17/08/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;1973;;INDEFINIDO;NÃO;ALBERTO MAGNO RODRIGUES VALADAO;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A FONTE;B0900967700000;05/01/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;12;;1970;;INDEFINIDO;NÃO;ANDRE LUIZ DA SILVEIRA OLIVEIRA;PESSOA FÍSICA;DF;BRASILIA
A GAROTA DO COLEGIO 2 - EM MINHAS FERIAS;B0901112500000;13/11/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2003;;INDEFINIDO;NÃO;INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA;02.740.650/0001-07;SP;BARUERI
A GAROTA DO COLEGIO 4;B0901112700000;13/11/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2004;;INDEFINIDO;NÃO;INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA;02.740.650/0001-07;SP;BARUERI
A GAROTA DO COLEGIO 5;B0901112600000;13/11/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;95;;2005;;INDEFINIDO;NÃO;INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA;02.740.650/0001-07;SP;BARUERI
A GAROTA INVISÍVEL;B0901111500000;12/11/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;129;;2009;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A GAROTA MIMADINHA;B0901101900000;27/10/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;120;;2009;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A GENTE LUTA MAS COME FRUTA;B0901076300000;27/08/2009;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;40;;2006;;INDEFINIDO;NÃO;VÍDEO NAS ALDEIAS;03.941.844/0001-25;PE;OLINDA
A GRANDE SÍNTESE DE PIETRO UBALDI;B0901126100000;16/12/2009;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;84;;2009;;INDEFINIDO;NÃO;OCEANO VIEIRA DE MELO;PESSOA FÍSICA;SP;SAO PAULO
A HISTÓRIA DE CADA UM;B0900980100000;28/01/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;13,2;;2006;;INDEFINIDO;NÃO;SALA DE SOM PRODUÇÕES ARTÍSTICAS LTDA.;07.737.633/0001-26;RJ;RIO DE JANEIRO
A HORA MARCADA;B0901027200000;04/06/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2000;;SALAS DE EXIBIÇÃO;NÃO;MT FILMES LTDA;73.553.679/0001-10;RJ;RIO DE JANEIRO
A ILHA PERDIDA;B0901039800000;29/06/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;10,7;;2002;;INDEFINIDO;NÃO;C.H.G. CAMARGO RIBAS;04.092.785/0001-20;PR;VENTANIA
A INFÂNCIA DE ANASTÁCIA;B0901102900000;28/10/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5;;2007;;INDEFINIDO;NÃO;COISA DE CINEMA;06.866.573/0001-89;BA;SALVADOR
A INTOLERÂNCIA;B0901030900000;16/06/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1,7;;2008;;INDEFINIDO;NÃO;PEDRO EUGENIO GOMES PAZELLI;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A INVASÃO DO ALEGRETE;B0901090700000;23/09/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;21,7;;2009;;INDEFINIDO;NÃO;GOULART MULLER PRODUÇÃO AUDIOVISUAL LTDA;05.813.915/0001-30;RS;LAJEADO
A INVENÇÃO DO SERTÃO;B0900971900000;13/01/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;26;;2008;;INDEFINIDO;NÃO;TRIO FILMES PRODUÇÕES ARTÍSTICAS LTDA;05.564.112/0001-99;CE;FORTALEZA
A JANTA, A COLHER E O BANHO;B0901064500000;07/08/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2,8;;2009;;INDEFINIDO;NÃO;ACCORDE FILMES LTDA.;05.270.790/0001-49;RS;PORTO ALEGRE
A JAPONESA QUE MEXEU COM O BRASIL YUMI SAITO;B0901128400000;22/12/2009;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;180;;2009;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A JUSTICEIRA;B0901002300000;01/04/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;556,0;12;1997;1997;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A LOCOMOTIVA;B0901019100000;12/05/2009;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;58,7;;2009;;INDEFINIDO;NÃO;DESIGN E IMAGEM COMUNICAÇÃO EMPRESARIAL LTDA;86.628.492/0001-80;RJ;CABO FRIO
A LUTA DO POVO;B0900977400000;19/01/2009;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;30;;1980;;INDEFINIDO;NÃO;TAPIRI CINEMATOGRÁFICA LTDA.;43.493.915/0001-99;SP;CAMPINAS
A MAIS FORTE;B0901057500000;23/07/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;9,7;;2009;;INDEFINIDO;NÃO;M. DE L. E. MIRANDA;04.422.814/0001-75;SP;MOGI MIRIM
A MENINA ESPANTALHO;B0901057000000;22/07/2009;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13;;2008;;INDEFINIDO;NÃO;CASSIO PEREIRA DOS SANTOS;PESSOA FÍSICA;MG;CRUZEIRO DA FORTALEZA
A MENINA QUE PESCAVA ESTRELAS;B0900992200000;02/03/2009;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;9;;2008;;INDEFINIDO;NÃO;ITALO CAJUEIRO DE OLIVEIRA;PESSOA FÍSICA;DF;BRASILIA
