TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
7 PRISIONEIROS;B2100436200000;08/10/2021;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;93,4;;2021;;SALAS DE EXIBIÇÃO;SIM;O2 CINEMA LTDA;02.525.725/0001-29;SP;COTIA
70 ANOS ESTA NOITE;B2100517600000;29/11/2021;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;50;;2021;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
8 PRESIDENTES 1 JURAMENTO - A HISTÓRIA DE UM TEMPO PRESENTE;B2100460000000;20/10/2021;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;144;;2021;;SALAS DE EXIBIÇÃO;NÃO;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;RJ;RIO DE JANEIRO
88 FONTE DO AMANHÃ;B2100065500000;18/02/2021;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;61,7;;2021;;SALAS DE EXIBIÇÃO;NÃO;ALEXANDRE PENA NUNES;PESSOA FÍSICA;RJ;RIO DE JANEIRO
9;B2100339900000;13/08/2021;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,7;;2021;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;EDGARD DA SILVA OLIVEIRA;PESSOA FÍSICA;SP;SAO PAULO
A ALMA QUER VOAR;B2100203300000;18/05/2021;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;88,4;;2021;;SALAS DE EXIBIÇÃO;SIM;ESTÚDIO GIZ PRODUÇÕES LTDA. - ME;19.457.687/0001-17;RJ;RIO DE JANEIRO
A ARTE DE ENGANAR;B2100034300000;25/01/2021;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;60,9;;2021;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PAULA CRISTINA MANN EIRELI;21.942.299/0001-73;SP;SAO PAULO
A ARTE DO ENCONTRO 2016;B2100116100000;17/03/2021;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;650;26;2016;2016;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL BRAZIL S/A;02.608.224/0001-06;RJ;RIO DE JANEIRO
A ARTE DO ENCONTRO 2017;B2100116900000;17/03/2021;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;650;26;2017;2017;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL BRAZIL S/A;02.608.224/0001-06;RJ;RIO DE JANEIRO
A ARTE DO ENCONTRO 2018;B2100117000000;17/03/2021;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;650;26;2018;2018;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL BRAZIL S/A;02.608.224/0001-06;RJ;RIO DE JANEIRO
A ARTE DO ENCONTRO 2019;B2100117100000;17/03/2021;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA EM MÚLTIPLAS TEMPORADAS;650;26;2019;2019;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CANAL BRAZIL S/A;02.608.224/0001-06;RJ;RIO DE JANEIRO
A BANDA DE UM HOMEM SÓ;B2100430600000;05/10/2021;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,8;;2021;;OUTROS MERCADOS;NÃO;RODRIGO BASTOS TORRERO DIAZ ***********;35.465.270/0001-52;RJ;RIO DE JANEIRO
A BELEZA É VOCÊ MENINA;B2100538000000;14/12/2021;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,4;;2021;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PAULA MARIA CORREA RAMAGEM SOARES;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A BÍBLIA;B2100507200000;23/11/2021;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;3780;63;2021;2021;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;RADIO E TELEVISAO RECORD S.A;60.628.369/0001-75;SP;SAO PAULO
A CARTA AO PAÍS DOS SONHOS;B2100188300000;06/05/2021;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;57,2;;2007;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SENADO FEDERAL;00.530.279/0001-15;DF;BRASILIA
A CASA É A VIAGEM;B2100022800000;18/01/2021;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,8;;2021;;SALAS DE EXIBIÇÃO;NÃO;BARBARA BERGAMASCHI NOVAES;PESSOA FÍSICA;DF;BRASILIA
A CAVERNA DE PETRA;B2100403900000;16/09/2021;DEFERIDO;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;195;13;2021;2021;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FUNDAÇÃO ROBERTO MARINHO;29.527.413/0001-00;RJ;RIO DE JANEIRO
A CHANCE;B2100075100000;24/02/2021;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,7;;2021;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CAROLINE PIEROTTO;PESSOA FÍSICA;RS;NOVO HAMBURGO
A CHÁCARA;B2100314300000;27/07/2021;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;105,2;;2021;;SALAS DE EXIBIÇÃO;NÃO;BEMTEVI PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.;19.507.590/0001-71;RJ;RIO DE JANEIRO
A CIDADE DOS EXECUTIVOS;B2100013100000;12/01/2021;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,0;;2021;;SALAS DE EXIBIÇÃO;NÃO;IRMAOS WAGNER AUDIOVISUAL LTDA;04.642.648/0001-12;PR;CURITIBA
A CISTERNA;B2100337100000;11/08/2021;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;100;;2021;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;03.138.801/0001-06;DF;BRASILIA
A COMUNHÃO DAS ROSAS;B2100134600000;30/03/2021;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2021;;SALAS DE EXIBIÇÃO;NÃO;LUCAS DE MEDEIROS SCALCO ***********;34.613.062/0001-90;SP;SAO PAULO
A CONEXÃO BRASILEIRA;B2100018700000;15/01/2021;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;57,1;;1982;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;RADIANTE FILMES LTDA;02.376.263/0001-25;RJ;RIO DE JANEIRO
A CONSTITUIÇÃO DA CIDADANIA;B2100188400000;06/05/2021;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;59,7;;2008;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SENADO FEDERAL;00.530.279/0001-15;DF;BRASILIA
A CONTA-GOTAS;B2100212800000;19/05/2021;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;6,1;;2021;;SALAS DE EXIBIÇÃO;NÃO;CAMINHOS IGUAIS PRODUÇÕES ARTÍSTICAS LTDA;39.791.195/0001-70;SP;SAO PAULO
A COR DO AMOR;B2100481800000;05/11/2021;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2021;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;RA3 PRODUÇÕES ARTÍSTICAS LTDA;12.712.210/0001-91;RJ;RIO DE JANEIRO
