TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
4 TIGRESAS PARA 1 TIGRÃO;B0700666300000;29/03/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;180;;2006;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
5 FRAÇÕES DE UMA QUASE HISTÓRIA;B0700678800000;02/05/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;96;;2007;;SALAS DE EXIBIÇÃO;NÃO;CAMISA LISTRADA LTDA;03.987.306/0001-71;RJ;RIO DE JANEIRO
50 POR 1;B0700755400000;31/08/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;30;50;2007;2007;INDEFINIDO;NÃO;GRID DIGITAL PRODUÇÕES LTDA;04.890.196/0001-98;SP;SAO PAULO
6 HISTÓRIAS BRASILEIRAS;B0700805199999;03/12/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;368;;2000;;INDEFINIDO;NÃO;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;31.179.864/0001-46;RJ;RIO DE JANEIRO
6 HISTÓRIAS BRASILEIRAS;B0700805100000;03/12/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;368;6;1999;1999;INDEFINIDO;NÃO;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;31.179.864/0001-46;RJ;RIO DE JANEIRO
7 KPTAIS;B0700688000000;18/05/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;11,3;;2007;;INDEFINIDO;NÃO;CLAUDIO ROBERTO LIMA GUIMARAES;PESSOA FÍSICA;;
7 X BOSSA NOVA;B0700689500000;22/05/2007;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;364;7;2005;2005;INDEFINIDO;NÃO;GIROS PRODUÇÕES LTDA (BAIXADA);02.403.567/0001-34;RJ;RIO DE JANEIRO
90 ANOS DO GRUPO SEVERIANO RIBEIRO;B0700755800000;03/09/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;50;;2007;;INDEFINIDO;NÃO;ATLÂNTIDA CINEMATOGRÁFICA LTDA (BAIXADA);33.519.844/0001-00;RJ;RIO DE JANEIRO
9:32 AM;B0700754300000;29/08/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8;;2003;;INDEFINIDO;NÃO;FILMES MAIS LTDA;03.435.290/0001-94;SP;SAO PAULO
:DOSE ÚNICA;B0700781400000;17/10/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2007;;INDEFINIDO;NÃO;USINANIMADA ANIMAÇÃO E DESIGN LTDA. ME;05.675.974/0001-99;SP;RIBEIRAO PRETO
A 1ª VEZ DE MONIQUE SANTIAGO;B0700733800000;26/07/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2007;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A APOSTA;B0700755500000;31/08/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,9;;2007;;INDEFINIDO;NÃO;EDUARDO TAVARES LEINDECKER;PESSOA FÍSICA;RS;PORTO ALEGRE
A ARCA DE NOÉ;B0700646000000;09/02/2007;DEFERIDO;RELIGIOSA;;COMUM;NÃO SERIADA;120;;2006;;INDEFINIDO;NÃO;MINISTÉRIO DE LOUVOR DIANTE DO TRONO LTDA.;03.722.280/0001-30;MG;BELO HORIZONTE
A AÇÃO DE DEUS - DIANTE DOS MEUS PROBLEMAS;B0700671400000;13/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2000;;INDEFINIDO;NÃO;EDITORA CENTRAL GOSPEL LTDA;03.147.650/0001-52;RJ;RIO DE JANEIRO
A AÇÃO DE DEUS E AS POTENCIALIDADES HUMANAS;B0700672500000;13/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2006;;INDEFINIDO;NÃO;EDITORA CENTRAL GOSPEL LTDA;03.147.650/0001-52;RJ;RIO DE JANEIRO
A BAG IN THE WIND;B0700774500000;03/10/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2;;2007;;INDEFINIDO;NÃO;MARCELO GIL IKEDA;PESSOA FÍSICA;CE;FORTALEZA
A BELEZA DO MEU LUGAR - SÉRIE 2007;B0700780800000;16/10/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;2;16;2007;2007;INDEFINIDO;NÃO;FUNDAÇÃO ROBERTO MARINHO;29.527.413/0001-00;RJ;RIO DE JANEIRO
A BICICLETA;B0700745300000;10/08/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2004;;INDEFINIDO;NÃO;LD LABORATÓRIO DE DESENHOS LTDA;02.683.477/0001-44;RJ;RIO DE JANEIRO
A BOA;B0700746400000;13/08/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;122;;2007;;INDEFINIDO;NÃO;AMAZONAS FILMES LTDA.;62.017.553/0001-04;SP;ARUJA
A CAIXA;B0700805800000;04/12/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;6;;2007;;INDEFINIDO;NÃO;L & B FILMES E PRODUÇÕES ARTÍSTICAS;08.055.274/0001-90;RJ;RIO DE JANEIRO
A CASA;B0700745500000;10/08/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2,3;;2004;;INDEFINIDO;NÃO;LD LABORATÓRIO DE DESENHOS LTDA;02.683.477/0001-44;RJ;RIO DE JANEIRO
A CASA ASSASSINADA;B0700711100000;29/06/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;103;;1971;;INDEFINIDO;NÃO;SHATER PRODUÇÕES ARTÍSTICAS LTDA;32.096.794/0001-25;RJ;RIO DE JANEIRO
A CASA DE ALICE;B0700722200000;18/07/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;92;;2007;;SALAS DE EXIBIÇÃO;NÃO;CINEMATOGRÁFICA SUPERFILMES LTDA;52.858.982/0001-50;SP;SAO PAULO
A CASA DO FETICHE;B0700677100000;25/04/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;100;;2006;;INDEFINIDO;NÃO;ATLAS DISTRIBUIDORA DE FILMES LTDA - EPP;06.130.896/0001-00;SP;INDAIATUBA
A CATÁSTROFE DE CARAGUÁ;B0700772900000;01/10/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2007;;INDEFINIDO;NÃO;ENCRUZILHADA FILMES LTDA;04.610.548/0001-04;SP;SAO PAULO
A CHEGADA;B0700710600000;28/06/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3,4;;2007;;INDEFINIDO;NÃO;FR PRODUÇÃO E VIDEOCOMUNICAÇÃO EIRELI.;29.529.633/0001-73;SP;COTIA
A CHUVA NOS TELHADOS ANTIGOS;B0700747400000;15/08/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2006;;INDEFINIDO;NÃO;RODAMUNDO FILMES LTDA;23.148.018/0001-30;MG;BELO HORIZONTE
A CIDADE DOS LIVROS;B0700691200000;23/05/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;1996;;INDEFINIDO;NÃO;QUIMERA FILMES LTDA;22.331.409/0001-23;MG;BELO HORIZONTE
A CIDADE E O POETA;B0700652500000;02/03/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14;;2007;;INDEFINIDO;NÃO;ELA FILMES LTDA - ME;05.429.866/0001-36;RJ;RIO DE JANEIRO
A CIDADE NÃO TE HÁ DE ESQUECER;B0700755600000;31/08/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;56;;2004;;INDEFINIDO;NÃO;MISTURA FINA PRODUÇÕES CINEMATOGRÁFICAS LTDA;08.264.122/0001-05;SP;SAO PAULO
A CIGARRA E A FORMIGA;B0700760500000;12/09/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2004;;INDEFINIDO;NÃO;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;08.517.383/0001-81;SP;SAO PAULO
A CONQUISTA DO OESTE;B0700721400000;17/07/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;SERIADA;182,0;11;2004;2004;INDEFINIDO;NÃO;TELEVISÃO GAÚCHA S/A;92.735.877/0001-49;RS;PORTO ALEGRE
A DAMA DE BRANCO;B0700766100000;21/09/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;87;;1979;;INDEFINIDO;NÃO;MARCIA DIAS DE PINHO LATINI;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A DANÇA DA VIDA;B0700757800000;04/09/2007;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;82;;2007;;INDEFINIDO;NÃO;ESTAÇÃO ELÉTRICA PRODUÇÃO DE CINEMA E VÍDEO LTDA.;04.791.421/0001-39;RS;PORTO ALEGRE
A ERA DOS CAMPEÕES;B0700682700000;08/05/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;56,9;;2005;;INDEFINIDO;NÃO;HANGAR FILMES - PRODUÇÕES ARTÍSTICAS LTDA;86.774.361/0001-00;RJ;RIO DE JANEIRO
A ESCOLA MÁGICA;B0700752800000;27/08/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;900;60;2002;2002;INDEFINIDO;NÃO;ACCORDE FILMES LTDA.;05.270.790/0001-49;RS;PORTO ALEGRE
A ETNOGRAFIA DA AMIZADE;B0700792100000;08/11/2007;DEFERIDO;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;71;;2007;;INDEFINIDO;NÃO;ALO VIDEO LTDA - ME;31.390.347/0001-11;RJ;RIO DE JANEIRO
A EXCEÇÃO E A REGRA;B0700769700000;26/09/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;30;;1997;;INDEFINIDO;NÃO;CASA DE CRIAÇÃO CINEMA E ARTES LTDA;66.669.599/0001-69;SP;SAO PAULO
A FEIRA DOS IMORTAIS;B0700724600000;23/07/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;1,6;;2005;;INDEFINIDO;NÃO;LEONARDO FREITAS RIBEIRO;PESSOA FÍSICA;MG;JUIZ DE FORA
A FIEL;B0700645300000;07/02/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;10;;1977;;INDEFINIDO;NÃO;ANA SILVIA LUDWIG;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A FODA DAS FADAS;B0700690100000;22/05/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2006;;INDEFINIDO;NÃO;VAN BLAD COMUNICAÇÃO E ENTRETENIMENTO LTDA.;04.604.233/0001-54;SP;SAO PAULO
A FRANÇA ANTÁRTICA;B0700703000000;14/06/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;60;1;2000;2000;INDEFINIDO;NÃO;CASA DE PRODUÇÃO - FILME E VÍDEO LTDA.;58.492.448/0001-50;SP;SAO PAULO
A FÓRMULA DA FELICIDADE;B0700781600000;17/10/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2007;;INDEFINIDO;NÃO;TELEVISÃO GAÚCHA S/A;92.735.877/0001-49;RS;PORTO ALEGRE
A GAROTA DO COLEGIO 6;B0700695400000;30/05/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;100;;2006;;INDEFINIDO;NÃO;INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA;02.740.650/0001-07;SP;BARUERI
A GOIABEIRA;B0700737800000;31/07/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;12,7;;2006;;INDEFINIDO;NÃO;EDIMILSON LOPES DA SILVA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
A GRANDE FAMÍLIA ESPECIAIS DE NATAL;B0700777500000;08/10/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA;252,3;6;2007;2007;INDEFINIDO;NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
A GUERRA DOS BICHOS;B0700637000000;18/01/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;5,1;;2005;;INDEFINIDO;NÃO;FELIPE FERNANDES CALDAS;PESSOA FÍSICA;SP;SAO PAULO
A HISTÓRIA DAS TRÊS MARIAS;B0700676700000;25/04/2007;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;90;;2007;;SALAS DE EXIBIÇÃO;NÃO;ZS TRÊS MARIAS AUDIO VISUAIS LTDA;03.041.821/0001-64;MG;BELO HORIZONTE
A HISTÓRIA DE GINEUS ARCANJO DA SILVA;B0700667700000;02/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,6;;2007;;INDEFINIDO;NÃO;SÔNIA ROSELY BACHA - SB VIDEO PRODUTORA - ME;02.606.217/0001-75;MS;CAMPO GRANDE
A IDADE DA LOBA;B0700763200000;14/09/2007;DEFERIDO;FICÇÃO;Erótico/Pornográfica;COMUM;NÃO SERIADA;90;;2006;;INDEFINIDO;NÃO;FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA;06.987.687/0001-87;SP;SAO PAULO
A ILHA DA MORTE;B0700701800000;14/06/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;88;;2006;;SALAS DE EXIBIÇÃO;SIM;M MARGARITA HERNANDEZ PASCUAL;00.993.636/0001-81;CE;FORTALEZA
A IMPORTÂNCIA DE SER CHEIO DO ESPÍRITO SANTO;B0700672800000;13/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2000;;INDEFINIDO;NÃO;EDITORA CENTRAL GOSPEL LTDA;03.147.650/0001-52;RJ;RIO DE JANEIRO
A IMPORTÂNCIA DE TER O CONHECIMENTO DE DEUS;B0700672900000;13/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2004;;INDEFINIDO;NÃO;EDITORA CENTRAL GOSPEL LTDA;03.147.650/0001-52;RJ;RIO DE JANEIRO
A LEBRE E A TARTARUGA;B0700760400000;12/09/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2005;;INDEFINIDO;NÃO;44 TOONS - PRODUÇÕES ARTÍSTICAS LTDA;08.517.383/0001-81;SP;SAO PAULO
A LENDA DO BRILHO DA LUA;B0700694200000;28/05/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;2,7;;2007;;INDEFINIDO;NÃO;GABRIELA CAROLINA DREHER DE ANDRADE;PESSOA FÍSICA;SC;FLORIANOPOLIS
A MORENINHA;B0700754800000;29/08/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;96;;1971;;INDEFINIDO;NÃO;BARRA FILMES LTDA;29.055.209/0001-34;RJ;RIO DE JANEIRO
A MULHER DAS BOFETADAS;B0700803700000;29/11/2007;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12;;2005;;INDEFINIDO;NÃO;CANAL IMAGINARIO COMUNICAÇÃO LTDA;01.254.746/0001-94;RJ;RIO DE JANEIRO
A MULHER E O MAR - RIO GRANDE DO NORTE;B0700668500000;02/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;13;;2005;;INDEFINIDO;NÃO;T.A.O. PRODUÇÕES ARTISTICAS LTDA. -ME;05.462.807/0001-60;SP;CAMPINAS
A MULHER E SUA AUTO-ESTIMA;B0700671300000;13/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2000;;INDEFINIDO;NÃO;EDITORA CENTRAL GOSPEL LTDA;03.147.650/0001-52;RJ;RIO DE JANEIRO
A MULHER IDEAL;B0700673000000;13/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;55;;2000;;INDEFINIDO;NÃO;EDITORA CENTRAL GOSPEL LTDA;03.147.650/0001-52;RJ;RIO DE JANEIRO
A MULHER VOLÁTIL;B0700811200000;18/12/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3;;2002;;INDEFINIDO;NÃO;NÚCLEO DE CINEMA DE ANIMAÇÃO DE CAMPINAS;51.884.153/0001-80;SP;CAMPINAS
A MÚSICA DA MINHA VIDA;B0700663500000;27/03/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;15;;2005;;INDEFINIDO;NÃO;INSTITUTO DE DESENVOLVIMENTO SOCIAL E GESTÃO DE PROD. CULTURAL, ARTÍSTICA E AUDIOVISUAL-MARLIN AZUL;03.132.906/0001-58;ES;VITORIA
A NAVE 'CHAMADA MÚSICA';B0700669100000;04/04/2007;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,8;;2007;;INDEFINIDO;NÃO;CINEBRAS CINERAMA BRASILIS CINEMATOGRAFICA LTDA;03.081.598/0001-89;RJ;RIO DE JANEIRO
A NOITADA DO LOBISOMEM;B0700638400000;22/01/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;3;;2006;;INDEFINIDO;NÃO;FELIPE FERNANDES CALDAS;PESSOA FÍSICA;SP;SAO PAULO
A NOITE DO SANGÜANEL;B0700808300000;11/12/2007;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;8;;2007;;INDEFINIDO;NÃO;SPAGHETTI FILMES LTDA;05.751.454/0001-18;RS;CAXIAS DO SUL
