Valores Captados por Projeto Incentivado - Em Reais (R$) - 2002 a Julho de 2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ano de Captação;Salic;Nome do Projeto;CNPJ do Proponente;Proponente;UF;Tipo ou segmento;Gênero;"Lei 8.313/91
(Lei Rouanet)";"Art. 1º 
Lei 8.685/93";"Art. 1º A
Lei 8.685/93";"Art. 3º 
Lei 8.685/93*";"Art. 3º A
Lei 8.685/93*";"Art. 39 
MP 2228-1/01*";Funcines;Total Captado no Ano
2004;24105;Carlos Oswald - O Poeta da Luz (Ex - Carlos Oswald - O Poeta da Luz, O Filme);01.021.227/0001-86;PAN EVENTOS E PROJETOS CULTURAIS LTDA;RJ;Produção Cinematográfica;Documentário;200.000,00;0;0;0;0;0;0;200.000,00
2004;319;Cartola;72.062.029/0001-09;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;RJ;Produção Cinematográfica;Documentário;270.000,00;0;0;0;0;0;0;270.000,00
2004;30012;CASA DA MÃE JOANA;40.426.918/0001-11;MAC COMUNICAÇÃO E PRODUÇÃO LTDA;RJ;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;11978;Cazuza - O Tempo Não Para ( Ex-Cazuza);02.605.295/0001-55;LEREBY PRODUÇÕES LTDA;RJ;Produção Cinematográfica;Ficção;374.500,00;200.000,00;0;2.000.000,00;0;0;0;2.574.500,00
2004;12051;Centro do Rio;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;RJ;Produção Cinematográfica;Documentário;20.000,00;0;0;0;0;0;0;20.000,00
2004;24003;Cerro do Jarau (O);01.708.896/0001-20;IMAGEM B LTDA - ME;RS;Produção Cinematográfica;Ficção;0;793.330,00;0;0;0;0;0;793.330,00
2004;441;Chateaubriand;30.027.114/0001-96;FIBRA ELETRÔNICA INDÚSTRIA E COMÉRCIO LIMITADA;RJ;Produção Cinematográfica;Ficção;0;30.000,00;0;0;0;0;0;30.000,00
2004;40220;CHICO BUARQUE;03.948.703/0001-34;RWR COMUNICAÇÕES LTDA.;SP;Produção Televisiva;Documentário;0;0;0;0;0;1.070.049,00;0;1.070.049,00
2004;320;Cidade das Mulheres;74.144.403/0001-40;X FILMES DA BAHIA LTDA ME;BA;Produção Cinematográfica;Documentário;0;100.000,00;0;0;0;0;0;100.000,00
2004;40022;"Cine Gibi da Turma da Monica, ex:""Turma da Monica - O retorno""";49.515.984/0001-32;LOJINHA DA MÔNICA LTDA;SP;Produção Cinematográfica;Animação;0;185.444,00;0;500.000,00;0;0;0;685.444,00
2004;440;Cinema, Aspirina e Urubus (Ex-Cinema, a Aspirina e os Urubus);02.669.022/0001-74;REC PRODUTORES ASSOCIADOS LTDA;PE;Produção Cinematográfica;Ficção;120.000,00;0;0;0;0;0;0;120.000,00
2004;40144;CLEOPATRA - O FILME;68.780.527/0001-10;FILMES DO RIO DE JANEIRO LTDA.;RJ;Produção Cinematográfica;Ficção;400.000,00;0;0;0;0;0;0;400.000,00
2004;40232;COISA DE MULHER;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica;Ficção;0;0;0;2.000.000,00;0;0;0;2.000.000,00
2004;24144;Coisa Mais Linda;36.007.649/0002-62;Vitória Produções Cinematográficas Ltda;RJ;Produção Cinematográfica;Documentário;430.000,00;0;0;0;0;0;0;430.000,00
2004;24284;Como Fazer um Filme de Amor;52.858.982/0001-50;CINEMATOGRÁFICA SUPERFILMES LTDA;SP;Produção Cinematográfica;Ficção;90.000,00;0;0;0;0;0;0;90.000,00
2004;13764;Condor;05.167.381/0001-11;FOCUS FILMS EIRELI;RJ;Produção Cinematográfica;Ficção;120.000,00;0;0;0;0;0;0;120.000,00
2004;30155;CONTRA TODOS;05.508.188/0001-05;CORAÇÃO DA SELVA TRANSMÍDIA S.A.;SP;Produção Cinematográfica;Ficção;131.927,40;0;0;500.000,00;0;0;0;631.927,40
2004;30186;Crime Delicado (Ex: Uma ou Duas Coisas Sobre Ela);02.902.219/0001-01;DRAMA FILMES LTDA.;SP;Produção Cinematográfica;Ficção;640.000,00;200.000,00;0;300.000,00;0;0;0;1.140.000,00
2004;30278;CÃO SEM DONO;02.902.219/0001-01;DRAMA FILMES LTDA.;SP;Produção Cinematográfica;Ficção;0;600.000,00;0;0;0;0;0;600.000,00
2004;24005;Cárcere e a Rua (O) - Ex: Quatro Histórias do Cárcere;94.100.302/0001-85;ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.;RS;Produção Cinematográfica;Documentário;0;136.780,00;0;0;0;0;0;136.780,00
2004;30332;Danças Brasileiras;02.403.567/0002-15;Giros Produções Ltda.;RJ;Produção Televisiva;Documentário;0;0;0;0;0;524.637,78;0;524.637,78
2004;40225;DANÇAS BRASILEIRAS - 2ª ETAPA;02.403.567/0001-34;GIROS PRODUÇÕES LTDA (BAIXADA);RJ;Produção Televisiva;Documentário;0;0;0;0;0;599.972,43;0;599.972,43
2004;23523;De Passagem;44.154.342/0001-31;RAIZ PRODUÇÕES CINEMATOGRÁFICAS LTDA. ME.;SP;Produção Cinematográfica;Ficção;200.000,00;100.000,00;0;0;0;0;0;300.000,00
2004;23799;DEGOLA FATAL - GLAUBER MORTO (A);03.984.281/0001-52;RIO DE CINEMA PRODUÇÕES CULTURAIS;RJ;Produção Cinematográfica;Documentário;10.000,00;0;0;0;0;0;0;10.000,00
2004;30366;DEPOIS DAQUELE BAILE;35.790.682/0001-68;MOVIMENTO CARIOCA PRODUÇÕES ARTISTICAS LTDA;RJ;Produção Cinematográfica;Ficção;1.027.599,85;0;0;0;0;0;0;1.027.599,85
2004;12078;Desafinados (Os);29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica;Ficção;50.000,00;2.000.000,00;0;0;0;0;0;2.050.000,00
2004;24059;Deserto Feliz;05.372.189/0001-67;CAMARÁ FILMES LTDA;PE;Produção Cinematográfica;Ficção;240.000,00;400.000,00;0;0;0;0;0;640.000,00
2004;24045;Dias e Noites (Ex - Clo Dias & Noites);01.838.388/0001-67;FILM FACTORY DO BRASIL LTDA;RJ;Produção Cinematográfica;Ficção;500.000,00;60.000,00;0;0;0;0;0;560.000,00
2004;40065;DIDI QUER SER CRIANÇA (EX - DIDI EM QUERO SER CRIANÇA);00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica;Ficção;0;48.700,00;0;2.280.000,00;0;120.000,00;0;2.448.700,00
2004;23990;Diário de um Novo Mundo (Ex: UmQuarto de Légua em Quadro);04.188.224/0001-20;LUIZ ALBERTO RODRIGUES - ME;RS;Produção Cinematográfica;Ficção;0;357.670,00;0;0;0;0;0;357.670,00
2004;177;Documentário Doutores da Alegria.;57.643.793/0001-84;MAMO FILMES LTDA;SP;Produção Cinematográfica;Documentário;356.121,65;0;0;0;0;0;0;356.121,65
2004;30249;DOIS FILHOS DE FRANCISCO: A HISTÓRIA DE ZEZÉ DI CAMARGO & LUCIANO;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;RJ;Produção Cinematográfica;Ficção;100.000,00;561.000,00;0;2.900.000,00;0;0;0;3.561.000,00
2004;24303;Dono do Mar Distribuição (O);61.374.229/0001-80;PLANIFILMES LTDA;SP;Distribuição Cinematográfica;Ficção;0;150.000,00;0;0;0;0;0;150.000,00
2004;40059;ELIANA E O SEGREDO DOS GOLFINHOS;02.696.796/0001-94;EMB PROMOTORA E CONTROLADORA S.A.;SP;Produção Cinematográfica;Ficção;0;241.200,00;0;2.500.000,00;0;0;0;2.741.200,00
2004;352;Em Trânsito (Ex - Terra em Trânsito);31.390.347/0001-11;ALO VIDEO LTDA - ME;RJ;Produção Cinematográfica;Documentário;0;74.000,00;0;0;0;0;0;74.000,00
2004;13620;Embarque Imediato (ex-Fera Enjaulada);04.557.474/0001-90;FERA FILMES LTDA.;RJ;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;40210;EMBRACINE - PARAGEM 1;06.022.961/0001-83;EMBRACINE ENTRETENIMENTO S/A;MG;Produção Cinematográfica;Festival;0;224.000,00;0;0;0;0;0;224.000,00
2004;24156;Encontro com Milton Santos ou o Mundo Global Visto do Lado de Cá (Ex-Milton Santos ou o Mundo Global;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Produção Cinematográfica;Documentário;0;339.292,00;0;0;0;0;0;339.292,00
2004;40233;ENQUANTO VOCÊ NÃO VEM;05.019.556/0001-43;REX PRODUÇÕES AUDIOVISUAIS LTDA. EPP.;SP;Produção Televisiva;Documentário;0;0;0;0;0;336.183,61;0;336.183,61
2004;310;Espelho D'água - Uma Viagem no Rio São Francisco;28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica;Ficção;114.000,00;0;0;100.000,00;0;0;0;214.000,00
2004;30165;Estamira;01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;RJ;Produção Cinematográfica;Documentário;300.000,00;0;0;0;0;0;0;300.000,00
2004;30056;ESTAMOS JUNTOS (Ex - ANTES DA NOITE - LONGA METRAGEM);01.605.800/0001-07;OLHAR IMAGINÁRIO LTDA;SP;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;231;Eu Amo Meu Coração - Filme Por Um Fio - (Ex: O Coração pede Socorro - Parte III);61.658.951/0001-47;GEORGE JONAS INTERNACIONAL COMUNICATIONS LTDA;SP;Produção Cinematográfica;Ficção;0;480.717,00;0;0;0;0;0;480.717,00
2004;23743;Eu Eu Eu José Lewgoy ( Ex - De Olhos bem Abertos );01.519.695/0001-85;BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI;SP;Produção Cinematográfica;Documentário;0;124.000,00;0;0;0;0;0;124.000,00
2004;13696;Eu me Lembro;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;BA;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;30376;FABRICANDO TOM ZÉ;03.380.530/0001-09;SPECTRA MIDIA PRODUÇÕES LTDA;SP;Produção Cinematográfica;Documentário;0;200.000,00;0;0;0;0;0;200.000,00
2004;30136;Faixa de Areia;04.052.454/0001-67;DK-PRODUÇÕES LTDA ME;RJ;Produção Cinematográfica;Documentário;0;200.000,00;0;0;0;0;0;200.000,00
2004;23824;Fala Menino os desenhos animados ( ex - Fala Menino Cidadania Animada );02.585.069/0001-50;FALA MENINO! EDITORA PRODUÇÕES E EMPREENDIMENTOS EDUCACIONAIS E ARTÍSTICOS LTDA.;BA;Produção Televisiva;Animação;180.000,00;0;0;0;0;0;0;180.000,00
2004;23871;FALA TU (Ex-Rap no Rio);04.939.205/0001-98;MATIZAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica;Documentário;14.000,00;0;0;0;0;0;0;14.000,00
2004;40081;FALSA LOURA (EX - LUCINEIDE FALSA LOURA);66.876.707/0001-74;DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP;SP;Produção Cinematográfica;Ficção;0;401.540,00;0;0;0;0;0;401.540,00
2004;30057;FAMÍLIA VENDE TUDO (EX - XIQUE NO ÚRTIMO);69.126.670/0001-55;A.F. CINEMA E VÍDEO LTDA;SP;Produção Cinematográfica;Ficção;0;216.056,00;0;0;0;0;0;216.056,00
2004;23810;Federal (ex - DF);00.817.115/0001-73;BSB CINEMA PRODUÇÕES LTDA. - ME;DF;Produção Cinematográfica;Ficção;0;402.000,00;0;0;0;0;0;402.000,00
2004;12080;Fica Comigo Esta Noite;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica;Ficção;0;50.000,00;0;0;0;0;0;50.000,00
2004;40048;Filhos do Carnaval Ex.: Carnaval;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;SP;Produção Televisiva;Ficção;0;0;0;0;0;3.515.563,85;0;3.515.563,85
2004;13731;Filme de Amor;16.592.099/0001-06;GNCTV - PRODUCOES DE CINEMA E TV LTDA;RJ;Produção Cinematográfica;Ficção;30.000,00;0;0;0;0;0;0;30.000,00
2004;23744;Fim de Linha (ex-Panacéia);04.310.171/0001-78;BITS PRODUÇÕES LTDA;SP;Produção Cinematográfica;Ficção;0;847.924,00;0;0;0;0;0;847.924,00
2004;30112;Foliar Brasil;31.553.936/0001-73;TELENEWS SERVICE LTDA;RJ;Produção Televisiva;Documentário;0;200.000,00;0;0;0;0;0;200.000,00
2004;23793;GARAPA (EX - FOME);01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;RJ;Produção Cinematográfica;Documentário;240.000,00;0;0;0;0;0;0;240.000,00
2004;40149;GAROTAS DA CAPA - A SÉRIE;63.928.865/0001-32;DALTROZO PRODUÇÕES LIMITADA;SP;Produção Televisiva;Documentário;0;0;0;0;0;56.995,64;0;56.995,64
2004;40162;GAROTO CÓSMICO;67.006.775/0001-45;ALÊ ABREU PRODUÇÕES LTDA;SP;Produção Cinematográfica;Animação;0;460.000,00;0;0;0;0;0;460.000,00
2004;359;Gatão de Meia Idade;00.101.698/0001-31;YPEARTS AUDIOVISUAL EIRELI - ME;RJ;Produção Cinematográfica;Ficção;26.523,80;1.171.571,00;0;93.750,00;0;0;0;1.291.844,80
2004;30222;Gavião, o cangaceiro que perdeu a cabeça;16.592.099/0001-06;GNCTV - PRODUCOES DE CINEMA E TV LTDA;RJ;Produção Cinematográfica;Ficção;400.000,00;0;0;0;0;0;0;400.000,00
2004;30357;GLAUBER O FILME, LABIRINTO DO BRASIL;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Produção Cinematográfica;Documentário;30.000,00;0;0;0;0;0;0;30.000,00
2004;40107;Grupo Corpo 30 anos - Uma Família Brasileira (ex - Corpo Brasil II);73.619.637/0001-34;FILMES DO EQUADOR LTDA.;RJ;Produção Cinematográfica;Documentário;798.012,80;0;0;0;0;0;0;798.012,80
2004;14532;Grupo Galpão 20 Anos de Estrada;28.247.369/0001-12;MALAGUETA PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica;Documentário;270.000,00;0;0;0;0;0;0;270.000,00
2004;40127;HISTÓRIAS DE ALICE;35.789.569/0001-62;OSWALDO CALDEIRA PRODUCOES CINEMATOGRFICAS LTDA;RJ;Produção Cinematográfica;Ficção;320.000,00;500.000,00;0;0;0;0;0;820.000,00
2004;20002;Horizontes;00.613.962/0001-16;EMPRESA CINEMATOGRAFICA PAMPEANA EIRELI;RS;Videofonográfica;Documentário;0;105.000,00;0;0;0;0;0;105.000,00
2004;32523;Hotel Brasil 2;57.006.116/0018-01;ASSOCIAÇÃO PROPAGADORA SOVERDI;SP;Produção Cinematográfica;Ficção;0;50.000,00;0;0;0;0;0;50.000,00
2004;30229;ILUMINADOS (EX-MOVIEMENTO);32.022.899/0001-30;COMTEXTO PRODUÇÕES E PUBLICAÇÕES ARTISTÍCAS LTDA;RJ;Produção Cinematográfica;Documentário;0;152.187,00;0;0;0;0;0;152.187,00
2004;30128;Imagens do Estado Novo - 1937-45 (Ex- 37-45, Os golpes do Estado Novo);01.519.695/0001-85;BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI;SP;Produção Cinematográfica;Documentário;0;860;0;0;0;0;0;860
2004;30163;INESQUECÍVEL (EX - O ESPECTRO);42.473.256/0001-66;MORENA FILMES EIRELI - ME;RJ;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;13668;Irma Vap - O Retorno (ex-O Mistério de Irma Vap);28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica;Ficção;920.410,38;400.000,00;0;700.000,00;0;0;0;2.020.410,38
2004;40047;IRMÃOS DE FÉ (Ex: OS APÓSTOLOS);00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica;Ficção;0;727.500,00;0;115.702,47;0;0;0;843.202,47
2004;30206;JUSTIÇA;03.847.111/0001-26;LIMITE PRODUÇÕES LTDA;RJ;Produção Cinematográfica;Documentário;15.000,00;0;0;0;0;0;0;15.000,00
2004;14550;Lisbela e o Prisioneiro;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;RJ;Produção Cinematográfica;Ficção;0;0;0;216.000,00;0;0;0;216.000,00
2004;12073;Lutas.doc (ex - Lutas Do Povo Brasileiro Do Tacape Ao Ar 15 (As);02.238.621/0001-33;BURITI FILMES LTDA;SP;Produção Cinematográfica;Documentário;320.000,00;5.000,00;0;0;0;0;0;325.000,00
2004;11868;Luís Melodia Vida e Obra;02.660.571/0001-88;INDIE RECORDS LTDA;RJ;Produção Cinematográfica;Documentário;0;150.000,00;0;0;0;0;0;150.000,00
2004;40094;MADE IN BRAZIL;44.482.412/0001-80;DANIEL MESSIAS CINEMA DE ANIMAÇÃO LTDA;SP;Produção Televisiva;Animação;0;0;0;0;0;606.680,17;0;606.680,17
2004;23770;Mais uma Vez Amor;72.062.029/0001-09;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;RJ;Produção Cinematográfica;Ficção;0;400.000,00;0;2.000.000,00;0;0;0;2.400.000,00
2004;30180;Mandrake;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;RJ;Produção Televisiva;Ficção;0;0;0;0;0;5.588.163,08;0;5.588.163,08
2004;24111;MARIA, MÃE DO FILHO DE DEUS;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica;Ficção;0;500.000,00;0;0;0;0;0;500.000,00
2004;40063;Meninas (Ex - As Meninas);40.447.906/0001-73;SANDRA WERNECK T. DE SOUZA PRODUÇOES CINEMATOGRAFICAS EIRELI.;RJ;Produção Cinematográfica;Documentário;311.353,00;0;0;0;0;0;0;311.353,00
2004;40192;MEU NOME NÃO É JOHNNY - DESENVOLVIMENTO;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;RJ;Produção Cinematográfica;Ficção;0;0;0;120.000,00;0;0;0;120.000,00
2004;40061;MEU TIO MATOU UM CARA;94.625.829/0001-23;CASA DE CINEMA DE PORTO ALEGRE LTDA.;RS;Produção Cinematográfica;Ficção;800.000,00;0;0;3.000.000,00;0;0;0;3.800.000,00
2004;30263;Morro da Conceição;04.858.795/0001-24;CRISIS PRODUTIVAS - COMUNICAÇÃO LTDA.;RJ;Produção Cinematográfica;Documentário;0;200.000,00;0;0;0;0;0;200.000,00
2004;40183;Muito gelo e dois dedos d'água;02.605.295/0001-55;LEREBY PRODUÇÕES LTDA;RJ;Produção Cinematográfica;Ficção;0;214.565,00;0;0;0;0;0;214.565,00
2004;30308;MULHERES DA SERRA;64.044.886/0001-58;FILMART PRODUÇÕES ARTISTICAS LTDA;SP;Videofonográfica;Documentário;0;0;0;0;0;145.000,00;0;145.000,00
2004;30212;MULTIPLICADORES;05.256.465/0001-21;URCA FILMES LTDA;RJ;Produção Cinematográfica;Documentário;0;63.300,00;0;0;0;0;0;63.300,00
2004;13780;Mundo em Duas Voltas (O);01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;SP;Produção Cinematográfica;Ficção;0;1.065.769,00;0;0;0;0;0;1.065.769,00
2004;40120;MUTUM (EX - MIGUILIM);29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica;Ficção;1.100.000,00;100.000,00;0;0;0;0;0;1.200.000,00
2004;148;Naufrágio - Mistério e Morte na Catástrofe do Príncipe das Astúrias (Ex: Naufrágio do...);02.625.405/0001-40;MASTER SHOT PRODUCOES EIRELI - ME.;SP;Produção Cinematográfica;Documentário;142.000,00;54.000,00;0;0;0;0;0;196.000,00
2004;30290;NETTO E O DOMADOR DE CAVALOS (EX-AS CARTAS DO DOMADOR) (EX-O GENERAL E O NEGRINHO);05.456.798/0001-02;WALPER RUAS PRODUÇÕES LTDA;RS;Produção Cinematográfica;Ficção;0;1.002.800,00;0;0;0;0;0;1.002.800,00
2004;405;Nina;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;SP;Produção Cinematográfica;Ficção;36.000,00;2.770,00;0;0;0;0;0;38.770,00
2004;24115;Nise - O Coração da Loucura (Ex- Senhora das Imagens (A));31.337.942/0001-93;TV ZERO PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica;Ficção;440.000,00;670.918,00;0;0;0;0;0;1.110.918,00
2004;23811;Nossa Senhora de Caravaggio o filme;72.062.029/0001-09;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;RJ;Produção Cinematográfica;Ficção;15.000,00;619.210,00;0;0;0;0;0;634.210,00
2004;30137;Não Por Acaso;67.431.718/0001-03;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;SP;Produção Cinematográfica;Ficção;0;156.000,00;0;0;0;0;0;156.000,00
2004;30050;O AMIGO INVISIVEL;30.261.564/0001-49;ESTÚDIO, PESQUISA E CRIAÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica;Ficção;0;16.451,00;0;0;0;0;0;16.451,00
2004;23934;O Ano em que meus pais saíram de férias. Ex. Minha Vida de Goleiro;56.486.590/0001-69;CAOS PRODUÇÕES CINEMATOGRÁFICAS LTDA.;SP;Produção Cinematográfica;Ficção;381.000,00;239.000,00;0;2.550.000,00;0;0;0;3.170.000,00
2004;11890;O BICHO DÁ. O BICHO TOMA. ( EX- Expedição Ecológica Fauna Brasileira (Vida à Venda) );03.327.485/0001-10;GUAPURUVU FILMES LTDA;RJ;Produção Cinematográfica;Documentário;400.000,00;0;0;0;0;0;0;400.000,00
2004;30108;O CASAMENTO DE ROMEU E JULIETA;73.619.637/0001-34;FILMES DO EQUADOR LTDA.;RJ;Produção Cinematográfica;Ficção;600.000,00;1.797.000,00;0;900.000,00;0;0;0;3.297.000,00
2004;30313;O Coronel e o Lobisomem;04.595.226/0001-33;UNS E OUTROS PRODUÇÕES E FILMES EIRELI;RJ;Produção Cinematográfica;Ficção;500.000,00;1.500.000,00;0;2.979.119,28;0;0;0;4.979.119,28
2004;75;O Cupido Trapalhão;00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica;Ficção;0;748.000,00;0;0;0;0;0;748.000,00
2004;40035;O Céu de Suely Ex. Rifa-me;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;RJ;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;30286;O FIM E O PRINCÍPIO;31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;RJ;Produção Cinematográfica;Documentário;634.120,00;0;0;0;0;0;0;634.120,00
2004;30062;O GRILO FELIZ E OS INSETOS GIGANTES (EX - O GRILO FELIZ - A AVENTURA CONTINUA);60.915.899/0001-02;START DESENHOS ANIMADOS LTDA;SP;Produção Cinematográfica;Animação;0;180.000,00;0;0;0;0;0;180.000,00
2004;24013;O Homem que Engarrafava Nuvens;04.882.108/0001-06;GOOD JU-JU PRODUÇÕES LTDA;RJ;Produção Cinematográfica;Documentário;0;200.000,00;0;0;0;0;0;200.000,00
2004;40158;O Maior Amor do Mundo;73.586.513/0001-08;LUZ MÁGICA PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica;Ficção;0;950.000,00;0;0;0;0;0;950.000,00
2004;30148;O Maior Amor do Mundo - Desenvolvimento;73.586.513/0001-08;LUZ MÁGICA PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica;Ficção;0;0;0;100.000,00;0;0;0;100.000,00
2004;40079;O MILAGRE DE SANTA LUZIA (EX - BRASIL DA SANFONA);06.096.915/0001-29;MIRAÇÃO FILMES LTDA;SP;Produção Cinematográfica;Documentário;0;475.860,00;0;0;0;0;0;475.860,00
2004;23955;O Outro Lado da Rua;04.971.555/0001-31;NEANDERTHAL MB CINEMA S/C LTDA.;RJ;Produção Cinematográfica;Ficção;0;0;0;297.352,77;0;0;0;297.352,77
2004;11947;O Passageiro, Segredos de Adulto Ex. O Passageiro;86.774.361/0001-00;HANGAR FILMES - PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica;Ficção;800.000,00;0;0;0;0;0;0;800.000,00
2004;40194;O SOL DO MEIO DIA (EX: ANDAR ÀS VOZES);05.078.128/0001-91;POLITHEAMA E FILMES LTDA.;SP;Produção Cinematográfica;Ficção;0;460.000,00;0;0;0;0;0;460.000,00
2004;30026;O Último Kuarup Branco ( Ex - Um kuarup para Orlando Villas Boas);04.736.316/0001-05;SETCOM - SET DE COMUNICAÇÃO LTDA;SC;Produção Cinematográfica;Documentário;225.000,00;0;0;0;0;0;0;225.000,00
2004;24294;Olhar Estrangeiro (O);73.947.392/0001-74;TAIGA FILMES E VIDEO EIRELI;RJ;Produção Cinematográfica;Documentário;0;200.000,00;0;0;0;0;0;200.000,00
2004;361;Onde anda você (ex-Os Piadistas);42.473.256/0001-66;MORENA FILMES EIRELI - ME;RJ;Produção Cinematográfica;Ficção;110.000,00;0;0;0;0;0;0;110.000,00
2004;30065;ONDE ANDARÁ DULCE VEIGA?;51.428.977/0001-45;STAR FILMES LTDA.;SP;Produção Cinematográfica;Ficção;400.000,00;0;0;0;0;0;0;400.000,00
2004;30183;ORQUESTRA DOS MENINOS;03.626.688/0001-08;MELODRAMA PRODUÇÕES LTDA.;RJ;Produção Cinematográfica;Ficção;0;800.000,00;0;0;0;0;0;800.000,00
2004;30336;OS 12 TRABALHOS (EX - OS DOZE TRABALHOS DE HERÁCLES);05.078.128/0001-91;POLITHEAMA E FILMES LTDA.;SP;Produção Cinematográfica;Ficção;0;460.000,00;0;0;0;0;0;460.000,00
2004;30187;OS NORMAIS;03.951.177/0001-61;MISSÃO IMPOSSÍVEL CINCO PRODUÇÕES ARTISTICAS LTDA.;RJ;Produção Cinematográfica;Ficção;0;0;0;500.000,00;0;0;0;500.000,00
2004;24088;Os Porralokinhas (Ex - Aventuras de Reina Caiman em O Resgate de Maneco);73.668.295/0001-42;RF CINEMA E TV LTDA;RJ;Produção Cinematográfica;Ficção;0;400.000,00;0;0;0;0;0;400.000,00
2004;12020;Oscar Niemeyer, A Vida é um Sopro ( Ex - Oscar Niemeyer Lição de Arquitetura);03.469.465/0001-84;SANTA CLARA COMUNICAÇÃO LTDA.;SP;Produção Televisiva;Documentário;198.637,00;117.363,00;0;0;0;0;0;316.000,00
2004;11983;Ouro Negro (Ex - Ouro Negro A Saga do Petróleo Brasileiro);73.315.293/0001-70;ÍRIS CINEMATOGRÁFICA LTDA;RJ;Produção Cinematográfica;Ficção;0;773.000,00;0;0;0;0;0;773.000,00
2004;40096;PARINTINS;27.920.016/0001-79;MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA;RJ;Produção Televisiva;Documentário;100.000,00;0;0;0;0;0;0;100.000,00
2004;40012;PATRULHA NICK 2004;05.161.846/0001-27;RPJ PRODUTORES ASSOCIADOS LTDA;SP;Rádio/Tvs Educativa;Programa TV;0;0;0;0;0;319.535,62;0;319.535,62
2004;40090;PERIGOSA OBSESSAO;42.473.256/0001-66;MORENA FILMES EIRELI - ME;RJ;Produção Cinematográfica;Ficção;0;0;0;1.107.000,00;0;0;0;1.107.000,00
