Valores Captados por Projeto Incentivado - Em Reais (R$) - 2002 a Julho de 2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ano de Captação;Salic;Nome do Projeto;CNPJ do Proponente;Proponente;UF;Tipo ou segmento;Gênero;"Lei 8.313/91
(Lei Rouanet)";"Art. 1º 
Lei 8.685/93";"Art. 1º A
Lei 8.685/93";"Art. 3º 
Lei 8.685/93*";"Art. 3º A
Lei 8.685/93*";"Art. 39 
MP 2228-1/01*";Funcines;Total Captado no Ano
2012;110011;Espia Só - Distribuição;12.124.611/0001-20;CICLORAMA FILMES LTDA.;RJ;Distribuição Cinematográfica; -;0;0;38.800,00;0;0;0;0;38.800,00
2012;110521;Essa Gente Navegante (ex - Navegantes 50);04.736.316/0001-05;SETCOM - SET DE COMUNICAÇÃO LTDA;SC;Produção Televisiva; -;0;0;92.309,76;0;0;0;0;92.309,76
2012;110238;Estive em Lisboa e Lembrei-me de você;05.436.489/0001-62;REFINARIA PRODUÇÕES LTDA.;RJ;Produção Cinematográfica; -;0;0;400.000,00;0;0;0;0;400.000,00
2012;50310;ESTRANHOS;01.231.528/0001-34;ARAÇÁ AZUL PRODUÇÃO EVENTOS E TURISMO LTDA;BA;Produção Cinematográfica; -;0;0;60.000,00;0;0;0;0;60.000,00
2012;90349;Eu Maior;05.306.875/0001-30;CATALISADORA ÁUDIO VISUAL LTDA.;SP;Produção Cinematográfica; -;0;0;109.200,01;0;0;0;0;109.200,01
2012;90019;Exilados do Vulcão (Ex - Sobre a Neblina);39.183.983/0001-84;FRANCO PRODUÇÕES, FILMES, EVENTOS E PROMOÇÕES LTDA - ME. ;RJ;Produção Cinematográfica; -;0;0;112.422,11;0;0;0;0;112.422,11
2012;100366;Família Imperial (Ex - Família Real);06.137.016/0001-27;PRIMO FILMES LTDA;SP;Produção Televisiva; -;0;0;500.000,00;0;0;0;0;500.000,00
2012;30057;FAMÍLIA VENDE TUDO (EX - XIQUE NO ÚRTIMO);69.126.670/0001-55;A.F. CINEMA E VÍDEO LTDA;SP;Produção Cinematográfica; -;0;0;0;150.095,03;0;0;0;150.095,03
2012;70055;FAROESTE CABOCLO;08.427.088/0001-34;DE FELIPPES FILMES E PRODUÇÕES LTDA;RJ;Produção Cinematográfica; -;0;100.000,00;200.000,00;0;0;0;0;300.000,00
2012;90454;FEB - Heróis de Um País Sem Memória ou Não Permita Deus que Eu Morra Sem que eu Volte Pra Lá;73.619.637/0001-34;FILMES DO EQUADOR LTDA.;RJ;Produção Cinematográfica; -;0;0;225.000,00;0;0;0;0;225.000,00
2012;80141;Febre do Rato;09.240.833/0001-02;BELAVISTA RIO CINEMA E PRODUÇÃO ARTÍSTICA LTDA;RJ;Produção Cinematográfica; -;0;0;20.000,00;0;0;0;0;20.000,00
2012;110321;Festa da Uva 80 Anos - A Celebração de uma Identidade;13.925.421/0001-75;PATRÍCIA LUCEIRO DE OLIVEIRA - ME;RS;Produção Cinematográfica; -;0;0;432.733,20;0;0;0;0;432.733,20
2012;110339;FHC - Caminhos da Democracia;73.364.879/0001-24;FBL E ASSOCIADOS, COMUNICAÇÕES LTDA;RJ;Produção Televisiva; -;0;0;152.486,53;0;0;0;0;152.486,53
2012;110184;Filha Mãe Avó e Puta (Desenvolvimento);00.567.440/0001-25;VIRA LATA FILMES LTDA;SP;Desenvolvimento de projeto; -;0;0;0;167.854,01;0;0;0;167.854,01
2012;110328;Filhos Pródigos;86.777.331/0001-58;M. SCHMIEDT PRODUÇÕES LTDA;RS;Produção Televisiva; -;0;0;33.000,00;0;0;0;0;33.000,00
2012;120111;FLA X FLU;05.326.727/0001-87;SENTIMENTAL FILME LTDA;SP;Produção Cinematográfica; -;0;0;23.315,00;0;0;0;0;23.315,00
2012;80654;Flores Raras (Ex - Flores Raras e Banalíssimas);73.619.637/0001-34;FILMES DO EQUADOR LTDA.;RJ;Produção Cinematográfica; -;0;700.000,00;1.550.000,00;292.947,34;0;0;0;2.542.947,34
2012;110050;Francisco Brennand - Distribuição (Ex - Brennand, o Convidado da Floresta - Dsitribuição);31.179.864/0001-46;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;RJ;Distribuição Cinematográfica; -;0;0;120.000,00;0;0;0;0;120.000,00
2012;120160;FRANCISCO DE ASSIS - UMA LIÇÃO DE VIDA;00.091.842/6549-34;IVOILSON GOULART;SC;Videofonográfica; -;6.490,53;0;0;0;0;0;0;6.490,53
2012;60259;Futuro do Pretérito: Tropicalismo Now! (Ex - Trópicália - 40 Anos);56.119.597/0001-42;ANHANGABAU PRODUÇÕES LTDA ME;SP;Produção Cinematográfica; -;0;0;60.000,00;0;0;0;0;60.000,00
2012;120005;Fátima no Brasil;03.327.485/0001-10;GUAPURUVU FILMES LTDA;RJ;Produção Televisiva; -;0;0;50.000,00;0;0;0;0;50.000,00
2012;70300;Getúlio (Ex - Getúlio - Últimos Dias);28.026.565/0001-67;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica; -;0;0;68;0;0;134.429,55;0;134.497,55
2012;90028;Girimunho;07.525.577/0001-66;ANAVILHANA FILMES LTDA - ME;MG;Produção Cinematográfica; -;0;0;30.000,00;0;0;0;0;30.000,00
2012;80471;Gonzaga - De Pai Pra Filho (Ex Gonzaga De Pai Para Filho)(Ex Gonzaguinha e Gonzagão Explode Coração);02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;RJ;Produção Cinematográfica; -;0;600.000,00;375.000,00;0;0;0;0;975.000,00
2012;110033;Heleno - Distribuição;07.616.202/0001-01;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;RJ;Distribuição Cinematográfica; -;0;0;240.000,00;0;0;0;0;240.000,00
2012;40264;HELENO (EX - HELENO - O HOMEM QUE CHUTAVA COM A CABEÇA);05.840.498/0001-14;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA - EPP.;SP;Produção Cinematográfica; -;0;99.803,00;379.606,00;0;0;0;0;479.409,00
2012;120031;HISTORIETAS ASSOMBRADAS;02.140.164/0001-40;GLAZ ENTRETENIMENTO LTDA;RJ;Produção Televisiva; -;0;0;0;0;0;0;360.025,00;360.025,00
2012;60100;Hoje;07.860.494/0001-23;TANGERINA ENTRETENIMENTO LTDA;SP;Produção Cinematográfica; -;0;0;0;0;0;208.800,00;0;208.800,00
2012;100271;Hoje Eu Quero Voltar Sozinho (Ex - Todas as Coisas Mais Simples);08.677.301/0001-66;LACUNA FILMES LTDA;SP;Produção Cinematográfica; -;0;240.000,00;0;0;0;0;0;240.000,00
2012;100632;Hotxuá - Distribuição;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Distribuição Cinematográfica; -;0;0;237.150,00;0;0;0;0;237.150,00
2012;110274;Idéia Fixa;09.353.982/0001-70;LOTUS HOLDING LTDA;SP;Produção Cinematográfica; -;0;0;2.904,78;0;0;0;0;2.904,78
2012;110522;Jeitinho Brasileiro;12.543.206/0001-47;FARO PRODUÇÕES CINEMATOGRÁFICAS LTDA;RJ;Produção Cinematográfica; -;0;0;100.000,00;0;0;0;0;100.000,00
2012;110056;Jogos Clandestinos / Por Amor e Por Dinheiro (Ex - Por Amor e Por Dinheiro);08.790.022/0001-04;NATION & NAÇÃO PRODUÇÕES ARTÍSTICAS LTDA - ME ;SP;Produção Cinematográfica; -;0;0;200.000,00;0;0;0;0;200.000,00
2012;100524;Jonas e a Baleia;02.625.405/0001-40;MASTER SHOT PRODUÇÕES LTDA;SP;Produção Cinematográfica; -;0;0;0;0;3.000.000,00;0;0;3.000.000,00
2012;110221;João ou o Milagre das Mãos;73.619.637/0001-34;FILMES DO EQUADOR LTDA.;RJ;Produção Cinematográfica; -;0;0;500.000,00;0;0;0;0;500.000,00
2012;100482;Julio Sumiu;03.360.320/0001-40;TV ZERO CINEMA LTDA;RJ;Produção Cinematográfica; -;0;0;0;1.400.049,34;300.000,00;0;0;1.700.049,34
2012;80603;Kátia (EX - De Zé a Kátia);00.733.392/0001-06;EM FOCO MULTIMÍDIA PRODUÇÕES LTDA;CE;Produção Cinematográfica; -;0;0;52.960,67;0;0;0;0;52.960,67
2012;110492;Legalidade;90.130.634/0001-51;INVÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RS;Produção Cinematográfica; -;0;317.500,00;0;0;0;0;0;317.500,00
2012;100624;Leite e Ferro - Distribuição;60.469.871/0001-80;CINEMATOGRÁFICA POLIFILMES LTDA-ME;SP;Distribuição Cinematográfica; -;0;0;19.950,00;0;0;0;0;19.950,00
2012;120481;Los Silencios (Cinco Vidas e um Segredo);11.101.993/0001-04;MIRÍADE FILMES E PRODUÇÕES ARTÍSTICAS LTDA;SP;Produção Cinematográfica; -;0;0;60.000,00;0;0;0;0;60.000,00
2012;120014;LUZ DO SERTÃO - CEM ANOS DE LUIZ GONZAGA;02.175.084/0001-20;R-TV PRODUÇÕES LTDA;PE;Produção Televisiva; -;0;0;0;0;401.187,46;0;0;401.187,46
2012;40074;LUZ NAS TREVAS: A REVOLTA DE LUZ VERMELHA;04.760.800/0001-61;MERCÚRIO PRODUÇÕES LTDA-ME;SP;Produção Cinematográfica; -;0;0;233.130,29;0;0;0;0;233.130,29
2012;80149;Língua Seca;08.821.187/0001-04;OURO 21 PRODUÇÃO DE FILMES LTDA ;SP;Produção Cinematográfica; -;0;150.000,00;285.859,06;0;0;0;0;435.859,06
2012;80308;Made in China (Ex - Saara);04.453.786/0001-53;PINDORAMA FILMES LTDA;RJ;Produção Cinematográfica; -;0;352.538,00;0;0;0;0;0;352.538,00
2012;110187;Magal e os formigas;00.659.237/0001-89;LM STEIN LTDA - ME;SP;Produção Cinematográfica; -;0;0;300.000,00;0;0;0;0;300.000,00
2012;110417;Mais Amor;05.306.875/0001-30;CATALISADORA ÁUDIO VISUAL LTDA.;SP;Videofonográfica; -;0;0;75.000,00;0;0;0;0;75.000,00
2012;100084;Malasartes;02.525.725/0001-29;O2 CINEMA LTDA;SP;Produção Cinematográfica; -;0;400.000,00;0;0;0;0;0;400.000,00
2012;100340;Mar Me Quer;07.966.825/0001-04;BOOK FILMES PRODUÇÕES LTDA.;RJ;Produção Cinematográfica; -;0;0;60.708,00;0;0;0;0;60.708,00
2012;80299;Marcelo Yuka no caminho das setas;01.179.201/0001-60;VIDEOFORUM FILMES PRODUÇÕES ARTÍSTICAS LTDA.;SP;Produção Cinematográfica; -;0;0;90.000,00;0;0;0;0;90.000,00
2012;120334;Mare Nostrum;44.154.342/0001-31;RAIZ PRODUÇÕES CINEMATOGRÁFICAS LTDA. ME.;SP;Produção Cinematográfica; -;0;0;225.000,00;0;0;0;0;225.000,00
2012;50337;MARESIA (EX - BARCO A SECO);03.766.122/0001-81;SOLAR FILMES LTDA - ME;RJ;Produção Cinematográfica; -;0;19.200,00;0;0;0;0;0;19.200,00
2012;100173;Maria da Penha (Ex - Simplesmente Maria);36.472.587/0001-89;VOGLIA PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica; -;0;0;653.000,00;0;0;0;0;653.000,00
2012;100565;Mato sem Cachorro;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Produção Cinematográfica; -;0;550.000,00;257.000,00;675.232,41;0;0;0;1.482.232,41
2012;80206;Menos que nada;94.625.829/0001-23;CASA DE CINEMA DE PORTO ALEGRE LTDA.;RS;Produção Cinematográfica; -;0;0;90.000,00;0;0;0;0;90.000,00
2012;110349;Meu Amigãozão - O Filme;02.683.477/0001-44;LD LABORATÓRIO DE DESENHOS LTDA ;RJ;Produção Cinematográfica; -;0;805.000,00;0;0;0;0;0;805.000,00
2012;120366;Meu Passado Me Condena - O Filme;04.551.480/0001-30;ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA;RJ;Produção Cinematográfica; -;0;0;0;1.200.000,00;0;0;0;1.200.000,00
2012;110002;Meu País - Distribuição;08.346.733/0001-94;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;SP;Distribuição Cinematográfica; -;0;0;80.000,00;0;0;0;0;80.000,00
2012;40277;MEU PÉ DE LARANJA LIMA;06.140.668/0001-10;PASSARO FILMS DO BRASIL AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica; -;0;0;224.145,25;0;0;0;0;224.145,25
2012;110389;Meus Dias de Rock (Ex - A Banda - Na Trilha do Rock);07.125.823/0001-92;BERNY FILMES PROJETOS ARTÍSTICOS E CULTURAIS LTDA;RJ;Produção Televisiva; -;0;0;1.300.000,00;0;0;0;0;1.300.000,00
2012;90307;Meus Dois Amores (Ex. A Noiva e a Mula) (Ex. Espertices & Valenturas);00.291.470/0001-51;DILER & ASSOCIADOS LTDA;RJ;Produção Cinematográfica; -;0;765.035,00;292.700,00;0;500.000,00;0;0;1.557.735,00
2012;110101;Minha Mãe é Uma Peça - O Filme;10.645.895/0001-75;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Produção Cinematográfica; -;0;300.000,00;1.100.000,00;0;0;0;0;1.400.000,00
2012;110167;Muita Calma Nessa Hora II;09.558.964/0001-24;CASÉ FILMES LTDA;RJ;Produção Cinematográfica; -;0;0;775.000,00;0;0;0;0;775.000,00
2012;80037;Muito Além do Cangaço;71.617.252/0001-02;LUZ XXI CINE VIDEO LTDA;SP;Produção Televisiva; -;0;0;145.470,68;0;0;0;0;145.470,68
2012;60367;Muitos Homens Num Só (Ex - 20 Homens Num Só e uma Mulher de 20);29.269.719/0001-04;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica; -;0;65.538,00;271.000,00;0;0;0;0;336.538,00
2012;80552;Mundo Invisível;52.009.305/0001-68;MOSTRA INTERNACIONAL DE CINEMA LTDA;SP;Produção Cinematográfica; -;0;0;150.000,00;0;0;211.442,90;0;361.442,90
2012;90399;My Name is Now, Elza Soares (Ex - Elza Soares - A Voz do Brasil);10.957.732/0001-28;IT FILMES, COMUNICAÇÃO E ENTRETENIMENTO LTDA;MG;Produção Cinematográfica; -;0;0;201.300,00;0;0;0;0;201.300,00
2012;70412;Mão na Luva;35.790.682/0001-68;MOVIMENTO CARIOCA PRODUÇÕES ARTISTICAS LTDA;RJ;Produção Cinematográfica; -;0;0;20.000,00;0;0;0;0;20.000,00
2012;80104;Mãos de Cavalo;86.777.331/0001-58;M. SCHMIEDT PRODUÇÕES LTDA;RS;Produção Cinematográfica; -;0;40.000,00;542.648,50;0;0;0;0;582.648,50
2012;60323;MÁRIO WALLACE SIMONSEN, O LEGALISTA;52.097.649/0001-76;ZABUMBA CINEMA E VIDEO LTDA;SP;Produção Cinematográfica; -;0;0;450.000,00;0;0;0;0;450.000,00
2012;70288;Música, Filosofia e Vinho;02.127.762/0001-89;JAGUAR PRODUÇÕES ARTÍSTICAS LTDA. - EPP;RJ;Produção Cinematográfica; -;41.205,00;0;0;0;0;0;0;41.205,00
2012;120371;Na Fé Com Arthur Veríssimo (Ex - Festivais Religiosos);02.947.857/0001-49;RADAR CINEMA E TELEVISÃO LTDA;SP;TV Paga; -;0;0;0;0;0;1.700.000,00;0;1.700.000,00
2012;100416;Na Trilha da Energia (Ex - Energia Sustentável);04.350.398/0001-47;CANAL AZUL CONSULTORIA AUDIOVISUAL LTDA;SP;Produção Cinematográfica; -;0;0;200.000,00;0;0;0;0;200.000,00
2012;70365;Nautilus;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRAFICAS LTDA;RJ;Produção Cinematográfica; -;0;0;0;21.201,75;849.819,89;0;0;871.021,64
2012;100264;Nimuendajú;05.141.481/0001-79;ANAYA PRODUÇÕES CULTURAIS LTDA;MG;Produção Cinematográfica; -;0;0;250.000,50;0;0;0;0;250.000,50
2012;100520;Non Ducor Duco;68.311.943/0001-79;MKT MÍDIA LTDA;SP;Produção Cinematográfica; -;0;0;200.023,00;0;0;0;0;200.023,00
2012;100606;O Abismo Prateado (Ex - Olhos nos Olhos);05.840.498/0001-14;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA - EPP.;SP;Produção Cinematográfica; -;0;0;0;0;0;330.000,00;0;330.000,00
2012;120316;O Bondinho do Pão de Açúcar (100 Anos);05.832.663/0001-96;IOIO PRODUÇÕES CINEMATOGRÁFICAS LTDA;SP;Produção Cinematográfica; -;0;0;0;0;478.827,64;0;0;478.827,64
2012;100466;O Bosque;01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;SP;Produção Cinematográfica; -;0;0;400.000,00;0;0;0;0;400.000,00
2012;90263;O Casamento de Gorete (*);05.776.048/0001-00;LETICIA SPILLER PENA PRODUCOES ARTISTICAS;RJ;Produção Cinematográfica; -;0;0;300.000,00;0;0;0;0;300.000,00
2012;110444;O Concurso (Ex - Concurso Público);04.768.987/0001-40;LATINAMERICA ENTRETENIMENTO EIRELI;SP;Produção Cinematográfica; -;0;771.915,00;0;500.000,00;6.306,73;0;0;1.278.221,73
2012;90452;O Duelo (Ex - As Fantásticas Aventuras de um Capitão) (Ex - O Velho Marinheiro);02.863.008/0001-07;TOTAL ENTERTAINMENT LTDA;RJ;Produção Cinematográfica; -;0;500.000,00;0;910.000,00;0;0;0;1.410.000,00
2012;70286;O Fim e Os Meios;68.317.445/0001-33;CINEMA BRASIL DIGITAL - ESCRITÓRIO DE PLANEJ. EMPR. AUD. LTDA;RJ;Produção Cinematográfica; -;0;0;100.000,00;0;0;0;0;100.000,00
2012;110297;O Gorila;05.387.293/0001-25;CAMISA TREZE CULTURAL S/S LTDA;SP;Produção Cinematográfica; -;0;0;100.000,00;0;0;0;0;100.000,00
2012;120486;O Grande Circo Místico (Ex CIRCO MISTICO);73.586.513/0001-08;LUZ MÁGICA  PRODUÇÕES  AUDIOVISUAIS LTDA;RJ;Produção Cinematográfica; -;0;0;750.000,00;0;0;0;0;750.000,00
2012;80370;O homem das multidões;04.255.207/0001-68;CINCO EM PONTO LTDA ME;MG;Produção Cinematográfica; -;0;0;326.582,75;0;0;0;0;326.582,75
2012;70040;O Homem que não Dormia;16.487.027/0001-90;TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA;BA;Produção Cinematográfica; -;0;40.000,00;0;0;0;0;0;40.000,00
2012;100310;O Inacreditável Roubo da Jules Rimet;00.020.648/0001-20;PRODIGO FILMS LTDA;SP;Produção Cinematográfica; -;0;500.100,00;0;0;0;0;0;500.100,00
2012;60400;O INVENTOR DE SONHOS (EX - UM CERTO OLHAR);30.120.265/0001-94;INDUSTRIA IMAGINARIA EIRELI;RJ;Produção Cinematográfica; -;0;350.000,00;0;0;0;0;0;350.000,00
2012;80442;O Menino e o Mundo (Ex - Cuca no Jardim);67.006.775/0001-45;ALÊ ABREU PRODUÇÕES LTDA;SP;Produção Cinematográfica; -;0;375.000,00;0;0;0;0;0;375.000,00
2012;80006;O Menino no Espelho;03.987.306/0001-71;CAMISA LISTRADA LTDA;MG;Produção Cinematográfica; -;0;725.000,00;859.932,64;0;0;0;0;1.584.932,64
2012;80634;O Outro Lado do Paraíso;03.093.490/0001-06;MERCADO CULTURAL LTDA EPP;DF;Produção Cinematográfica; -;0;0;400.000,00;0;0;0;0;400.000,00
2012;90435;O Outro Lado do Vento;04.864.145/0001-91;CINELÂNDIA BRASIL PRODUÇÕES ARTÍSTICAS LTDA;RJ;Produção Cinematográfica; -;0;0;484.100,00;0;0;0;0;484.100,00
2012;110430;O Rastro - Desenvolvimento;08.103.457/0001-33;TITÂNIO PRODUÇÕES ARTÍSTICAS LTDA.;RJ;Desenvolvimento de projeto; -;0;0;0;119.985,00;0;0;0;119.985,00
2012;120395;O Rei das Manhãs (Ex - Vida de Palhaço);01.378.559/0001-12;GULLANE ENTRETENIMENTO S.A.;SP;Produção Cinematográfica; -;0;0;361.717,00;0;0;0;0;361.717,00
2012;120214;O Rio Por Eles - O Rio de Janeiro Que os Brasileiros Nunca Viram na Tela;03.279.751/0001-87;BIZUM COMUNICAÇÃO LTDA;RJ;Produção Televisiva; -;0;0;0;0;1.000.000,00;0;0;1.000.000,00
2012;120095;O SAMBA MANDOU ME CHAMAR;05.643.831/0001-03;GIRAS FILMES COMUNICAÇÃO LTDA;SP;Produção Televisiva; -;0;0;867.000,00;0;0;0;0;867.000,00
2012;80513;O Segredo dos Diamantes (EX- Estrelas Caídas do Céu);22.331.409/0001-23;QUIMERA FILMES LTDA;MG;Produção Cinematográfica; -;0;300.000,00;1.480.000,00;0;0;0;0;1.780.000,00
2012;80406;O SOM AO REDOR (EX - Histórico de Violência);08.587.501/0001-28;CINEMASCOPIO PRODUCOES CINEMATOGRAFICAS E ARTISTICAS;PE;Produção Cinematográfica; -;0;0;45.000,00;0;0;0;0;45.000,00
2012;100067;O Tempo e o Vento;53.976.478/0001-18;NEXUS CINEMA E VÍDEO LTDA;SP;Produção Cinematográfica; -;0;200.000,00;1.471.900,00;0;0;0;0;1.671.900,00
2012;110424;O Tempo Que Passa;07.530.292/0001-13;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;MG;Produção Cinematográfica; -;0;431.716,00;0;0;0;0;0;431.716,00
2012;80253;O Universo Graciliano;76.421.049/0001-80;USINA DE KYNO LTDA;PR;Produção Cinematográfica; -;0;0;97.500,00;0;0;0;0;97.500,00
2012;90131;O Vendedor de Passados;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;RJ;Produção Cinematográfica; -;0;500.000,00;300.000,00;0;0;0;0;800.000,00
2012;110323;O Verão da Lata;10.305.776/0001-73;SUJU FILMES LTDA - ME;SP;Produção Televisiva; -;0;0;4.000,00;0;0;230.000,00;0;234.000,00
2012;80302;Odeio o Dia dos Namorados (Ex Dia dos namorados);02.140.164/0001-40;GLAZ ENTRETENIMENTO LTDA;RJ;Produção Cinematográfica; -;0;0;0;1.697.781,73;0;0;0;1.697.781,73
2012;110204;Olhar de Nise;38.027.546/0001-09;JORGE OLIVEIRA DA SILVA COMUNICAÇÃO CONSULT E MARKETING;DF;Produção Cinematográfica; -;0;0;28.700,00;0;0;0;0;28.700,00
2012;100069;Onde a Coruja Dorme - Distribuição;68.610.302/0001-15;DISTRIBUIDORA DE FILMES S/A RIOFILME;RJ;Distribuição Cinematográfica; -;0;0;50.000,00;0;0;0;0;50.000,00
2012;110190;Onça Pintada, mais perto do que se pode imaginar;13.066.775/0001-01;WCP - WILDLIFE CONSERVATION PRODUÇÕES LTDA.;SP;Produção Televisiva; -;0;0;1.092.345,00;0;0;0;0;1.092.345,00
2012;120148;OS ADVOGADOS CONTRA A DITADURA OU POR UMA QUESTÃO DE JUSTIÇA;27.651.181/0001-72;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Produção Cinematográfica; -;0;0;700.000,00;0;0;0;0;700.000,00
2012;110317;Os Amargos;08.346.159/0001-74;MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA;SP;Produção Televisiva; -;0;0;0;0;0;1.383.200,00;0;1.383.200,00
2012;100228;Os Amigos;07.490.019/0001-02;GIRAFA FILMES LTDA;SP;Produção Cinematográfica; -;0;0;510.000,00;0;0;0;0;510.000,00
2012;120033;OS BÁRBAROS DE BRATTAWICH - DESENVOLVIMENTO;08.742.175/0001-86;ANIMATORIO COMUNICACAO VISUAL LTDA - ME;SP;Produção Televisiva; -;0;0;0;0;0;0;55.000,00;55.000,00
2012;120259;Os Homens São de Marte...E é Pra Lá Que Eu Vou;07.570.789/0001-65;BIÔNICA CINEMA E TV LTDA.ME;SP;Produção Cinematográfica; -;0;0;875.000,00;0;0;0;0;875.000,00
2012;100572;Os Penetras;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;RJ;Produção Cinematográfica; -;0;950.000,00;0;2.200.000,00;0;0;0;3.150.000,00
2012;70180;Os Residentes (Ex- Gaio Filho);07.530.292/0001-13;FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA;MG;Produção Cinematográfica; -;0;100.000,00;0;0;0;0;0;100.000,00
2012;120197;OS UNDER UNDERGROUNDS;09.028.371/0001-56;TORTUGA STUDIOS PRODUTORA DE FILMES LTDA;SP;Produção Cinematográfica; -;0;0;0;0;0;0;134.995,00;134.995,00
2012;80303;Os Últimos Cangaceiros (Ex- O altar do cangaço);04.761.874/0001-12;CORTE SECO FILMES LTDA;CE;Produção Cinematográfica; -;0;0;89.612,10;0;0;0;0;89.612,10
2012;90203;Oswaldo Massaini - Uma Paixão pelo Cinema;44.182.046/0001-44;CINEARTE PRODUÇÕES CINEMATOGRÁFICAS LTDA;SP;Produção Cinematográfica; -;0;0;0;1.122.554,24;1.877.445,76;0;0;3.000.000,00
2012;70279;Outro Sertão;02.616.581/0001-16;GALPÃO PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;ES;Produção Cinematográfica; -;0;0;119.974,00;0;0;0;0;119.974,00
2012;70130;Pagando Caro;03.039.811/0001-94;CASA JABUTICABA DE CINEMA E TEATRO LTDA;SP;Produção Cinematográfica; -;0;0;450.000,00;0;0;0;0;450.000,00
2012;70046;PARAÍSOS ARTIFICIAIS (EX - POSTO 9);01.803.185/0001-35;ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.;RJ;Produção Cinematográfica; -;0;99.890,00;0;0;0;0;0;99.890,00
2012;100100;Parto Para a Liberdade - Uma Breve História de Pedro Aleixo;07.125.835/0001-17;CHEDIAK ARTE E COMUNICAÇÃO - EDIÇÃO E PRODUÇÃO ARTÍSTICA LTDA;RJ;Produção Cinematográfica; -;0;0;300.000,00;0;0;0;0;300.000,00
2012;80448;Paulo Moura - Alma Brasileira (Ex - Paulo Moura - Imaginação e Estilo);30.713.390/0001-08;CINEFILMES LTDA;RJ;Produção Cinematográfica; -;0;0;290.000,00;0;0;0;0;290.000,00
2012;50285;Peixonauta: Agente Secreto da O.S.T.R.A. (Ex - Peixonauta);01.161.933/0001-23;PG - PRODUÇÕES DE CINEMA VÍDEO E TV LTDA;SP;Produção Cinematográfica; -;0;100.000,00;0;0;0;0;0;100.000,00
2012;80386;Pelé Eterno - Longa Versão;05.283.625/0001-21;CINEDISTRI PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;SP;Produção Televisiva; -;0;0;0;1.000.000,00;0;0;0;1.000.000,00
2012;80630;Pequeno Segredo;00.132.102/0001-60;SCHÜRMANN PRODUÇÕES CINEMATOGRÁFICAS LTDA;SC;Produção Cinematográfica; -;0;0;320.000,00;0;0;0;0;320.000,00
2012;100428;Periscópio;67.619.171/0001-74;PALEOTEVE PRODUÇÃO CULTURAL LTDA - ME;SP;Produção Cinematográfica; -;0;0;135.000,00;0;0;0;0;135.000,00
2012;100334;Piadeiros;04.650.621/0001-71;RM PRODUÇÕES ARTÍSTICAS LTDA;SP;Produção Cinematográfica; -;0;0;191.644,46;0;0;0;0;191.644,46
2012;110392;Plano de Negócios;11.562.441/0001-01;GRUPO BLACK BOX PRODUÇÕES LTDA;PR;Produção Televisiva; -;0;0;400.000,00;0;0;0;0;400.000,00
2012;90366;Ponto Zero;10.387.192/0001-94;MÍNIMA - CONCEPÇÃO E PRODUÇÃO VISUAL LTDA.;RS;Produção Cinematográfica; -;0;0;723.519,20;0;0;0;0;723.519,20
2012;50123;POR UM PUNHADO DE DÓLARES, OS NOVOS EMIGRADOS - O FILME;31.553.936/0001-73;TELENEWS SERVICE LTDA;RJ;Produção Cinematográfica; -;0;125.000,00;50.000,00;0;0;0;0;175.000,00
