TITULO_ORIGINAL;TITULO_BRASIL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;SITUACAO_CRT;CPB_ROE;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO;PAIS;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO;REDUCAO_ISENCAO;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
NATIONAL SECURITY;;2021013788000000;29/04/2021;04/05/2021;EXPIRADO;E1600067800000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;88;2003;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;RADIO E TELEVISAO RECORD S.A;251;60.628.369/0001-75;SP;SÃO PAULO
"""AO VIVO QUANDO A TERRA ERA REDONDA""";;2021045516000002;17/12/2021;18/12/2021;REGISTRADO;B2100543200000;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;146,1;2021;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;SUPERCOMBO PRODUÇÕES LTDA;50030;33.935.010/0001-78;SP;SÃO PAULO
"""DRAMA"" DE AUTORIA DE RODRIGO AMARANTE";"""DRAMA"" DE AUTORIA DE RODRIGO AMARANTE";2021015556000003;18/05/2021;19/05/2021;REGISTRADO;E2100202800000;VÍDEOMUSICAL;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM TEMPORADA ÚNICA;1,9;2021;2021;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;KAPPAMAKKI PRODUÇÕES ARTÍSTICAS LTDA;23696;13.899.937/0001-92;RJ;RIO DE JANEIRO
"""ELZA SOARES - O GINGADO DA NÊGA""";;2021019961000009;14/06/2021;24/06/2021;REGISTRADO;B1301943100000;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;51;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GLOBO COMUNICACAO E PARTICIPACOES S/A;4727;27.865.757/0001-02;RJ;RIO DE JANEIRO
"""MULTISHOW AO VIVO - DOIS AMIGOS, UM SÉCULO DE MÚSICA - CAETANO VELOSO E GILBERTO GIL""";;2021022721000008;14/07/2021;15/07/2021;REGISTRADO;B1500928500000;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;103;2015;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GLOBO COMUNICACAO E PARTICIPACOES S/A;4727;27.865.757/0001-02;RJ;RIO DE JANEIRO
"""SE TU SOUBESSE""";;2021012497000003;23/04/2021;26/04/2021;EXPIRADO;B1900286700000;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;4,3;2019;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;VINICIUS HENRIQUE DIAS;40600;PESSOA FÍSICA;SP;SÃO PAULO
"""THREE LITTLE BIRDS"" - NIKO DIAS";;2020003519000003;16/12/2020;04/02/2021;EXPIRADO;B2000453800000;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;3,2;2020;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;VINICIUS HENRIQUE DIAS;40600;PESSOA FÍSICA;SP;SÃO PAULO
"""THREE LITTLE BIRDS"" - NIKO DIAS";;2021013223000007;29/04/2021;30/04/2021;EXPIRADO;B2000453800000;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;3,2;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;VINICIUS HENRIQUE DIAS;40600;PESSOA FÍSICA;SP;SÃO PAULO
#MOVIMENTOUBUNUTU;;2021020589000008;29/06/2021;29/06/2021;EXPIRADO;B2100268600000;VARIEDADES;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM TEMPORADA ÚNICA;564,2;2021;2021;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL INCLUÍDA NA PROGRAMAÇÃO INTERNACIONAL DE QUE TRATA O INCISO XIV DO ART. 1º DA MEDIDA PROVISÓRIA 2228-1/01;TRACE BRASIL ENTRETENIMENTO LTDA.;45425;35.624.039/0001-64;SP;SÃO PAULO
#PRECISAMOSFALARSOBREISSO - CARTA PARA ALÉM DOS MUROS;;2021003531000008;26/01/2021;04/02/2021;EXPIRADO;B2000493600000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;54;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;2295;03.667.884/0001-20;SP;SÃO PAULO
