TITULO_ORIGINAL;TITULO_BRASIL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;SITUACAO_CRT;CPB_ROE;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO;PAIS;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO;REDUCAO_ISENCAO;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
11 MULHERES E NENHUM SEGREDO;;02010017695920060;14/03/2006;04/05/2006;EXPIRADO;B0500422500000;FICÇÃO;Erótico/Pornográfica;COMUM;BRASIL;NÃO SERIADA;140;2005;;VIDEO DOMÉSTICO;OBRA AUDIOVISUAL BRASILEIRA;FALLMS DISTRIBUIÇÃO DE FITAS LTDA;4704;02.341.697/0001-90;SP;BARUERI
11:14;11:14;04010025388920069;23/11/2006;18/12/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;85,6;2003;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;TELECINE PROGRAMACAO DE FILMES LTDA;39;00.252.848/0001-08;RJ;RIO DE JANEIRO
11:59;11: 59 - CORRIDA CONTRA O TEMPO;02010026006820062;12/12/2006;22/12/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;104;2005;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;NORDESTE DISTRIBUIDORA DE FITAS DE VÍDEO E DVDS LTDA;2749;06.944.183/0001-80;CE;FORTALEZA
12 MILE ROAD;UM CAMINHO PARA DOIS;03010017403020066;06/03/2006;10/03/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;0;2003;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80;SP;SÃO PAULO
12 ON ONE;12 ON ONE;02010015277920050;15/12/2005;06/01/2006;EXPIRADO;E1300000100000;FICÇÃO;Erótico/Pornográfica;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;0;2004;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;SWEN DO BRASIL LTDA;432;03.169.575/0001-20;SP;POÁ
13 GOING ON 30;DE REPENTE 30;03010025613320067;30/11/2006;21/12/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;98;2004;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;SONY PICTURES RELEASING OF BRASIL INC.;193;33.040.767/0001-01;SP;SÃO PAULO
13 RUE MADELEINE;13 RUE MADELEINE;02010018598420064;12/04/2006;28/08/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;95;1947;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80;SP;SÃO PAULO
13TH FLOOR;13º ANDAR;02010019165320061;02/05/2006;09/05/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;100;1999;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;SONY PICTURES HOME ENTERTAINMENT DO BRASIL LTDA;468;01.343.611/0001-03;SP;BARUERI
16 BLOCKS;16 QUADRAS;01010017132320063;21/02/2006;10/03/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;110;2006;;SALAS DE EXIBIÇÃO;SEM REDUÇÃO E ISENÇÃO;AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA);1071;57.695.371/0001-52;SP;BARUERI
16 BLOCKS;16 QUADRAS;02010018554120065;11/04/2006;16/05/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;110;2005;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32;SC;SÃO JOSÉ
18-J;MEMÓRIA DE QUEM FICA;02010018155020067;29/03/2006;04/04/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ARGENTINA;NÃO SERIADA;100;2004;;VIDEO DOMÉSTICO;OBRA DE PAÍS INTEGRANTE DO MERCOSUL;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14;SP;SÃO PAULO
1905 - YEAR OF LIGHT;1905 - O ANO-LUZ;04020024077220061;05/10/2006;24/10/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;FRANCA;NÃO SERIADA;50;2005;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;SYNAPSE PRODUÇÕES LTDA;278;40.271.140/0001-19;RJ;RIO DE JANEIRO
1932 - A GUERRA CIVIL;;03010015955820066;10/01/2006;18/01/2006;EXPIRADO;;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;BRASIL;NÃO SERIADA;0;1992;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;SYNAPSE BRAZIL LICENCIAMENTO DE DIREITOS AUDIOVISUAIS LTDA;277;02.185.369/0001-41;RJ;RIO DE JANEIRO
1972;;01010025435020067;24/11/2006;04/12/2006;EXPIRADO;B0600599800000;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;104;2006;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL BRASILEIRA;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98;SP;SÃO PAULO
2 FILHOS DE FRANCISCO: A HISTÓRIA DE ZEZÉ DI CAMARGO E LUCIANO;;04010025458520064;27/11/2006;18/12/2006;EXPIRADO;B0500302600000;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;110;2004;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;TELECINE PROGRAMACAO DE FILMES LTDA;39;00.252.848/0001-08;RJ;RIO DE JANEIRO
2 FILHOS DE FRANCISCO: A HISTÓRIA DE ZEZÉ DI CAMARGO E LUCIANO;;04010024320720066;16/10/2006;28/11/2006;EXPIRADO;B0500302600000;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;110;2004;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;SKY BRASIL SERVICOS LTDA;2246;72.820.822/0001-20;SP;SÃO PAULO
20.000 LEAGUES UNDER THE SEA;20.000 LÉGUAS SUBMARINAS;03010020851120064;21/06/2006;26/06/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;158;1998;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);REGISTRO NO MINC NO SEGMENTO DE MERCADO INDICADO.;NETWORK DISTRIBUIDORA DE FILMES S.A.;31;34.035.584/0001-52;RJ;RIO DE JANEIRO
2000 NORDESTES;;04010012793320053;11/10/2005;18/01/2006;EXPIRADO;;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;BRASIL;NÃO SERIADA;0;2000;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;PRODUÇÕES CINEMATOGRÁFICAS LC BARRETO LTDA;42;33.450.990/0001-19;RJ;RIO DE JANEIRO
2001 MANIACS;2001 MANIACOS;02010022179420063;03/08/2006;20/09/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;87;2005;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01;SP;SÃO BERNARDO DO CAMPO
2005 MTV VIDEO MUSIC AWARDS;;03010010695020056;15/08/2005;09/01/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;142;2005;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;ABRIL RADIODIFUSAO S.A.;3186;03.555.171/0001-75;SP;SÃO PAULO
2005 MTV VIDEO MUSIC AWARDS;MTV VIDEO MUSIC AWARDS 2005;04010010695620056;15/08/2005;09/01/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;142;2005;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;ABRIL RADIODIFUSAO S.A.;3186;03.555.171/0001-75;SP;SÃO PAULO
2006 MTV MOVIE AWARDS;MTV MOVIE AWARDS 2006;03010021068920062;28/06/2006;06/09/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;0;2006;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;ABRIL RADIODIFUSAO S.A.;3186;03.555.171/0001-75;SP;SÃO PAULO
200G;;04030015816520065;04/01/2006;23/02/2006;IRREGULAR;;FICÇÃO;NÃO INFORMADO;NÃO INFORMADO;BRASIL;NÃO SERIADA;0;2005;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;BRASILEIRA CINEMATOGRÁFICA LTDA;1996;74.571.886/0001-60;SP;SANTANA DE PARNAÍBA
20: 30: 40;20: 30: 40;08010003611920043;16/09/2004;23/05/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;HONG KONG;NÃO SERIADA;0;2004;;FESTIVAIS E MOSTRAS;SEM REDUÇÃO E ISENÇÃO;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98;SP;SÃO PAULO
21 GRAMS;21 GRAMAS;03010024064220060;05/10/2006;24/10/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;124;2003;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;RADIO E TELEVISAO RECORD S.A;251;60.628.369/0001-75;SP;SÃO PAULO
220 VOLTS # 3;;04010022044320066;31/07/2006;07/08/2006;EXPIRADO;B0600558300000;FICÇÃO;Erótico/Pornográfica;COMUM;BRASIL;NÃO SERIADA;110;2005;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;ATLAS DISTRIBUIDORA DE FILMES LTDA - EPP;3720;06.130.896/0001-00;SP;INDAIATUBA
24 ANO V (EPISÓDIOS: 5AFF13 ATÉ 5AFF24);24 HORAS;03040021084820062;29/06/2006;05/07/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;SERIADA;0;2006;2006;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80;SP;SÃO PAULO
25 MILLION DOLLAR HOAX;A TRADUZIR;04040018810120064;20/04/2006;23/05/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;SERIADA;0;2004;2004;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);50;00.811.990/0001-48;RJ;RIO DE JANEIRO
27 MISSING KISSES;27 BEIJOS PERDIDOS;04010020859020061;21/06/2006;27/06/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;GEÓRGIA;NÃO SERIADA;98;2000;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;ESTAÇÃO CINEMA E CULTURA LTDA;592;02.745.624/0001-63;RJ;RIO DE JANEIRO
28 DAYS;28 DIAS;02010024870120066;06/11/2006;30/11/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;104;2000;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;SONY PICTURES HOME ENTERTAINMENT DO BRASIL LTDA;468;01.343.611/0001-03;SP;BARUERI
28 DAYS LATER;;03010019158520061;02/05/2006;05/05/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;113;2002;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80;SP;SÃO PAULO
29TH STREET;VIRADO PARA A LUA;04010017979920060;23/03/2006;18/04/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;101;1991;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;TELECINE PROGRAMACAO DE FILMES LTDA;39;00.252.848/0001-08;RJ;RIO DE JANEIRO
2:37;2:37;01010024397620068;18/10/2006;06/11/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;AUSTRÁLIA;NÃO SERIADA;91;2006;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL DESTINADA AO SEGMENTO DE SALAS DE EXIBIÇÃO EXPLORADAS EM ATÉ 6 (SEIS) CÓPIAS/SALAS;AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA);1071;57.695.371/0001-52;SP;BARUERI
2B PERFECTLY HONEST;PARA SER SINCERO;02010014410620050;25/11/2005;30/03/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;88;2004;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01;SP;SÃO BERNARDO DO CAMPO
30 DAYS UNTIL I´M FAMOUS;30 DAYS UNTIL I´M FAMOUS;02010022177120062;03/08/2006;04/12/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;87;2004;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;SWEN DO BRASIL LTDA;432;03.169.575/0001-20;SP;POÁ
30 STILL SINGLE;SOLTEIRO AOS 30;02010021153920060;30/06/2006;25/07/2006;IRREGULAR;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;91;1998;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;CONQUEST DISTRIBUIDORA DE FILMES LTDA.;4612;07.495.859/0001-68;SP;SANTANA DE PARNAÍBA
35, O ASSALTO AO PODER;;03010015956220062;10/01/2006;18/01/2006;EXPIRADO;;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;BRASIL;NÃO SERIADA;0;2003;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;SYNAPSE BRAZIL LICENCIAMENTO DE DIREITOS AUDIOVISUAIS LTDA;277;02.185.369/0001-41;RJ;RIO DE JANEIRO
36 QUAI DES ORFÈVRES;36;04010021860920060;25/07/2006;06/09/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;FRANCA;NÃO SERIADA;110;2003;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;TELECINE PROGRAMACAO DE FILMES LTDA;39;00.252.848/0001-08;RJ;RIO DE JANEIRO
4 FOR TEXAS;OS QUATRO HERÓIS DO TEXAS;02010005333520050;17/03/2005;16/01/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;124;1963;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;VIDEOLAR S/A;166;04.229.761/0001-70;AM;MANAUS
4 WHEEL DRIVE SERIES LET'S & GO;LET¿S & GO!;03040026008020060;12/12/2006;19/12/2006;EXPIRADO;E1300000100000;ANIMAÇÃO;;NÃO INFORMADO;JAPAO;SERIADA;480;1996;1996;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;TVSBT CANAL 4 DE SAO PAULO S/A;101;45.039.237/0001-14;SP;OSASCO
40 FIRST LADIES;40 MULHERES, 1 CONTINENTE;04010015641820058;27/12/2005;14/02/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;0;2005;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;GLOBOSAT PROGRAMADORA LTDA (BAIXADA);50;00.811.990/0001-48;RJ;RIO DE JANEIRO
44 MINUTES: THE NORTH HOLLYWOOD SHOOTOUT;44 MINUTOS DE TENSÃO;03010016433920067;30/01/2006;02/02/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;0;2003;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80;SP;SÃO PAULO
5 NA MULTIDÃO;;04010021876520067;25/07/2006;29/09/2006;EXPIRADO;B0600485100000;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;72;2003;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GIROS PRODUÇÕES LTDA (BAIXADA);45;02.403.567/0001-34;RJ;RIO DE JANEIRO
50 CENT;50 CENT;02010015486720053;21/12/2005;01/02/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;81;2005;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;CONQUEST DISTRIBUIDORA DE FILMES LTDA.;4612;07.495.859/0001-68;SP;SANTANA DE PARNAÍBA
50 FIRST DATES;COMO SE FOSSE A PRIMEIRA VEZ;03010025614320060;30/11/2006;21/12/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;99;2004;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;SONY PICTURES RELEASING OF BRASIL INC.;193;33.040.767/0001-01;SP;SÃO PAULO
55 DAYS AT PEKING;55 DIAS EM PEKING;02010024203720064;10/10/2006;05/12/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;148;1963;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;NORDESTE DISTRIBUIDORA DE FITAS DE VÍDEO E DVDS LTDA;2749;06.944.183/0001-80;CE;FORTALEZA
5678 QUE TAL MOLHAR O BISCOITO;;04010017773720065;16/03/2006;17/04/2006;IRREGULAR;B0600469100000;FICÇÃO;Erótico/Pornográfica;COMUM;BRASIL;NÃO SERIADA;80;2003;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;COAST EDITORA LTDA EPP;2566;05.000.127/0001-24;SP;SÃO PAULO
5IVE GIRLS;DEMÔNIOS;02010022534720065;16/08/2006;25/09/2006;IRREGULAR;E1300000100000;FICÇÃO;;NÃO INFORMADO;CANADÁ;NÃO SERIADA;90;2006;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;CONQUEST DISTRIBUIDORA DE FILMES LTDA.;4612;07.495.859/0001-68;SP;SANTANA DE PARNAÍBA
5X2;O AMOR EM CINCO TEMPOS;01010019437520062;09/05/2006;15/05/2006;EXPIRADO;E1600546900000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;FRANCA;NÃO SERIADA;90;2004;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL DESTINADA AO SEGMENTO DE SALAS DE EXIBIÇÃO EXPLORADAS EM ATÉ 6 (SEIS) CÓPIAS/SALAS;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14;SP;SÃO PAULO
5X2;UM AMOR EM CINCO TEMPOS;02010022531720064;16/08/2006;25/08/2006;EXPIRADO;E1300000100000;FICÇÃO;;NÃO INFORMADO;FRANCA;NÃO SERIADA;100;2004;;VIDEO DOMÉSTICO;SEM REDUÇÃO E ISENÇÃO;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14;SP;SÃO PAULO
6TH DAY, THE;O 6º DIA;04010017419820060;06/03/2006;03/04/2006;EXPIRADO;E1300000100000;NÃO CLASSIFICADA;;NÃO INFORMADO;ESTADOS UNIDOS;NÃO SERIADA;123;2000;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A;44;01.253.766/0001-40;RJ;RIO DE JANEIRO
