TITULO_ORIGINAL;TITULO_BRASIL;CRT;DATA_REQUERIMENTO_CRT;DATA_EMISSAO_CRT;SITUACAO_CRT;CPB_ROE;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO;PAIS;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO;REDUCAO_ISENCAO;REQUERENTE;REGISTRO_ANCINE_REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
28 DAYS;;2026009287000004;02/04/2026;08/04/2026;REGISTRADO;E1700619400000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;103;2000;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL DESTINADA À VEICULAÇÃO NO SEGMENTO DE RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA) E CUJA PRODUÇÃO TENHA SIDO REALIZADA HÁ MAIS DE VINTE ANOS;TVSBT CANAL 4 DE SAO PAULO S/A;101;45.039.237/0001-14;SP;OSASCO
2º TEMP. - JACARELVIS E AMIGOS - SÉRIE MUSICAL;;2026008613000007;31/03/2026;01/04/2026;REGISTRADO;B2400020700000;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM MÚLTIPLAS TEMPORADAS;105;2022;2022;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL INCLUÍDA NA PROGRAMAÇÃO INTERNACIONAL DE QUE TRATA O INCISO XIV DO ART. 1º DA MEDIDA PROVISÓRIA 2228-1/01;PROGRAMADORA BRASILEIRA INDEPENDENTE LTDA;44012;10.772.239/0001-33;RS;PORTO ALEGRE
3 OBÁS DE XANGÔ;;2026002624000008;27/01/2026;02/02/2026;REGISTRADO;B2500005500000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;75,3;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GULLANE + DISTRIBUIDORA AUDIOVISUAL & EDITORA LITEROMUSICAL LTDA;59942;51.234.365/0001-11;SP;SÃO PAULO
3 OBÁS DE XANGÔ;;2026004903000006;09/02/2026;25/02/2026;REGISTRADO;B2500005500000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;75,3;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GLOBO COMUNICACAO E PARTICIPACOES S/A;4727;27.865.757/0001-02;RJ;RIO DE JANEIRO
31º PRÊMIO JOVEM CIENTISTA;;2026010558000007;20/04/2026;20/04/2026;REGISTRADO;B2600122500000;VARIEDADES;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM MÚLTIPLAS TEMPORADAS;14,9;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA PRODUZIDA POR PROGRAMADORA DO SEGMENTO DE MERCADO DE COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA, PARA COMUNICAÇÃO PÚBLICA EM SEU PRÓPRIO SEGMENTO DE MERCADO;FUNDAÇÃO ROBERTO MARINHO;421;29.527.413/0001-00;RJ;RIO DE JANEIRO
47 DAYS WITH JESUS;47 DIAS COM JESUS;2026006225000008;09/03/2026;10/03/2026;REGISTRADO;E2600049200000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;135;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;DENISE JANCAR;26986;00.711.925/0001-40;SP;SÃO PAULO
A ARTE DE SER;;2026003490000000;09/02/2026;10/02/2026;REGISTRADO;B2600037400000;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;21,6;2026;;OUTROS MERCADOS;OBRA AUDIOVISUAL BRASILEIRA;PEDRO AUGUSTO ALVES TEIXEIRA;60498;PESSOA FÍSICA;RJ;BARRA DO PIRAÍ
A BATALHA DA CRUZ;;2026007255000007;19/03/2026;19/03/2026;REGISTRADO;B2600084700000;RELIGIOSA;;COMUM;BRASIL;SERIADA EM TEMPORADA ÚNICA;285;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA PRODUZIDA POR EMPRESA CONCESSIONÁRIA DE SERVIÇO DE RADIODIFUSÃO DE SONS E IMAGENS, PARA COMUNICAÇÃO PÚBLICA EM SEU PRÓPRIO SEGMENTO DE MERCADO;TELEVISAO CACHOEIRA DO SUL LTDA;58333;89.784.037/0001-61;RS;CACHOEIRA DO SUL
A BATALHA DA RUA MARIA ANTÔNIA;;2026007493000004;19/03/2026;23/03/2026;REGISTRADO;B2400015800000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;85,3;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32;SC;SÃO JOSÉ
A BAÍA QUE NOS CONECTA;;2026009281000002;31/03/2026;08/04/2026;REGISTRADO;B2600038600000;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM TEMPORADA ÚNICA;39,4;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;FUNDAÇÃO ROBERTO MARINHO;421;29.527.413/0001-00;RJ;RIO DE JANEIRO
A CAPITAL DO BASQUETE;;2026000954000000;07/01/2026;14/01/2026;REGISTRADO;B2500537400000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;87,9;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;GLOBO COMUNICACAO E PARTICIPACOES S/A;4727;27.865.757/0001-02;RJ;RIO DE JANEIRO
A COBRA NEGRA;;2026003939000005;12/02/2026;13/02/2026;REGISTRADO;B2500287300000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;84,8;2025;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL BRASILEIRA;VULCANA CINEMA LTDA;13463;08.112.710/0001-15;RS;PORTO ALEGRE
A CONSPIRAÇÃO CONDOR;;2026005584000005;02/03/2026;04/03/2026;REGISTRADO;B2600061700000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;113,5;2026;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL BRASILEIRA;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA;12443;08.656.129/0001-64;SP;SÃO PAULO
A CONSTITUIÇÃO E A LIBERDADE;;2026008461000000;31/03/2026;31/03/2026;REGISTRADO;B2600100800000;JORNALÍSTICA;;COMUM;BRASIL;SERIADA DE DURAÇÃO INDETERMINADA;1200;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA PRODUZIDA POR PROGRAMADORA DO SEGMENTO DE MERCADO DE COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA, PARA COMUNICAÇÃO PÚBLICA EM SEU PRÓPRIO SEGMENTO DE MERCADO;EDITORA TIPUANA LTDA.;62666;19.608.677/0001-35;SP;SÃO PAULO
A COZINHA DO CHEF LUCA - 2ª TEMPORADA;;2026008225000000;17/03/2026;30/03/2026;REGISTRADO;B2600079200000;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM MÚLTIPLAS TEMPORADAS;35;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;STARKE CONSULTORIA E NEGÓCIOS DE MÍDIA LTDA;46896;39.237.339/0001-41;SP;SÃO PAULO
A DAMA DO RAP;;2026010507000000;17/04/2026;18/04/2026;REGISTRADO;B2600075700000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;51,7;2026;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;CAVIDEO PRODUÇÕES COMÉRCIO E LOCAÇÃO DE FILMES LTDA;11893;01.666.326/0001-15;RJ;RIO DE JANEIRO
A DIVISÃO - O FILME;;2026009296000003;07/04/2026;08/04/2026;REGISTRADO;B1900592900000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;133,8;2019;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL INCLUÍDA NA PROGRAMAÇÃO INTERNACIONAL DE QUE TRATA O INCISO XIV DO ART. 1º DA MEDIDA PROVISÓRIA 2228-1/01;TOPSPORTS VENTURES LTDA.;12248;03.390.444/0001-79;SP;SÃO PAULO
A DUPLA JORNADA;;2026008503000002;31/03/2026;01/04/2026;REGISTRADO;B2500150800000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;53,4;1975;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;RADIANTE FILMES LTDA;376;02.376.263/0001-25;RJ;RIO DE JANEIRO
A DUPLA JORNADA;;2026006862000009;12/03/2026;16/03/2026;REGISTRADO;B2500150800000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;53,4;1975;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47;RJ;PETRÓPOLIS
A DUPLA JORNADA;;2026006880000007;12/03/2026;16/03/2026;REGISTRADO;B2500150800000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;53,4;1975;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47;RJ;PETRÓPOLIS
A ERA DOS HUMANOS;;2026006607000007;09/03/2026;13/03/2026;REGISTRADO;B2500478400000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM TEMPORADA ÚNICA;140,5;2025;2025;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;FUNDAÇÃO ROBERTO MARINHO;421;29.527.413/0001-00;RJ;RIO DE JANEIRO
A FARRA DO CIRCO;;2026009717000004;10/03/2026;13/04/2026;REGISTRADO;B1302020900000;DOCUMENTÁRIO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;90;2013;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;TV ZERO CINEMA LTDA;4586;03.360.320/0001-40;RJ;RIO DE JANEIRO
A FORÇA DO AGRO;;2026004258000005;19/02/2026;19/02/2026;REGISTRADO;B2600045600000;JORNALÍSTICA;;COMUM;BRASIL;SERIADA DE DURAÇÃO INDETERMINADA;7950;2026;2026;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA PRODUZIDA POR PROGRAMADORA DO SEGMENTO DE MERCADO DE COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA, PARA COMUNICAÇÃO PÚBLICA EM SEU PRÓPRIO SEGMENTO DE MERCADO;EDITORA TIPUANA LTDA.;62666;19.608.677/0001-35;SP;SÃO PAULO
A LOUÇA DO ALMOÇO;;2026003153000004;05/02/2026;06/02/2026;REGISTRADO;B2500285500000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;13,3;2025;;OUTROS MERCADOS;OBRA AUDIOVISUAL BRASILEIRA;CMEIRELLES PSICOLOGIA E PRODUÇÕES ARTÍSTICAS LTDA;42872;04.113.919/0001-42;RJ;RIO DE JANEIRO
A MATTER OF FAITH;UMA QUESTÃO DE FÉ;2026001112000008;06/01/2026;15/01/2026;REGISTRADO;E2500536300000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;89;2014;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);SEM REDUÇÃO E ISENÇÃO;RADIO E TELEVISAO BANDEIRANTES S.A.;656;60.509.239/0001-13;SP;SÃO PAULO
A MEMÓRIA DO CHEIRO DAS COISAS;;2026001706000000;21/01/2026;22/01/2026;REGISTRADO;B2500349200000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;PORTUGAL;NÃO SERIADA;96,2;2025;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;TREZE DE MAIO DISTRIBUIDORA E PRODUTORA LTDA;52561;40.379.968/0001-95;RJ;PETRÓPOLIS
A MENINA DE SESSENTA;;2026006076000001;24/02/2026;09/03/2026;REGISTRADO;B2100180500000;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;26;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO;2295;03.667.884/0001-20;SP;SÃO PAULO
A MENSAGEM POR ELAS;;2026001332000007;19/01/2026;19/01/2026;REGISTRADO;B2600015900000;RELIGIOSA;;COMUM;BRASIL;SERIADA DE DURAÇÃO INDETERMINADA;1508;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA PRODUZIDA POR EMPRESA CONCESSIONÁRIA DE SERVIÇO DE RADIODIFUSÃO DE SONS E IMAGENS, PARA COMUNICAÇÃO PÚBLICA EM SEU PRÓPRIO SEGMENTO DE MERCADO;TELEVISAO CACHOEIRA DO SUL LTDA;58333;89.784.037/0001-61;RS;CACHOEIRA DO SUL
A MISS;;2025000005000005;23/12/2025;02/01/2026;REGISTRADO;B2500289600000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;105,7;2025;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL BRASILEIRA;OLHAR DISTRIBUICAO DE FILMES LTDA;37242;28.083.221/0001-90;PR;CURITIBA
A MULHER QUE CHORA;;2026005307000000;26/02/2026;02/03/2026;REGISTRADO;B2400112500000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;75;2024;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL BRASILEIRA;OLHAR DISTRIBUICAO DE FILMES LTDA;37242;28.083.221/0001-90;PR;CURITIBA
A MÃE DE TODAS AS LUTAS;;2026010655000008;16/04/2026;21/04/2026;REGISTRADO;B2000069400000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;71,1;2020;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;2719;06.992.833/0001-62;RJ;RIO DE JANEIRO
A NOBREZA DO AMOR;;2026005537000002;03/03/2026;03/03/2026;REGISTRADO;B2600066300000;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;SERIADA EM TEMPORADA ÚNICA;7105;2026;2026;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA PRODUZIDA POR EMPRESA CONCESSIONÁRIA DE SERVIÇO DE RADIODIFUSÃO DE SONS E IMAGENS, PARA COMUNICAÇÃO PÚBLICA EM SEU PRÓPRIO SEGMENTO DE MERCADO;GLOBO COMUNICACAO E PARTICIPACOES S/A;4727;27.865.757/0001-02;RJ;RIO DE JANEIRO
A PAIXÃO DE JL;;2026006856000000;03/03/2026;16/03/2026;REGISTRADO;B1500932700000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;82;2014;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;CANAL BRAZIL S/A;1500;02.608.224/0001-06;RJ;RIO DE JANEIRO
A PRETA VENCEU;;2026009535000009;01/04/2026;10/04/2026;REGISTRADO;B2600088600000;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;2,7;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;BONDE RECORDS MUSIC LTDA;61407;21.857.777/0001-47;RJ;RIO DE JANEIRO
A QUIET PLACE: DAY ONE;;2026007933000007;18/03/2026;26/03/2026;REGISTRADO;E2400134100000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;100;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;4727;27.865.757/0001-02;RJ;RIO DE JANEIRO
A SIMPLE FAVOR;;2026003180000001;27/01/2026;06/02/2026;REGISTRADO;E1800353200000;FICÇÃO;;ESTRANGEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;ESTADOS UNIDOS;NÃO SERIADA;117;2017;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SEM REDUÇÃO E ISENÇÃO;NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A;44;01.253.766/0001-40;RJ;RIO DE JANEIRO
A TRANSFORMAÇÃO DE CANUTO;;2026006634000004;10/03/2026;13/03/2026;REGISTRADO;B2400408800000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;132,0;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);OBRA AUDIOVISUAL BRASILEIRA;DESCOLONIZA FILMES E PRODUCOES ARTISTICAS LTDA;43301;33.427.044/0001-51;SP;SÃO PAULO
A TRANSFORMAÇÃO DE CANUTO;;2026006876000006;13/03/2026;16/03/2026;REGISTRADO;B2400408800000;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;132,0;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);OBRA AUDIOVISUAL BRASILEIRA;DESCOLONIZA FILMES E PRODUCOES ARTISTICAS LTDA;43301;33.427.044/0001-51;SP;SÃO PAULO
A UM GOLE DA ETERNIDADE;;2026005434000000;02/03/2026;03/03/2026;REGISTRADO;B2400036600000;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;BRASIL;NÃO SERIADA;16,0;2024;;SALAS DE EXIBIÇÃO;OBRA AUDIOVISUAL BRASILEIRA;INTERAGIR CULTURAL PRODUCOES CINEMATOGRAFICAS LTDA;39351;29.942.476/0001-23;BA;SALVADOR
