Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2024;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira ;UF2;Distribuidora;Máximo de Salas;Público acumulado;Renda (R$) acumulada;
2017;B1600041000000;Bugigangue No Espaço;Ale Mchaddo;Animação;44 Toons;SP;-;-;Imagem;295;112.624;1.534.609,18;
2017;B1600737300000;Bye Bye Jaqueline;Anderson Simão;Ficção;O Quadro;PR;-;-;Lança Filmes;6;516;5.900,00;
2017;B1402296800000;Cada Vez Mais Longe;Eveline Costa/Oswaldo Eduardo Lioi;Ficção;Kadiwéu Cinema/Sequência Filmes;RJ/RJ;-;-;Sequência Produções Artisticas;1;342;4.265,39;
2017;B1402701900000;Café – Um Dedo De Prosa;Maurício Squarisi;Animação;Tupi Desenhos Animados;SP;-;-;Polifilmes/Spcine;1;104;1.530,08;
2017;B1500883200000;Capoeira, Um Passo A Dois;Jorge Itapuã;Documentário;Daza Filmes;RJ;-;-;Daza Filmes;2;347;4.070,47;
2017;B1600332400000;Central - O Filme;Renato Nunes Dorneles/Tatiana Sager;Documentário;Panda Filmes;RS;Linha De Produção;RS;Panda Filmes;10;16.408;240.713,27;
2017;B1700422600000;Chocante;Johnny Araújo;Ficção;Casé Filmes;RJ;Globo Filmes/Imagem;RJ/SC;Imagem;490;155.063;2.199.472,96;
2017;B1700172000000;Cidades Fantasmas;Tyrell Spencer;Documentário;Casa De Cinema De Porto Alegre;RS;Globo Filmes;RJ;Casa De Cinema De Porto Alegre;4;1.082;14.156,27;
2017;B1700410600000;Cinemagia - A História Das Videolocadoras De São Paulo;Alan Oliveira;Documentário;Lumolab;SP;-;-;Lumolab;1;193;3.370,00;
2017;B1600502400000;Clarisse Ou Alguma Coisa Sobre Nós Dois;Petrus Cariry;Ficção;Iluminura Filmes;CE;-;-;Sereia Filmes;14;4.207;39.101,34;
2017;B1402289000000;Com Os Punhos Cerrados;Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Alumbramento;CE;-;-;Pique-Bandeira Filmes;5;602;3.760,03;
2017;B1700046100000;Comeback;Erico Rassi;Ficção;Rio Bravo Filmes;SP;-;-;O2 Play;33;3.356;42.937,30;
2017;B1700119200000;Como Nossos Pais;Laís Bodanzky;Ficção;Buriti Filmes/Gullane;SP/SP;Globo Filmes/Xanadu;RJ/RJ;Imovision;124;206.909;3.510.565,99;
2017;B1700386500000;Como Se Tornar O Pior Aluno Da Escola;Fabricio Bittar;Ficção;Clube Filmes;SP;Telecine;RJ;Downtown/Paris;359;506.412;6.850.270,39;
2017;B1500559900000;Cora Coralina - Todas As Vidas;Renato Barbieri;Documentário;Asacine Produções;DF;Renato Fortes Barbieri;DF;Tucumán;10;7.040;97.643,98;
2017;B1700537400000;Coragem! As Muitas Vidas De Dom Paulo Evaristo Arns;Ricardo Carvalho;Documentário;Tvm Produções;SP;Globo Filmes;RJ;Tv Meio Ambiente;10;912;14.606,10;
2017;B1700181500000;Corpo Delito;Pedro Rocha;Documentário;Corpo Aberto;CE;-;-;Vitrine Filmes;32;1.447;9.863,31;
2017;B1700112000000;Corpo Elétrico;Marcelo Caetano;Ficção;Plateau Produções;SP;Desbun Filmes/Marcelo Batista Caetano/África Filmes;SP/-/SP;Vitrine Filmes;33;20.133;238.076,41;
2017;B1600754800000;Cromossomo 21;Alex Pires Duarte;Ficção;Alex Pires Duarte;RJ;-;-;Alex Pires Duarte;14;4.817;63.479,63;
2017;B1600058600000;Crônica Da Demolição;Eduardo Ades;Documentário;Imagem-Tempo/Tela Brasilis;RJ/RJ;-;-;Imagem-Tempo;8;3.532;47.218,51;
2017;B1700227000000;Câmara De Espelhos;Dea Ferraz;Documentário;Alumia Produção E Conteúdo;PE;Ateliê Produções/Parêa Filmes;PE/PE;Inquieta Cinema Cultura E Comunicação;7;411;3.300,35;
2017;B1700258100000;Danado De Bom;Debby Brennand;Documentário;Mariola Filmes;PE;-;-;Inquietude;13;2.237;23.846,70;
2017;B1700030400000;Deixa Na Régua;Emíilio Domingos;Documentário;Osmose Filmes;RJ;-;-;Osmose Filmes;3;390;4.453,70;
2017;B1600287300000;Deserto;Guilherme Weber;Ficção;Bananeira Filmes;RJ;Mutuca Filmes/Canal Brasil;RJ/RJ;Tucumán;12;1.362;17.377,15;
2017;B1700328500000;Detetives Do Prédio Azul;André Pellenz;Ficção;Paris Entretenimento;RJ;Globo Filmes/Rsmts Empreendimentos E Participações/Globosat;RJ/RJ/RJ;Downtown/Paris;516;1.223.055;16.122.831,58;
2017;B1600653900000;Divinas Divas;Leandra Leal;Documentário;Daza Filmes;RJ;Biônica Filmes/Canal Brasil;SP/RJ;Vitrine Filmes;37;34.127;254.424,81;
2017;B1700244500000;Divórcio;Pedro Amorim;Ficção;Filmland Internacional;SP;-;-;Warner;592;487.466;6.581.359,00;
2017;B1600052200000;Do Outro Lado Do Atlântico;Daniele Ellery/Márcio Câmara;Documentário;Deberton Entretenimento/Euphemia Produções;CE/CE;-;-;Deberton Entretenimento;1;283;1.830,00;
2017;B1500812200000;Doidas E Santas;Paulo Thiago;Ficção;Melodrama Produções;RJ;-;-;Imagem;94;29.925;421.006,83;
2017;B1700045100000;Dolores - Uma Mulher, Dois Amores;Juan Dickinson;Ficção;Valkyria Filmes;RJ;-;-;Tucumán;15;3.366;46.505,20;
2017;B1700477300000;Dona Flor E Seus Dois Maridos;Pedro Vasconcelos;Ficção;Reginaldo Farias Produções;RJ;Fv Produções/República Pureza Filmes/Telecine;RJ/RJ/RJ;Downtown/Paris;113;46.640;640.772,54;
2017;B1700395900000;Duas De Mim;Cininha De Paula;Ficção;Migdal Filmes;RJ;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Downtown/Paris;281;292.504;3.930.701,25;
2017;B1600579200000;El Mate;Bruno Kott;Ficção;Filmes De Vagabundo;SP;Canal Brasil;RJ;Filmes De Vagabundo;1;235;2.120,00;
2017;B1600765100000;Elon Não Acredita Na Morte;Ricardo Alves Junior;Ficção;Entre Filmes;MG;Punta Colorada De Cinema/Sancho Filmes;SP/SP;Vitrine Filmes;29;2.210;15.577,84;
2017;B1402707600000;Encantados;Tizuka Yamasaki;Ficção;Scena Filmes;RJ;-;-;Riofilme;9;6.941;82.083,51;
2017;B1700466900000;Entre Irmãs;Breno Silveira;Ficção;Conspiração Filmes;RJ;Globo Filmes/Xanadu;RJ/RJ;H2O Films/Sony;100;58.453;938.543,45;
2017;B1600690600000;Era O Hotel Cambridge;Eliane Caffé;Ficção;Aurora Filmes;SP;Apoio-Associação De Auxílio Mutuo Da Região Leste;SP;Vitrine Filmes;25;30.555;313.646,81;
2017;B1600163900000;Estamos Vivos;Filipe Codeço;Ficção;Cavideo Produções;RJ;Roda Produtiva/Impulso Hub Projetos Audiovisuais/Canal Brasil;RJ/MG/RJ;Livres Filmes;1;62;371,20;
2017;B1700243800000;Esteros;Papu Curotto;Ficção;Latina Estudio;SP;-;-;Europa;9;3.851;61.386,42;
2017;B1600520300000;Estopô Balaio;Cristiano Burlan;Documentário;Bela Filmes;SP;-;-;Bela Filmes;2;290;1.417,50;
2017;B1600789900000;Eu Fico Loko;Bruno Garotti;Ficção;Ananã Produções;RJ;Eduardo Scarpa/Paris Filmes;-/SP;Downtown/Paris;620;559.431;6.848.306,92;
2017;B1600472500000;Eu Te Levo;Marcelo Müller;Ficção;Academia De Filmes;SP;-;-;Pandora Filmes;6;472;5.177,96;
2017;B1700123200000;Exodus - De Onde Vim Não Existe Mais;Hank Levine;Documentário;O2 Filmes;SP;Globo Filmes;RJ;Paris/O2 Play;36;6.280;77.573,34;
2017;B1600708000000;Fala Comigo;Felipe Sholl;Ficção;Syndrome Films;RJ;-;-;Vitrine Filmes;23;8.982;125.041,04;
2017;B1700552000000;Fala Sério, Mãe!;Pedro Vasconcelos;Ficção;Camisa Listrada/Focus Films;RJ/RJ;Telecine/Globo Filmes/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;696;2.911.611;38.831.048,25;
2017;B1700052000000;Filhos De Bach;Ansgar Ahlers;Ficção;Conspiração Filmes;RJ;-;-;Disney;27;3.337;52.203,00;
2017;B1700236800000;Fonte Da Juventude;Estevão Ciavatta;Documentário;Pindorama Filmes;RJ;-;-;Pindorama Filmes;2;120;2.260,15;
2017;B1700524700000;Gabeira;Moacyr Góes;Documentário;Bufões Produções Artísticas;RJ;Globo Filmes;RJ;Gávea Filmes E Produções/Pipoca & Filmes;15;1.638;19.889,08;
2017;B1700305400000;Gabriel E A Montanha;Fellipe Gamarano Barbosa;Ficção;Gamarosa;RJ;Tv Zero Cinema/Canal Brasil;RJ/RJ;Bretz Filmes/Pagu Pictures;89;42.167;698.061,29;
2017;B1600534400000;Galeria F;Emilia Silveira;Documentário;70 Filmes;RJ;Globo Filmes/Canal Brasil/Santo Guerreiro;RJ/RJ/BA;Elo Company;6;569;5.379,03;
2017;B1700454300000;Gosto Se Discute;André Pellenz;Ficção;Damasco Filmes;SP;Filmland Internacional;SP;Imagem;468;169.485;2.400.978,15;
2017;B1700109600000;Gostosas, Lindas E Sexies;Ernani Nunes;Ficção;Santa Rita Filmes;SP;-;-;Downtown/Paris;174;85.063;1.189.017,34;
2017;B1600172700000;Guerra Do Paraguay;Luiz Rosemberg Filho;Ficção;Cavideo Produções;RJ;Cafeína Produções/Canal Brasil;RJ/RJ;Livres Filmes;3;838;10.701,12;
2017;B1700339700000;Historietas Assombradas – O Filme;Victor-Hugo Borges;Animação;Neoplastique Entretenimento;SP;-;-;Vitrine Filmes;222;34.933;474.680,76;
2017;B1402280900000;História Antes De Uma História;Wilson Lazaretti;Animação;Núcleo Do Cinema De Animação De Campinas;SP;-;-;Polifilmes/Spcine;1;197;1.825,50;
2017;B1700044000000;Internet - O Filme;Filippo Capuzzi Lapietra;Ficção;Paris Entretenimento;SP;-;-;Downtown/Paris;411;380.166;4.915.838,38;
2017;B1600685100000;Intolerância.Doc;Susanna Lira;Documentário;Modo Operante Produções;RJ;Globo Filmes;RJ;Modo Operante Produções;2;236;3.779,59;
2017;B1500643000000;Introdução À Música Do Sangue;Luiz Carlos Lacerda;Ficção;Matinê Filmes;RJ;Canal Brasil;RJ;Arthouse;6;634;6.574,20;
2017;B1700381100000;Invisível;Pablo Giorgelli;Ficção;Punta Colorada De Cinema/Sancho Filmes;SP/SP;-;-;Vitrine Filmes;41;9.610;80.562,53;
2017;B1700447200000;Jesus - A Esperança;Semi Salomão;Ficção;Grupo Teatral Mãe Do Céu;PR;-;-;Moro Comunicação;5;2.180;23.575,07;
2017;B1700092500000;Joaquim;Marcelo Gomes;Ficção;Rec Produtores Associados;PE;-;-;Imovision;35;19.671;276.847,19;
2017;B1600018100000;Jonas E O Circo Sem Lona;Paula Gomes;Documentário;Plano 3 Filmes;BA;-;-;Vitrine Filmes;29;2.681;17.997,22;
2017;B1700349800000;João, O Maestro;Mauro Lima;Ficção;Filmes Do Equador;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Sony;125;87.517;1.515.200,75;
2017;B1700077100000;La Vingança;Fernando Fraiha;Ficção;Globo Filmes/Querosene Filmes;RJ/SP;Paris Entretenimento/Biônica Filmes/O2 Filmes/Telecine;SP/SP/SP/RJ;Downtown/Paris;23;5.219;83.403,52;
2017;B1600764800000;Lamparina Da Aurora;Frederico Machado;Ficção;Lume Filmes;MA;-;-;Lume Produções Cinematográficas;17;2.115;15.437,60;
2017;B1700382400000;Lino - Uma Aventura De Sete Vidas;Rafael Ribas;Animação;Startanima;SP;-;-;Fox;445;314.292;4.344.171,00;
2017;B1500113300000;Love Film Festival;Bruno Safadi/Juancho Cardona/Manuela Dias/Vinícius Coimbra;Ficção;República Pureza Filmes;RJ;Casablanca Content/Canal Brasil;SP/RJ;Arthouse;17;2.473;32.609,60;
2017;B1700268100000;Lygia, Uma Escritora Brasileira;Hélio Goldsztejn;Documentário;Tv Cultura;SP;-;-;Cultura;8;784;11.842,49;
2017;B1700051900000;Macaco Tião, O Candidato Do Povo;Alex Levy-Heller;Documentário;Alelo Filmes;RJ;Afinal Filmes;RJ;Pipa Produções;2;76;850,80;
2017;B1500315500000;Mais Do Que Eu Possa Me Reconhecer;Allan Ribeiro;Documentário;Acalante Filmes;RJ;-;-;Livres Filmes;2;215;2.488,98;
2017;B1700347600000;Malasartes E O Duelo Com A Morte;Paulo Morelli;Ficção;O2 Filmes;SP;Globo Filmes/O2 Filmes;RJ/SP;Downtown/Paris;352;114.382;1.540.238,22;
2017;B1700172800000;Mar Inquieto;Fernando Mantelli;Ficção;Verte Filmes;RS;Sequência - Tv E Cinema/Guedes Filmes/Cubo Filmes;RS/RJ/RS;Lança Filmes;4;189;2.708,80;
2017;B1700248200000;Maria - Não Esqueça Que Eu Venho Dos Trópicos;Francisco C. Martins;Documentário;Liligo;SP;-;-;Pandora Filmes;6;1.014;12.364,45;
2017;B1600787700000;Martírio;Ernesto De Carvalho/Tatiana Almeida (Tita)/Vincent Carelli;Documentário;Papo Amarelo;PE;Vídeo Nas Aldeias;PE;Vitrine Filmes;29;6.429;48.641,18;
2017;B1700031200000;Memória Em Verde E Rosa;Pedro Von Krüger;Documentário;Com Domínio Filmes;RJ;-;-;Com Domínio Filmes;1;408;6.105,91;
2017;B1700050700000;Meu Corpo É Político;Alice Riff;Documentário;Studio Riff;SP;Paideia Filmes;SP;Olhar Distribuição;13;2.308;19.745,42;
2017;B1700231000000;Meus 15 Anos;Caroline Fioratti;Ficção;Paris Entretenimento;SP;-;-;Downtown/Paris;593;742.153;8.986.031,90;
2017;B1600300000000;Muito Romântico;Gustavo Jahn/Melissa Dullius;Ficção;Gustavo Jahn/Melissa Dullius;SC/RS;If You Hold A Stone;RJ;Vitrine Filmes;24;1.333;8.917,72;
2017;B1600420900000;Mulher Do Pai;Cristiane Oliveira;Ficção;Okna Produções;RS;-;-;Vitrine Filmes;26;6.928;81.680,87;
2017;B1700168200000;Ninguém Entra, Ninguém Sai;Hsu Chien;Ficção;Caribe;RJ;Globo Filmes/Verbo Promoções;RJ/RS;Imagem;418;195.992;2.648.634,69;
2017;B1700396100000;Ninguém Está Olhando;Julia Solomonoff;Ficção;Taiga Filmes E Vídeo;RJ;-;-;Vitrine Filmes;13;7.493;105.228,80;
2017;B1700133700000;No Intenso Agora;João Moreira Salles;Documentário;Videofilmes;RJ;-;-;Videofilmes;17;19.164;282.317,04;
2017;B1700264000000;Nunca Me Sonharam;Cacau Rhoden;Documentário;Maria Farinha Filmes;SP;-;-;Maria Farinha Filmes;8;2.827;34.808,92;
2017;B1700386400000;Não Devore Meu Coração;Felipe Bragança;Ficção;Duas Mariola Filmes;RJ;Globo Filmes/Canal Brasil/Maiomidia Comunicação;RJ/RJ/RJ;Tucumán;100;7.923;108.221,14;
2017;B1700052200000;O Crime Da Gávea;André Luiz Warwar;Ficção;Md Produções Artísticas;RJ;-;-;Elo Company;5;760;13.605,85;
2017;B1600363900000;O Deserto Do Deserto;Samir Abujamra/Tito Gonzalez Garcia;Documentário;Ouidah Films;RJ;Canal Brasil;RJ;Ouidah Films;5;675;8.424,13;
2017;B1700151900000;O Filme Da Minha Vida;Selton Mello;Ficção;Bananeira Filmes;RJ;-;-;Vitrine Filmes;262;295.988;4.465.799,44;
2017;B1700045500000;O Homem Que Matou John Wayne;Bruno Laet/Diogo Oliveira;Documentário;Guepardo Produções Audiovisuais;RJ;Canal Brasil;RJ;Pandora Filmes;3;275;3.939,78;
2017;B1700149200000;O Jardim Das Aflições;Josias Teófilo;Documentário;Josias Teófilo;PE;Matheus Bazzo/Olavo De Carvalho;RS/-;Josias Teófilo;13;15.024;277.784,71;
2017;B1600773600000;O Ornitólogo;João Pedro Rodrigues;Ficção;Ítaca Films;RJ;-;-;Vitrine Filmes;32;4.654;32.726,85;
2017;B1700220800000;O Piano Que Conversa;Marcelo Machado;Documentário;Mmtv;SP;Núcleo Contemporâneo;SP;Marcelo Machado;6;810;9.235,02;
2017;B0700764400000;O Profeta Das Águas;Leopoldo Nunes;Documentário;Leopoldo Nunes;SP;-;-;Taus Audiovisuais;1;22;220,35;
2017;B1700103500000;O Rastro;J. C. Feyer;Ficção;Lupa Filmes;RJ;-;-;Imagem;345;87.070;1.182.424,09;
2017;B1700482200000;Olhando Para As Estrelas;Alexandre Peralta;Documentário;A. I. Peralta Produções Cinematográficas;SP;-;-;Elo Company;15;594;8.672,00;
2017;B1600480300000;Olhar Instigado;Chico Gomes/Felipe Lion;Documentário;Biondani Produções;SP;-;-;O2 Play;8;709;5.850,50;
2017;B1700455300000;On Yoga - Arquitetura Da Paz;Heitor Dhalia;Documentário;Paranoid Filmes/Urso Filmes;SP/PE;-;-;Bretz Filmes;20;13.385;234.474,82;
2017;B1700503500000;Os Parças;Halder Gomes;Ficção;Formata Produções E Conteúdo;SP;Telecine;RJ;Downtown/Paris;392;1.585.341;21.546.621,37;
2017;B1600784700000;Os Penetras 2 - Quem Dá Mais?;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;H2O Films/Universal;447;401.960;5.594.424,97;
2017;B1302033700000;Os Pobres Diabos;Rosemberg Cariry;Ficção;Cariri Filmes;CE;-;-;Lume Produções Cinematográficas;27;4.693;53.406,35;
2017;B1600738500000;Os Saltimbancos Trapalhões - Rumo A Hollywood;João Daniel Tikhomiroff;Ficção;Mixer Films;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;176;95.129;1.152.692,37;
2017;B1600785500000;Os Transgressores;Luis Erlanger;Documentário;Cinética Filmes;RJ;Globo Filmes;RJ;Film Connection;2;161;2.711,54;
2017;B1700533700000;Para Além Da Curva Da Estrada;Guilherme Azevedo;Documentário;Avexi Filmes;RJ;Globo Filmes;RJ;O2 Play;1;17;240,00;
2017;B1600466500000;Pedro Osmar, Prá Liberdade Que Se Conquista;Eduardo Consonni/Rodrigo T. Marques;Documentário;Complô;SP;-;-;Complô;8;185;1.810,29;
2017;B1700104200000;Pendular;Julia Murat;Ficção;Esquina Filmes;RJ;Syndrome Films/Telecine/Canal Brasil;RJ/RJ/RJ;Vitrine Filmes;27;7.929;94.286,56;
2017;B1700107400000;Pitanga;Beto Brant/Camila Pitanga;Documentário;Drama Filmes;SP;Globo Filmes/Gangazumba Produções/Paraguassu Produções E Serviços Artísticos/Dot;RJ/RJ/RJ/SP;Elo Company;18;4.603;70.725,28;
2017;B1700338000000;Polícia Federal - A Lei É Para Todos;Marcelo Antunez;Ficção;New Group Cine & Tv/Raconto Filmes;RJ/RJ;-;-;Downtown/Paris;661;1.360.480;21.553.004,35;
2017;B1600730100000;Por Trás Do Céu;Caio Soh;Ficção;Caio Soh/Elixir Entretenimento;RJ/SP;Bossapro/Canal Brasil/Telecine;RJ/RJ/RJ;Pandora Filmes;19;1.471;18.569,03;
2017;B1402301300000;Por Um Punhado De Dólares - Os Novos Emigrados;Leonardo Dourado;Documentário;Telenews;RJ;-;-;Elo Company;3;306;3.458,00;
2017;B1700422800000;Quando O Galo Cantar Pela Terceira Vez Renegarás Tua Mãe;Aaron Salles Torres;Ficção;Georgois Filmes;MS;-;-;Elo Company;5;139;1.865,00;
2017;B1700178100000;Quem É Primavera Das Neves;Ana Luiza Azevedo/Jorge Furtado;Documentário;Casa De Cinema De Porto Alegre;RS;Globo Filmes;RJ;Casa De Cinema De Porto Alegre;5;959;11.635,26;
2017;B1700194400000;Real - O Plano Por Trás Da História;Rodrigo Bittencourt;Ficção;Lighthouse São Paulo;SP;Globo Filmes/Maristela Filmes/Maiomidia Comunicação;RJ/SP/RJ;Downtown/Paris;202;46.968;792.144,36;
2017;B1600243000000;Redemoinho;José Luiz Villamarim;Ficção;Bananeira Filmes/José Luiz Villamarim;RJ/-;Globo Filmes/Telecine/Canastra Produções Audiovisuais E Culturais/Maiomidia Comunicação/Luiz Fernando Rufato De Souza;RJ/RJ/MG/RJ/-;Vitrine Filmes;30;12.130;143.451,20;
2017;B1600547800000;Rifle;Davi Pretto;Ficção;Tokyo Filmes;RS;Gogó/Casa De Cinema De Porto Alegre;RS/RS;Vitrine Filmes;25;2.034;14.614,37;
2017;B1600715000000;Rosemberg - Cinema, Colagem E Afetos;Cavi Borges/Christian Caselli;Documentário;Cavideo Produções;RJ;Canal Brasil;RJ;Cavideo Produções;1;160;2.386,06;
2017;B1700062100000;Rúcula Com Tomate Seco;Arthur Vinciprova;Ficção;Maiss Entretenimento/Venkon Produções;RJ/RJ;-;-;Downtown/Paris;5;401;3.680,01;
2017;B1700499500000;Santo Amaro Era Skatista;Felipe Martins;Documentário;Documenta Filmes;RJ;Globo Filmes;RJ;Documenta Produções;1;33;132,00;
2017;B1600757800000;Sepultura Endurance;Otavio Juliano;Documentário;Interface Filmes;SP;-;-;O2 Play;71;2.511;38.988,82;
2017;B1700602500000;Silêncio No Estúdio;Emilia Silveira;Documentário;Modo Operante Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Modo Operante Produções;2;286;3.240,86;
2017;B1402740400000;Sinais De Cinza, A Peleja De Olney Contra O Dragão Da Maldade;Henrique Dantas;Documentário;Hamaca Filmes/Henrique Dantas;BA/-;Ebc Tv Brasil;DF;Livres Filmes;2;178;1.486,00;
2017;B1700275000000;Soundtrack;Bernardo Dutra/Manitou Felipe;Ficção;Ananã;RJ;Zohar Cinema/Globo Filmes/Bernardo Dutra/Manitou Felipe/Xanadu/Fm Produções;RJ/RJ/-/-/RJ/RJ;Imagem;62;13.142;225.513,50;
2017;B1600534900000;Taego Ãwa;Henrique Borela/Marcela Borela;Documentário;F64 Filmes;GO;-;-;Vitrine Filmes;28;1.662;9.790,58;
2017;B1600604900000;Toc - Transtornada, Obsessiva, Compulsiva;Paulinho Caruso/Teodoro Poppovic;Ficção;Biônica Filmes;SP;Telecine;RJ;Downtown/Paris;257;241.184;3.347.154,19;
2017;B1600403600000;Todas As Cores Da Noite;Pedro Severien;Ficção;Orquestra Cinema Estúdios;PE;Luiz Otávio Pereira/Tomaz Alves Souza;PE/-;Inquieta Cinema Cultura E Comunicação;6;706;6.439,00;
2017;B1600625200000;Todas As Manhãs Do Mundo;Lawrence Wahba/Tatiana Lohmann;Documentário;Canal Azul;SP;-;-;Fox;5;10.754;103.195,00;
2017;B1700581500000;Todas As Meninas Reunidas Vamos Lá;Carol Fernandes;Documentário;Paris Entretenimento;SP;Amora Digital;MG;Downtown/Paris;3;328;4.707,48;
2017;B1700498000000;Todos;Luiz Alberto Cassol/Marilaine Castro Da Costa;Documentário;Accorde Filmes;RS;-;-;Accorde Audiovisuais;1;93;665,00;
2017;B1600068000000;Travessia;João Gabriel;Ficção;Zona De Produção;BA;-;-;O2 Play;32;4.590;60.574,27;
2017;B1700477000000;Tudo É Projeto;Joana Mendes Da Rocha/Patricia Rubano;Documentário;Olé Produções;SP;-;-;Olé Produções;3;588;9.435,10;
2017;B1600639200000;Um Casamento;Mônica Simões;Documentário;Klaxon Cultura Audiovisual;SP;Mônica Simões;SP;Pandora Filmes;7;440;4.464,09;
2017;B1500408100000;Um Filme De Cinema;Walter Carvalho;Documentário;República Pureza Filmes;RJ;-;-;Arthouse;23;4.234;42.722,63;
2017;B1700177700000;Um Tio Quase Perfeito;Pedro Antônio;Ficção;Morena Filmes;RJ;-;-;H2O Films;331;560.127;7.734.725,39;
2017;B1700051600000;Vazante;Daniela Thomas;Ficção;Cisma Produções/Dezenove Som E Imagens;SP/SP;Globo Filmes/O2 Filmes;RJ/SP;Europa;30;10.178;148.149,67;
2017;B1600564100000;Vermelho Russo;Charly Braun;Ficção;Guinle Produções;SP;Muiraquitã Filmes;SP;Vitrine Filmes;22;7.992;122.476,29;
2017;B1700263500000;Viva O Cinema!;Paulo Pastorelo;Documentário;Ebisu Filmes;SP;Escola Carlitos;SP;Ebisu Filmes;1;83;912,96;
2017;B1500916900000;Waiting For B.;Abigail Spindel/Paulo Cesar Toledo;Documentário;Popcon/Videosfera;SP/SP;-;-;Vitrine Filmes;28;1.774;11.383,44;
2017;B1402296700000;Yvone Kane;Margarida Cardoso;Ficção;Mpc Filmes;RJ;-;-;Bretz Filmes;3;162;2.424,19;
2017;B1301945900000;Éden;Bruno Safadi;Ficção;Tb Produções;RJ;Greengo Films;RJ;Livres Filmes;3;571;8.055,72;
2018;B1800380700000;10 Segundos Para Vencer;José Alvarenga Jr.;Ficção;Tambellini Filmes;RJ;Globo Filmes/Canal Brasil/Xanadu;RJ/RJ/RJ;Imagem;301;49.147;801.026,00;
2018;B1800469700000;A Cabeça De Gumercindo Saraiva;Tabajara Ruas;Ficção;Walper Ruas Produções;RS;-;-;Elo Company;27;5.156;55.559,00;
2018;B1600756100000;A Cidade Do Futuro;Cláudio Marques/Marilia Hughes Guerreiro;Ficção;Coisa De Cinema;BA;-;-;Vitrine Filmes/Espaço Filmes;22;11.786;153.437,00;
2018;B1600680500000;A Destruição De Bernardet;Claudia Priscilla/Pedro Marques;Documentário;Paleo Tv;SP;Válvula Produções/Canal Brasil;SP/RJ;Paleotv;12;1.355;10.352,00;
2018;B1800033200000;A Imagem Da Tolerância;Joana Mariani/Paula Trabulsi;Documentário;Maya Filmes/Planetário Filmes;SP/RJ;Globo Filmes;RJ;Espaço Filmes;8;671;10.006,00;
2018;B1600441200000;A Luta Do Século;Sérgio Machado;Documentário;Lata Filmes/Mar Grande Produções/Muiraquitã Filmes/Ondina Filmes/Planetario Filmes;RJ/SP/SP/BA/RJ;-;-;Vitrine Filmes;24;2.710;31.807,75;
2018;B1500169900000;A Misteriosa Morte De Pérola;Guto Parente;Ficção;Tardo Filmes;CE;Marrevolto Produções Ltda;CE;Embaúba Filmes;4;157;1.156,00;
2018;B1700605000000;A Moça Do Calendário;Helena Ignez;Ficção;Mercúrio Produções;SP;-;-;Pandora Filmes;15;2.716;24.712,00;
2018;B1600543700000;A Repartição Do Tempo;Santiago Dellape;Ficção;400 Filmes;DF;Santiago Dellape/Davi Mattos;-;O2 Play;35;2.521;34.949,50;
2018;B1700248900000;A Superfície Da Sombra;Paulo Nascimento;Ficção;Accorde Filmes;RS;-;-;Panda Filmes;15;1.178;17.097,00;
